Console,Title,USSales,YearReleased,Publisher,Genre,Sequel,ReRelease,Usedprice,Review Score,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform
Nintendo DS,Contra 4,0.27,2007,"Konami Digital Entertainment, Inc.",Action,1,0,17.95,83,3,1,0,0,1,0,0,0
Nintendo DS,Phoenix Wright: Ace Attorney - Trials and Tribu...,0.27,2007,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.","Adventure, Simulation",1,0,17.95,81,3,1,0,0,1,0,0,0
Nintendo DS,Disney Pirates of the Caribbean: At World's End,0.27,2007,Disney Interactive Studios,Action,1,0,14.95,66,3,1,0,1,1,0,0,1
Sony PSP,Dragon Ball Z: Shin Budokai - Another Road,0.27,2007,"Atari, Inc., Namco Bandai Games Europe SAS, Namco Bandai Games Inc.",Action,1,0,16.95,65,3,1,1,1,1,0,0,0
Sony PSP,Metal Gear Solid: Portable Ops + Coded Arms (Double Pack),0.27,2007,"Konami Digital Entertainment Co., Ltd., Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Action,0,0,16.95,65,3,1,0,0,1,0,0,0
PlayStation 3,Spider-Man 3,0.27,2007,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,1,0,17.95,60,1,1,0,1,0,0,0,1
X360,The Golden Compass,0.27,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Action,0,0,9.95,41,2,1,0,1,0,0,0,1
X360,Stuntman: Ignition,0.26,2007,"THQ Inc., THQ International Ltd.","Action, Racing / Driving",1,0,14.95,75,2,4,1,0,0,0,0,1
Nintendo Wii,Chicken Shoot,0.26,2007,"Destination Software, Inc.",Action,0,0,12.95,27,1,2,0,0,0,0,0,1
Nintendo Wii,Shrek the Third,0.26,2007,"Activision Publishing, Inc.",Action,1,0,16.95,57,1,2,0,1,0,0,0,1
Nintendo DS,DK: Jungle Climber,0.26,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH","Action, Strategy",0,0,24.95,77,3,1,0,0,1,0,0,0
Nintendo DS,Dragon Quest IV: Chapters of the Chosen,0.26,2007,"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.",Role-Playing (RPG),1,1,24.95,80,3,1,0,0,1,0,0,0
Sony PSP,300: March to Glory,0.26,2007,"Eidos Interactive Ltd., Warner Bros. Interactive Entertainment Inc.",Action,0,0,14.95,55,3,1,0,1,1,0,0,0
Nintendo Wii,Fire Emblem: Radiant Dawn,0.26,2007,"Nintendo Australia Pty., Ltd., Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Role-Playing (RPG), Strategy",1,0,34.95,78,1,1,0,0,0,0,0,0
Nintendo Wii,The Golden Compass,0.26,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Action,0,0,14.95,35,1,1,0,1,0,0,0,1
Nintendo Wii,Manhunt 2,0.26,2007,"Rockstar Games, Inc.",Action,1,0,19.95,62,1,1,0,0,0,0,0,1
X360,NASCAR 08,0.25,2007,"Electronic Arts, Inc.","Racing / Driving, Sports",1,0,12.95,59,2,1,1,1,0,0,0,1
PlayStation 3,Virtua Tennis 3,0.24,2007,"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",Sports,1,0,19.95,80,1,4,0,1,0,0,0,1
X360,All-Pro Football 2K8,0.24,2007,2K Sports,Sports,1,0,7.95,75,2,4,1,1,0,0,0,1
PlayStation 3,Major League Baseball 2K7,0.24,2007,2K Games,Sports,1,0,7.95,74,1,2,1,1,0,0,0,1
Nintendo DS,John Deere: Harvest in the Heartland,0.24,2007,Destineer Publishing Corp.,Strategy,0,0,17.95,43,3,1,0,1,1,0,0,0
Sony PSP,The Warriors,0.24,2007,"Rockstar Games, Inc.",Action,0,0,17.95,52,3,1,1,1,1,0,0,1
Sony PSP,Ghost Rider,0.23,2007,2K Games,Action,0,0,16.95,49,3,4,0,1,1,0,0,1
Nintendo Wii,Tony Hawk's Proving Ground,0.23,2007,"Activision Publishing, Inc.",Sports,1,0,16.95,57,1,2,0,1,0,0,0,1
X360,Juiced 2: Hot Import Nights,0.23,2007,THQ Inc.,Racing / Driving,1,0,14.95,68,2,2,1,0,0,0,0,1
Nintendo DS,Juiced 2: Hot Import Nights,0.23,2007,THQ Inc.,Racing / Driving,1,0,13.95,72,3,1,0,1,1,0,0,1
Sony PSP,The Simpsons Game,0.23,2007,"Electronic Arts, Inc.",Action,0,0,16.95,59,3,1,0,1,1,0,0,1
Sony PSP,Syphon Filter: Logan's Shadow,0.23,2007,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.","Action, Strategy",1,0,16.95,85,3,1,1,0,1,0,0,0
PlayStation 3,Tiger Woods PGA Tour 08,0.22,2007,"Electronic Arts, Inc.",Sports,1,0,12.95,79,1,4,0,1,0,0,0,1
X360,Ratatouille,0.22,2007,"THQ Inc., THQ International Ltd.",Action,0,0,16.95,56,2,4,0,1,0,0,0,1
Nintendo Wii,Trauma Center: New Blood,0.22,2007,"Atlus Co., Ltd., Atlus U.S.A., Inc., Nintendo of Europe GmbH","Action, Simulation",0,0,17.95,77,1,2,0,0,0,0,0,0
Nintendo DS,Hotel Dusk: Room 215,0.22,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",Adventure,0,0,14.95,78,3,1,0,0,1,0,0,0
Nintendo DS,Mega Man ZX Advent,0.22,2007,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",Action,1,0,17.95,78,3,1,0,0,1,0,0,0
Sony PSP,FIFA Soccer 08,0.22,2007,"Electronic Arts, Inc.",Sports,1,0,14.95,79,3,1,1,1,1,0,0,1
Sony PSP,Silent Hill: 0rigins,0.22,2007,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Action,1,0,17.95,78,3,1,0,0,1,0,0,1
X360,Harry Potter and the Order of the Phoenix,0.22,2007,"Electronic Arts, Inc.",Action,1,0,16.95,68,2,1,0,1,0,0,0,1
X360,NHL 08 ,0.22,2007,"Electronic Arts, Inc.",Sports,1,0,9.95,85,2,1,0,0,0,0,0,1
Sony PSP,Castlevania: The Dracula X Chronicles,0.21,2007,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Action,1,0,16.95,80,3,2,1,0,1,0,0,0
Nintendo DS,Tony Hawk's Proving Ground,0.21,2007,"Activision Publishing, Inc.",Sports,1,0,13.95,39,3,1,0,1,1,0,0,0
Sony PSP,Jeanne d'Arc,0.21,2007,"Sony Computer Entertainment America, Inc.","Role-Playing (RPG), Strategy",0,0,19.95,87,3,1,0,0,1,0,0,0
Nintendo Wii,BWii: Battalion Wars 2,0.21,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH","Action, Simulation, Strategy",1,0,14.95,75,1,1,1,0,0,0,0,0
X360,Battlestations: Midway,0.21,2007,Eidos Interactive Ltd.,"Action, Strategy",0,0,17.95,73,2,1,1,0,0,0,0,0
Nintendo DS,Dragon Ball Z: Harukanaru Densetsu,0.2,2007,"Atari, Inc.",Strategy,1,0,14.95,57,3,1,0,1,1,0,0,0
Nintendo DS,Touch the Dead,0.2,2007,"Secret Stash Games, Virgin PLAY S.A.",Action,1,0,16.95,56,3,1,0,0,1,0,0,0
PlayStation 3,The Darkness,0.2,2007,2K Games,Action,0,0,14.95,80,1,1,1,1,0,0,0,1
Nintendo Wii,Donkey Kong Barrel Blast,0.19,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",Racing / Driving,1,0,29.95,46,1,4,0,0,0,0,0,0
X360,The BIGS,0.19,2007,2K Sports,"Action, Simulation, Sports",0,0,12.95,79,2,4,1,1,0,0,0,1
X360,Armored Core 4,0.19,2007,"FromSoftware, Inc., SEGA of America, Inc.",Action,1,0,17.95,65,2,2,1,0,0,0,0,1
Nintendo DS,Etrian Odyssey,0.19,2007,"Atlus Co., Ltd., Atlus U.S.A., Inc., Nintendo of Europe GmbH",Role-Playing (RPG),0,0,24.95,75,3,1,0,0,1,0,0,0
Sony PSP,Ben 10: Protector of the Earth,0.19,2007,"D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Action,0,0,16.95,60,3,1,0,0,1,0,0,1
PlayStation 3,Tom Clancy's Splinter Cell: Double Agent,0.19,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.","Action, Strategy",1,0,22.95,78,1,1,1,1,0,0,0,1
Nintendo Wii,Looney Tunes: Acme Arsenal,0.19,2007,Warner Bros. Interactive Entertainment Inc.,Action,0,0,14.95,27,1,1,0,1,0,0,0,1
Nintendo Wii,Zack & Wiki: Quest for Barbaros' Treasure,0.19,2007,"Capcom Entertainment, Inc., CE Europe Ltd.",Adventure,0,0,17.95,87,1,1,0,0,0,0,0,0
X360,Monster Jam,0.18,2007,"Activision Value Publishing, Inc.",Sports,0,0,17.95,43,2,4,0,1,0,0,0,0
X360,Virtua Fighter 5,0.18,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Action,1,0,17.95,89,2,2,1,0,0,0,0,1
Nintendo DS,Lunar Knights,0.18,2007,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Action,0,0,16.95,82,3,1,0,0,1,0,0,0
PlayStation 3,Enchanted Arms,0.18,2007,"FromSoftware, Inc., Ubisoft Entertainment SA, Ubisoft, Inc.",Role-Playing (RPG),0,0,17.95,64,1,1,0,0,0,0,0,1
PlayStation 3,F.E.A.R.: First Encounter Assault Recon,0.18,2007,"Sierra Entertainment, Inc.",Action,0,0,17.95,72,1,1,1,0,0,0,0,0
PlayStation 3,Folklore,0.18,2007,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated","Action, Role-Playing (RPG)",0,0,24.95,75,1,1,0,0,0,0,0,0
PlayStation 3,Juiced 2: Hot Import Nights,0.18,2007,THQ Inc.,Racing / Driving,1,0,17.95,71,1,1,0,0,0,0,0,1
X360,The Elder Scrolls IV: Shivering Isles,0.18,2007,Bethesda Softworks LLC,"Action, Role-Playing (RPG)",2,0,24.95,86,2,1,0,0,0,0,0,0
X360,Final Fantasy XI: Wings of the Goddess,0.18,2007,"Square Enix, Inc., Square Enix, Ltd.","Action, Role-Playing (RPG)",2,0,13.95,63,2,1,1,0,0,0,0,0
PlayStation 3,NHL 08,0.17,2007,"Electronic Arts, Inc.",Sports,1,0,9.95,86,1,7,1,1,0,0,0,1
X360,NCAA 07 March Madness,0.17,2007,"Electronic Arts, Inc.",Sports,1,0,7.95,67,2,4,1,1,0,0,0,0
X360,Rayman Raving Rabbids,0.17,2007,Ubisoft Entertainment SA,Action,1,0,16.95,67,2,4,0,0,0,0,0,1
X360,Viva Pi¤ata: Party Animals,0.17,2007,Microsoft Games Studios,Racing / Driving,1,0,14.95,56,2,4,1,0,0,0,0,0
X360,Warriors Orochi,0.17,2007,"KOEI Co., Ltd., KOEI Corporation, KOEI Ltd.","Action, Role-Playing (RPG)",0,0,19.95,53,2,2,0,0,0,0,0,1
Nintendo DS,Luminous Arc,0.17,2007,"Atlus U.S.A., Inc., Rising Star Games Ltd.","Role-Playing (RPG), Strategy",0,0,24.95,70,3,1,1,0,1,0,0,0
Nintendo DS,Picross DS,0.17,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Strategy,0,0,17.95,83,3,1,1,0,1,0,0,0
PlayStation 3,Harry Potter and the Order of the Phoenix,0.17,2007,"Electronic Arts, Inc.",Action,1,0,17.95,67,1,1,0,1,0,0,0,1
PlayStation 3,College Hoops 2K7,0.16,2007,2K Sports,Sports,1,0,6.95,81,1,6,1,1,0,0,0,1
PlayStation 3,The BIGS,0.16,2007,2K Sports,"Action, Simulation, Sports",0,0,22.95,80,1,4,1,1,0,0,0,0
PlayStation 3,Stuntman: Ignition,0.16,2007,"THQ Inc., THQ International Ltd.","Action, Racing / Driving",1,0,16.95,76,1,4,1,0,0,0,0,1
Nintendo Wii,Mortal Kombat: Armageddon,0.16,2007,"Midway Home Entertainment, Inc.","Action, Racing / Driving",1,0,24.95,71,1,4,0,1,0,0,0,1
PlayStation 3,Def Jam: Icon,0.16,2007,"Electronic Arts, Inc.",Action,1,0,16.95,68,1,2,1,1,0,0,0,1
Nintendo Wii,Soulcalibur Legends,0.16,2007,Namco Bandai Games America Inc.,Action,1,0,16.95,52,1,2,0,0,0,0,0,0
Nintendo Wii,Surf's Up,0.16,2007,"Ubisoft, Inc.",Sports,0,0,16.95,64,1,2,0,1,0,0,0,1
Nintendo DS,"Left Brain, Right Brain",0.16,2007,"505 Games S.R.L., Majesco Entertainment Company",Strategy,0,0,16.95,50,3,1,0,0,1,0,0,0
Nintendo DS,Planet Puzzle League,0.16,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Strategy,0,0,17.95,86,3,1,1,0,1,0,0,0
PlayStation 3,DiRT,0.16,2007,"Codemasters France, Codemasters Software Company Limited, The","Racing / Driving, Simulation, Sports",0,0,17.95,83,1,1,1,1,0,0,0,1
Nintendo Wii,TMNT,0.16,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,0,0,17.95,60,1,1,0,1,0,0,0,1
X360,Soldier of Fortune: Payback,0.16,2007,"Activision Value Publishing, Inc.",Action,1,0,13.95,50,2,1,1,0,0,0,0,0
PlayStation 3,Dynasty Warriors: Gundam,0.15,2007,"Namco Bandai Games America Inc., Namco Bandai Games Inc.",Action,1,0,22.95,60,1,2,0,1,0,0,0,1
PlayStation 3,Disney Pirates of the Caribbean: At World's End,0.15,2007,Disney Interactive Studios,Action,1,0,14.95,55,1,2,0,1,0,0,0,1
X360,Bee Movie Game,0.15,2007,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,0,0,12.95,71,2,2,0,1,0,0,0,1
X360,Dynasty Warriors: Gundam,0.15,2007,"Namco Bandai Games America Inc., Namco Bandai Games Inc.",Action,1,0,22.95,55,2,2,0,1,0,0,0,1
X360,Golden Axe,0.15,2007,SEGA Corporation,Action,0,1,14.95,45,2,2,0,0,0,0,0,0
Nintendo DS,Dementium: The Ward,0.15,2007,"Gamecock Media Group, SouthPeak Games",Action,0,0,17.95,72,3,1,0,0,1,0,0,0
Nintendo DS,Rondo of Swords,0.15,2007,"Atlus U.S.A., Inc., Success Corp.","Role-Playing (RPG), Strategy",0,0,19.95,69,3,1,0,0,1,0,0,0
Sony PSP,Disgaea: Afternoon of Darkness,0.15,2007,"KOEI Ltd., Nippon Ichi Software Inc., NIS America, Inc.","Role-Playing (RPG), Strategy",0,1,17.95,87,3,1,1,0,1,0,0,0
PlayStation 3,NASCAR 08,0.15,2007,"Electronic Arts, Inc.","Racing / Driving, Sports",1,0,14.95,57,1,1,1,1,0,0,0,1
Nintendo Wii,Dragon Quest Swords: The Masked Queen and the T...,0.15,2007,"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.",Action,1,0,16.95,65,1,1,0,0,0,0,0,0
X360,Call of Juarez,0.15,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,0,0,14.95,71,2,1,1,0,0,0,0,0
X360,College Hoops 2K8,0.15,2007,2K Sports,Sports,1,0,9.95,81,2,1,0,1,0,0,0,1
X360,Eternal Sonata,0.15,2007,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS, Namco Bandai Games Inc.",Role-Playing (RPG),0,0,27.95,79,2,1,0,0,0,0,0,1
X360,Kingdom Under Fire: Circle of Doom,0.15,2007,"Microsoft Games Studios, Phantagram (Europe) Ltd.","Action, Role-Playing (RPG)",1,0,14.95,55,2,1,1,0,0,0,0,0
X360,Vampire Rain,0.15,2007,"AQ Interactive, Inc., Microsoft Games Studios",Action,0,0,11.95,38,2,1,1,0,0,0,0,0
PlayStation 3,All-Pro Football 2K8,0.14,2007,2K Sports,Sports,1,0,9.95,73,1,6,1,1,0,0,0,1
Nintendo Wii,Mercury Meltdown,0.14,2007,"Ignition Entertainment Ltd., Ignition Entertainment Ltd. USA",Strategy,0,0,12.95,77,1,2,0,0,0,0,0,0
X360,Disney/Pixar Cars: Mater-National Championship,0.14,2007,THQ Inc.,Racing / Driving,1,0,17.95,58,2,2,0,1,0,0,0,1
Sony PSP,Hard Rock Casino,0.14,2007,"Crave Entertainment, Inc.",Simulation,0,0,17.95,44,3,1,0,1,1,0,0,1
PlayStation 3,Conan,0.14,2007,THQ Inc.,"Action, Adventure",0,0,17.95,69,1,1,0,1,0,0,0,1
Nintendo Wii,Cranium Kabookii,0.14,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Strategy,0,0,17.95,64,1,1,0,1,0,0,0,0
Nintendo Wii,The Godfather: Blackhand Edition,0.14,2007,"Electronic Arts, Inc.",Action,0,1,22.95,77,1,1,0,1,0,0,0,0
Nintendo Wii,Godzilla: Unleashed,0.14,2007,"Atari Europe S.A.S.U., Atari, Inc.",Action,1,0,24.95,44,1,1,0,1,0,0,0,1
Nintendo Wii,NBA Live 08,0.14,2007,"Electronic Arts, Inc.",Sports,1,0,14.95,52,1,1,0,1,0,0,0,1
X360,Conan,0.14,2007,THQ Inc.,"Action, Adventure",0,0,14.95,69,2,1,0,1,0,0,0,1
Nintendo Wii,Spider-Man: Friend or Foe,0.13,2007,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,1,0,17.95,59,1,2,0,1,0,0,0,1
PlayStation 3,College Hoops 2K8,0.12,2007,2K Sports,Sports,1,0,12.95,82,1,7,1,1,0,0,0,1
PlayStation 3,NBA 08,0.12,2007,"Sony Computer Entertainment America, Inc.",Sports,1,0,9.95,63,1,4,1,1,0,0,0,0
X360,Thrillville: Off the Rails,0.12,2007,LucasArts,"Simulation, Strategy",1,0,17.95,73,2,4,0,0,0,0,0,1
Nintendo DS,Geometry Wars: Galaxies,0.12,2007,"Sierra Entertainment, Inc.",Action,0,1,14.95,79,3,1,0,0,1,0,0,1
Nintendo DS,Rayman Raving Rabbids,0.12,2007,"Ubisoft Entertainment SA, Ubisoft GmbH, Ubisoft, Inc.",Action,0,0,17.95,56,3,1,0,0,1,0,0,1
Nintendo DS,WordJong,0.12,2007,Destineer,Strategy,0,0,17.95,77,3,1,0,0,1,0,0,0
Sony PSP,"Warhammer 40,000: Squad Command",0.12,2007,THQ Inc.,Strategy,0,0,17.95,67,3,1,0,1,1,0,0,1
PlayStation 3,Beowulf: The Game,0.12,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,0,0,12.95,51,1,1,0,1,0,0,0,1
PlayStation 3,The Golden Compass,0.12,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Action,0,0,12.95,40,1,1,0,1,0,0,0,1
Nintendo Wii,Scarface: The World is Yours,0.12,2007,"Sierra Entertainment, Inc.","Action, Racing / Driving",0,0,22.95,71,1,1,0,1,0,0,0,0
X360,Hot Wheels: Beat That!,0.12,2007,"Activision Publishing, Inc.","Action, Racing / Driving",1,0,19.95,43,2,1,0,1,0,0,0,0
X360,NHL 2K8 ,0.12,2007,2K Sports,Sports,1,0,6.95,71,2,1,0,0,0,0,0,1
PlayStation 3,NBA Street Homecourt,0.11,2007,"Electronic Arts, Inc.",Sports,1,0,14.95,81,1,4,0,0,0,0,0,1
Nintendo Wii,Geometry Wars: Galaxies,0.11,2007,"Sierra Entertainment, Inc.",Action,0,1,16.95,80,1,2,0,0,0,0,0,1
Nintendo DS,Final Fantasy: Crystal Chronicles - Echoes of Time,0.11,2007,"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.",Action,1,0,24.95,75,3,1,1,0,1,0,0,1
Nintendo DS,Godzilla Unleashed: Double Smash,0.11,2007,"Atari, Inc.",Action,1,0,17.95,28,3,1,0,1,1,0,0,1
Nintendo DS,MX vs. ATV Untamed,0.11,2007,THQ Inc.,Racing / Driving,1,0,17.95,61,3,1,0,1,1,0,0,1
Nintendo DS,WWE SmackDown vs. Raw 2008,0.11,2007,THQ Inc.,Sports,1,0,14.95,61,3,1,0,0,1,0,0,1
Sony PSP,The BIGS,0.11,2007,2K Sports,"Action, Simulation, Sports",0,0,16.95,72,3,1,1,1,1,0,0,1
Sony PSP,Brave Story: New Traveler,0.11,2007,XSEED Games,Role-Playing (RPG),0,0,17.95,76,3,1,0,1,1,0,0,0
Sony PSP,WipEout Pulse,0.11,2007,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.","Action, Racing / Driving",1,0,16.95,82,3,1,0,0,1,0,0,0
PlayStation 3,TimeShift,0.11,2007,"Sierra Entertainment, Inc.",Action,0,0,16.95,70,1,1,1,0,0,0,0,1
Nintendo Wii,Star Trek: Conquest,0.11,2007,"Bethesda Softworks LLC, ZeniMax Europe Ltd.","Action, Strategy",0,0,27.95,49,1,1,0,1,0,0,0,1
X360,Beautiful Katamari,0.11,2007,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS, Namco Bandai Games Inc.",Action,1,0,17.95,73,2,1,1,0,0,0,0,0
X360,Hour of Victory,0.11,2007,"Midway Games, Inc.",Action,0,0,12.95,37,2,1,1,0,0,0,0,0
PlayStation 3,Fantastic Four: Rise of the Silver Surfer,0.1,2007,2K Games,Action,1,0,14.95,47,1,4,0,1,0,0,0,1
X360,SEGA Rally Revo,0.1,2007,"SEGA Europe Ltd., SEGA of America, Inc.","Racing / Driving, Simulation",1,0,14.95,77,2,2,1,0,0,0,0,1
Nintendo DS,7 Wonders of the Ancient World,0.1,2007,"Codemasters Software Company Limited, The, MumboJumbo, LLC",Strategy,0,0,17.95,60,3,1,0,0,1,0,0,1
Nintendo DS,Arctic Tale,0.1,2007,"Destination Software, Inc., White Park Bay Software Ltd",Action,0,0,11.95,38,3,1,0,1,1,0,0,0
Nintendo DS,Draglade,0.1,2007,"505 Games S.R.L., Atlus U.S.A., Inc.",Action,0,0,16.95,71,3,1,0,0,1,0,0,0
Nintendo DS,Final Fantasy Fables: Chocobo Tales,0.1,2007,"Square Enix, Inc., Square Enix, Ltd.",Action,1,0,17.95,75,3,1,1,0,1,0,0,0
Nintendo DS,Marvel Trading Card Game,0.1,2007,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Strategy,0,0,16.95,61,3,1,0,1,1,0,0,0
Sony PSP,Crazy Taxi: Fare Wars,0.1,2007,"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.","Action, Racing / Driving",0,1,17.95,64,3,1,1,0,1,0,0,0
Sony PSP,Diner Dash: Sizzle & Serve,0.1,2007,"Eidos Interactive Ltd., Secret Stash Games",Action,1,0,17.95,55,3,1,0,0,1,0,0,1
Sony PSP,The Golden Compass,0.1,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Action,0,0,14.95,28,3,1,0,1,1,0,0,1
Sony PSP,Harry Potter and the Order of the Phoenix,0.1,2007,"Electronic Arts, Inc.",Action,1,0,16.95,52,3,1,1,1,1,0,0,1
Sony PSP,Hot Wheels: Ultimate Racing,0.1,2007,"Destination Software, Inc.","Action, Racing / Driving",0,0,17.95,60,3,1,1,1,1,0,0,0
PlayStation 3,Bladestorm: The Hundred Years' War,0.1,2007,KOEI Ltd.,"Action, Role-Playing (RPG), Strategy",0,0,44.95,58,1,1,0,0,0,0,0,1
X360,Surf's Up,0.09,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Sports,0,0,17.95,61,2,4,0,1,0,0,0,1
Nintendo DS,Uno / Skip-Bo / Uno Freefall,0.09,2007,"Destination Software, Inc.",Strategy,0,0,17.95,59,3,2,0,1,1,0,0,0
X360,Blazing Angels 2: Secret Missions of WWII,0.09,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,16.95,72,2,2,1,0,0,0,0,1
Nintendo DS,InuYasha: Secret of the Divine Jewel,0.09,2007,Namco Bandai Games America Inc.,Role-Playing (RPG),0,0,24.95,46,3,1,0,1,1,0,0,0
Nintendo DS,The Settlers,0.09,2007,"ak tronic Software & Services GmbH, Ubisoft Entertainment SA",Strategy,0,1,17.95,39,3,1,0,0,1,0,0,0
Sony PSP,Shrek the Third,0.09,2007,"Activision Publishing, Inc.",Action,1,0,22.95,57,3,1,0,1,1,0,0,1
PlayStation 3,Ratatouille,0.09,2007,"THQ Inc., THQ International Ltd.",Action,0,0,17.95,55,1,1,0,1,0,0,0,1
PlayStation 3,Soldier of Fortune: Payback,0.09,2007,"Activision Publishing, Inc., Activision Value Publishing, Inc.",Action,1,0,14.95,50,1,1,1,0,0,0,0,0
Nintendo Wii,Heatseeker,0.09,2007,"Codemasters Software Company Limited, The",Action,0,0,17.95,62,1,1,0,1,0,0,0,1
PlayStation 3,NHL 2K8,0.08,2007,Take-Two Interactive Software Europe Ltd.,Sports,1,0,9.95,74,1,7,1,1,0,0,0,1
PlayStation 3,NCAA March Madness 08,0.08,2007,"Electronic Arts, Inc.",Sports,1,0,12.95,67,1,4,0,1,0,0,0,0
X360,Fantastic Four: Rise of the Silver Surfer,0.08,2007,2K Games,Action,1,0,14.95,45,2,4,0,1,0,0,0,1
X360,Monster Madness: Battle for Suburbia,0.08,2007,"SouthPeak Games, SouthPeak Interactive, LLC",Action,0,0,14.95,55,2,4,1,0,0,0,0,0
X360,Pro Evolution Soccer 2008,0.08,2007,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Sports,1,0,14.95,76,2,4,1,0,0,0,0,1
PlayStation 3,Blazing Angels 2: Secret Missions of WWII,0.08,2007,"Ubisoft, Inc.",Action,1,0,22.95,70,1,2,1,0,0,0,0,1
Nintendo DS,Cake Mania,0.08,2007,"Majesco Entertainment Company, Majesco Europe Ltd.",Action,0,0,16.95,55,3,1,0,0,1,0,0,0
Nintendo DS,River King: Mystic Valley,0.08,2007,"Marvelous Entertainment Inc., Natsume, Inc., Rising Star Games Ltd.","Adventure, Simulation, Sports",0,0,24.95,54,3,1,1,0,1,0,0,0
Nintendo DS,Touch Detective 2 1/2,0.08,2007,"505 Games S.R.L., Atlus U.S.A., Inc., Success Corp.",Adventure,1,0,14.95,67,3,1,0,0,1,0,0,0
Sony PSP,7 Wonders of the Ancient World,0.08,2007,"Codemasters Software Company Limited, The, MumboJumbo, LLC",Strategy,0,0,17.95,51,3,1,0,0,1,0,0,1
Sony PSP,Brooktown High,0.08,2007,"Konami Digital Entertainment, Inc.",Simulation,0,0,16.95,51,3,1,0,0,1,0,0,0
Sony PSP,Crush,0.08,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Action,0,0,16.95,83,3,1,0,0,1,0,0,0
Sony PSP,Jackass: The Game,0.08,2007,"Red Mile Entertainment, Inc.",Action,0,0,17.95,58,3,1,0,1,1,0,0,1
Sony PSP,The Sims 2: Castaway,0.08,2007,"Electronic Arts, Inc.",Simulation,1,0,17.95,64,3,1,0,0,1,0,0,1
Sony PSP,Test Drive Unlimited,0.08,2007,"Atari Europe S.A.S.U., Atari, Inc.",Racing / Driving,1,0,17.95,80,3,1,0,1,1,0,0,1
Sony PSP,Thrillville: Off the Rails,0.08,2007,LucasArts,"Simulation, Strategy",1,0,16.95,72,3,1,1,0,1,0,0,1
Nintendo Wii,Victorious Boxers: Revolution,0.08,2007,"AQ Interactive, Inc., Ubisoft Entertainment SA, XSEED Games","Action, Simulation, Sports",1,0,24.95,59,1,1,0,1,0,0,0,0
X360,Bladestorm: The Hundred Years' War,0.08,2007,KOEI Ltd.,"Action, Role-Playing (RPG), Strategy",0,0,34.95,63,2,1,0,0,0,0,0,1
X360,Looney Tunes: Acme Arsenal,0.07,2007,Warner Bros. Interactive Entertainment Inc.,Action,0,0,17.95,40,2,4,0,1,0,0,0,1
