Console,Title,USSales,YearReleased,Publisher,Genre,Sequel,ReRelease,Usedprice,Review Score,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform
Nintendo DS,Monster House,0.15,2006,"THQ France, THQ Inc.",Action,0,0,14.95,62,2,1,0,1,1,0,0,0
X360,Enchanted Arms,0.15,2006,"Ubisoft Entertainment SA, Ubisoft, Inc.",Role-Playing (RPG),0,0,17.95,69,1,1,1,0,0,0,0,1
Sony PSP,NHL 07,0.14,2006,"Electronic Arts, Inc.",Sports,1,0,12.95,76,2,4,0,1,1,0,0,1
Sony PSP,Bust-a-Move Deluxe,0.14,2006,"505 GameStreet, Digital Bros. S.p.A., Majesco Entertainment Company, Taito Corporation",Strategy,1,0,14.95,73,2,2,1,0,1,0,0,0
PlayStation 3,Full Auto 2: Battlelines,0.14,2006,"SEGA Europe Ltd., SEGA of America, Inc.","Action, Racing / Driving",1,0,14.95,67,0,2,1,0,0,0,0,1
X360,Blitz: The League,0.14,2006,"Midway Games, Inc.",Sports,0,0,14.95,69,1,2,1,0,0,0,0,0
X360,Star Trek Legacy,0.14,2006,"Bethesda Softworks LLC, Ubisoft Entertainment SA","Action, Strategy",0,0,24.95,64,1,2,1,1,0,0,0,0
Nintendo DS,Eragon,0.14,2006,"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.","Action, Role-Playing (RPG)",0,0,16.95,63,2,1,0,1,1,0,0,1
Nintendo DS,Master of Illusion,0.14,2006,"Nintendo Co., Ltd., Nintendo of America Inc.",Strategy,0,0,14.95,69,2,1,0,0,1,0,0,0
Nintendo DS,Mega Man ZX,0.14,2006,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",Action,1,0,19.95,76,2,1,0,0,1,0,0,0
Sony PSP,Untold Legends: The Warrior's Code,0.14,2006,"Sony Online Entertainment Inc., Ubisoft Entertainment SA","Action, Role-Playing (RPG)",1,0,14.95,65,2,1,1,0,1,0,0,0
Nintendo Wii,Super Swing Golf,0.14,2006,"Tecmo, Inc.",Sports,0,0,16.95,72,0,1,0,0,0,0,0,0
X360,World Series of Poker: Tournament of Champions,0.14,2006,"Activision Publishing, Inc., Activision (UK) Limited, Activision Value Publishing, Inc.",Sports,0,0,14.95,69,1,1,1,1,0,0,0,1
X360,X-Men: The Official Game,0.14,2006,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,0,0,14.95,52,1,1,0,1,0,0,0,1
PlayStation 3,Untold Legends: Dark Kingdom,0.13,2006,"Electronic Arts, Inc., Sony Online Entertainment Inc.","Action, Role-Playing (RPG)",1,0,16.95,58,0,2,1,0,0,0,0,0
Nintendo Wii,Happy Feet,0.13,2006,"Midway Home Entertainment, Inc.",Action,0,0,14.95,46,0,2,0,1,0,0,0,1
Nintendo DS,Open Season,0.13,2006,"Ubisoft, Inc.",Action,0,0,17.95,72,2,1,0,1,1,0,0,1
Sony PSP,Dungeon Siege: Throne of Agony,0.13,2006,2K Games,Role-Playing (RPG),1,0,24.95,74,2,1,0,0,1,0,0,0
Sony PSP,LocoRoco,0.13,2006,"Sony Computer Entertainment America, Inc., SCEE, Sony Computer Entertainment Europe Ltd.","Action, Strategy",0,0,17.95,83,2,1,1,0,1,0,0,0
X360,Dead or Alive: Xtreme 2,0.13,2006,"Tecmo, Inc., Tecmo, Ltd.","Racing / Driving, Sports",1,0,14.95,53,1,1,1,0,0,0,0,0
X360,Fuzion Frenzy 2,0.12,2006,Microsoft Games Studios,"Action, Sports",1,0,14.95,49,1,4,1,0,0,0,0,0
X360,MotoGP '06,0.12,2006,THQ Inc.,"Racing / Driving, Simulation, Sports",1,0,14.95,80,1,4,1,1,0,0,0,0
Sony PSP,Lumines II,0.12,2006,"Buena Vista Games, Inc.",Strategy,1,0,14.95,81,2,2,1,1,1,0,0,0
Nintendo DS,Tamagotchi Connexion: Corner Shop,0.12,2006,"Bandai Co., Ltd., Bandai S.A., Namco Bandai Games America Inc.",Simulation,0,0,15.95,59,2,1,0,1,1,0,0,0
Sony PSP,Major League Baseball 2K6,0.12,2006,2K Sports,Sports,1,0,4.95,69,2,1,0,1,1,0,0,1
Sony PSP,Star Wars: Lethal Alliance,0.12,2006,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,17.95,61,2,1,1,1,1,0,0,0
Sony PSP,Worms: Open Warfare,0.12,2006,THQ Inc.,"Action, Strategy",0,0,17.95,70,2,1,1,0,1,0,0,1
Sony PSP,Eragon,0.11,2006,"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.",Action,0,0,14.95,59,2,4,1,1,1,0,0,1
Nintendo Wii,Metal Slug Anthology,0.11,2006,"Ignition Entertainment Ltd., SNK Playmore Corp., SNK Playmore USA Corp.",Action,0,1,16.95,73,0,4,0,0,0,0,0,1
X360,Open Season,0.11,2006,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,0,0,14.95,59,1,4,0,1,0,0,0,1
Nintendo Wii,Tom Clancy's Splinter Cell: Double Agent,0.11,2006,Ubisoft Entertainment SA,Action,1,0,17.95,61,0,2,0,1,0,0,0,1
Sony PSP,Avatar: The Last Airbender,0.11,2006,THQ Inc.,Action,0,0,17.95,57,2,1,0,1,1,0,0,1
Sony PSP,FIFA World Cup: Germany 2006,0.11,2006,"Electronic Arts, Inc.",Sports,1,0,17.95,72,2,1,1,1,1,0,0,1
Sony PSP,Lemmings,0.11,2006,"Sony Computer Entertainment America, Inc., SCEE, Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Strategy,0,1,17.95,76,2,1,0,1,1,0,0,0
Sony PSP,Mega Man Powered Up,0.11,2006,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",Action,0,1,16.95,82,2,1,0,0,1,0,0,0
X360,College Hoops 2K6,0.11,2006,2K Sports,Sports,1,0,6.95,70,1,1,0,1,0,0,0,1
X360,Dynasty Warriors 5: Empires,0.1,2006,"KOEI Co., Ltd.","Action, Role-Playing (RPG), Strategy",1,0,14.95,61,1,2,0,0,0,0,0,1
Nintendo DS,Magical Starsign,0.1,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Role-Playing (RPG),0,0,9.95,69,2,1,0,0,1,0,0,0
Nintendo DS,Resident Evil: Deadly Silence,0.1,2006,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",Action,0,1,17.95,71,2,1,0,0,1,0,0,0
Nintendo DS,X-Men: The Official Game,0.1,2006,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,0,0,14.95,50,2,1,0,1,1,0,0,1
Sony PSP,NBA Ballers: Rebound,0.1,2006,"Midway Home Entertainment, Inc.","Action, Sports",1,0,14.95,69,2,1,0,1,1,0,0,0
Sony PSP,World Series of Poker: Tournament of Champions,0.1,2006,"Activision Publishing, Inc., Activision Value Publishing, Inc.",Sports,1,0,16.95,70,2,1,1,1,1,0,0,1
X360,Cabela's African Safari,0.1,2006,"Activision Value Publishing, Inc.",Sports,1,0,17.95,53,1,1,0,1,0,0,0,0
X360,Cabela's Alaskan Adventures,0.1,2006,"Activision Value Publishing, Inc.",Sports,1,0,17.95,48,1,1,0,1,0,0,0,0
PlayStation 3,Armored Core 4,0.09,2006,"FromSoftware, Inc., SEGA of America, Inc.",Action,1,0,19.95,65,0,2,1,0,0,0,0,1
X360,Eragon,0.09,2006,"Sierra Entertainment, Inc., Vivendi Games",Action,0,0,12.95,48,1,2,0,1,0,0,0,1
Nintendo DS,LostMagic,0.09,2006,"Taito Corporation, Ubisoft Entertainment SA, Ubisoft, Inc.","Action, Role-Playing (RPG)",0,0,14.95,68,2,1,1,0,1,0,0,0
Nintendo DS,Magnetica,0.09,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Action, Strategy",0,0,17.95,68,2,1,0,0,1,0,0,0
Sony PSP,Def Jam Fight for NY: The Takeover,0.09,2006,"Electronic Arts, Inc.",Action,1,0,17.95,79,2,1,0,1,1,0,0,0
Sony PSP,NASCAR 07,0.09,2006,"Electronic Arts, Inc.","Racing / Driving, Simulation",1,0,24.95,66,2,1,0,1,1,0,0,1
Nintendo Wii,The Ant Bully,0.09,2006,"Midway Home Entertainment, Inc.",Action,0,0,16.95,45,0,1,0,1,0,0,0,1
X360,Just Cause,0.09,2006,"Eidos GmbH, Eidos, Inc., Eidos Interactive Ltd.","Action, Racing / Driving",0,0,16.95,73,1,1,0,0,0,0,0,1
X360,Onechanbara: Bikini Samurai Squad,0.09,2006,"D3Publisher Inc., D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Action,0,0,19.95,39,1,1,0,0,0,0,0,0
X360,Phantasy Star Universe,0.09,2006,"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",Role-Playing (RPG),1,0,24.95,64,1,1,1,0,0,0,0,1
X360,Project Sylpheed: Arc of Deception,0.09,2006,"Microsoft Games Studios, Square Enix Co., Ltd., Square Enix, Inc.",Action,0,0,14.95,64,1,1,0,0,0,0,0,0
X360,Winning Eleven: Pro Evolution Soccer 2007,0.08,2006,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Sports,1,0,11.95,80,1,6,1,0,0,0,0,1
Nintendo Wii,Kororinpa: Marble Mania,0.08,2006,"Hudson Entertainment, Inc., Hudson Soft Company, Ltd., Nintendo of Europe GmbH","Action, Strategy",0,0,17.95,69,0,2,0,0,0,0,0,0
Nintendo DS,Charlotte's Web,0.08,2006,"SEGA of America, Inc.",Action,0,0,14.95,60,2,1,0,1,1,0,0,0
Nintendo DS,Digimon World DS,0.08,2006,"Bandai Co., Ltd., Namco Bandai Games America Inc.",Role-Playing (RPG),0,0,27.95,49,2,1,0,1,1,0,0,0
Nintendo DS,Justice League Heroes,0.08,2006,Warner Bros. Interactive Entertainment Inc.,Action,0,0,17.95,43,2,1,0,1,1,0,0,1
Sony PSP,Innocent Life: A Futuristic Harvest Moon,0.08,2006,"Marvelous Interactive, Inc., Natsume, Inc., Rising Star Games Ltd.","Role-Playing (RPG), Simulation, Strategy",1,0,17.95,67,2,1,0,0,1,0,0,0
Sony PSP,Power Stone Collection,0.08,2006,"Capcom Entertainment, Inc., CE Europe Ltd.",Action,0,1,14.95,74,2,1,1,0,1,0,0,0
Sony PSP,EA Replay,0.07,2006,"Electronic Arts, Inc.","Action, Role-Playing (RPG), Simulation, Sports, Strategy",0,1,14.95,56,2,4,1,0,1,0,0,0
Nintendo Wii,Open Season,0.07,2006,"Ubisoft, Inc.",Action,0,0,17.95,49,0,4,0,1,0,0,0,1
X360,Samurai Warriors 2,0.07,2006,"KOEI Corporation, KOEI Ltd.",Action,1,0,14.95,52,1,4,1,0,0,0,0,1
Nintendo Wii,Disney/Pixar Cars,0.07,2006,THQ Inc.,"Action, Racing / Driving",0,0,17.95,65,0,2,0,1,0,0,0,1
Nintendo Wii,Far Cry: Vengeance,0.07,2006,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,16.95,38,0,2,0,0,0,0,0,0
X360,Import Tuner Challenge,0.07,2006,"Ubisoft Entertainment SA, Ubisoft, Inc.",Racing / Driving,0,0,17.95,54,1,2,1,1,0,0,0,0
Nintendo DS,Contact,0.07,2006,"Atlus U.S.A., Inc., Marvelous Interactive, Inc., Rising Star Games Ltd.","Adventure, Role-Playing (RPG)",0,0,14.95,73,2,1,1,0,1,0,0,0
Nintendo DS,Finding Nemo: Escape to the Big Blue,0.07,2006,THQ Inc.,"Action, Racing / Driving",0,0,17.95,66,2,1,0,1,1,0,0,1
Nintendo DS,Touch Detective,0.07,2006,"505 GameStreet, Atlus U.S.A., Inc., Success Corp.",Adventure,0,0,14.95,60,2,1,0,0,1,0,0,0
Sony PSP,FIFA Street 2,0.07,2006,"Electronic Arts, Inc.",Sports,1,0,17.95,58,2,1,1,1,1,0,0,1
Sony PSP,007: From Russia with Love,0.07,2006,"Electronic Arts, Inc.","Action, Racing / Driving",1,0,17.95,61,2,1,0,0,1,0,0,0
Sony PSP,PaRappa the Rapper,0.07,2006,"Sony Computer Entertainment America, Inc., SCEE, Sony Computer Entertainment Europe Ltd., SCEI",Action,0,1,12.95,67,2,1,1,0,1,0,0,0
Sony PSP,Riviera: The Promised Land,0.07,2006,"505 Games S.R.L., Atlus U.S.A., Inc., Sting, Inc.",Role-Playing (RPG),0,0,17.95,68,2,1,0,0,1,0,0,0
Sony PSP,Samurai Warriors: State of War,0.07,2006,"KOEI Corporation, KOEI Ltd.",Action,0,0,17.95,64,2,1,1,0,1,0,0,0
Sony PSP,Viewtiful Joe: Red Hot Rumble,0.07,2006,"Capcom Entertainment, Inc., CE Europe Ltd.",Action,1,0,14.95,63,2,1,0,0,1,0,0,1
Nintendo Wii,Ice Age 2: The Meltdown,0.07,2006,"Sierra Entertainment, Inc.",Action,1,0,17.95,66,0,1,0,1,0,0,0,0
X360,Rumble Roses XX,0.06,2006,"Konami Digital Entertainment Co., Ltd., Konami Digital Entertainment, Inc.","Action, Sports",1,0,17.95,62,1,4,1,0,0,0,0,0
Nintendo DS,Bionicle Heroes,0.06,2006,"Eidos, Inc., Eidos Interactive Ltd., TT Games Publishing Ltd",Action,0,0,16.95,72,2,1,0,1,1,0,0,1
Nintendo DS,Deep Labyrinth,0.06,2006,"505 GameStreet, Atlus U.S.A., Inc., Interactive Brains",Role-Playing (RPG),0,0,10.95,57,2,1,0,0,1,0,0,0
Sony PSP,Blade Dancer: Lineage of Light,0.06,2006,"Ignition Entertainment Ltd., NIS America, Inc., SCEI",Role-Playing (RPG),0,0,16.95,60,2,1,1,0,1,0,0,0
Sony PSP,Every Extend Extra,0.06,2006,"Buena Vista Games, Inc.",Action,0,0,11.95,74,2,1,1,0,1,0,0,0
Sony PSP,Ultimate Ghosts 'N' Goblins,0.06,2006,"Capcom Entertainment, Inc., CE Europe Ltd.",Action,0,1,17.95,72,2,1,0,0,1,0,0,0
Sony PSP,Xiaolin Showdown,0.06,2006,"Konami Digital Entertainment, Inc.",Action,0,0,14.95,44,2,1,0,1,1,0,0,1
X360,Bionicle Heroes,0.06,2006,"Eidos, Inc., Eidos Interactive Ltd.",Action,0,0,14.95,59,1,1,0,1,0,0,0,1
X360,Bullet Witch,0.06,2006,"AQ Interactive, Inc., Atari Europe S.A.S.U., Atari, Inc.",Action,0,0,16.95,55,1,1,0,0,0,0,0,0
Sony PSP,Activision Hits Remixed,0.05,2006,"Activision Deutschland GmbH, Activision Publishing, Inc.","Action, Racing / Driving, Simulation, Sports, Strategy",0,1,17.95,75,2,4,1,0,1,0,0,0
Sony PSP,Death Jr. II: Root of Evil,0.05,2006,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Action,1,0,14.95,68,2,2,1,0,1,0,0,1
Nintendo DS,Alex Rider: Stormbreaker,0.05,2006,THQ Inc.,"Action, Adventure",0,0,12.95,48,2,1,0,1,1,0,0,1
Nintendo DS,Cartoon Network Racing,0.05,2006,The Game Factory ApS,Racing / Driving,0,0,14.95,55,2,1,0,1,1,0,0,0
Nintendo DS,Guilty Gear: Dust Strikers,0.05,2006,Majesco Entertainment Company,Action,1,0,14.95,60,2,1,0,0,1,0,0,0
Nintendo DS,Gunpey DS,0.05,2006,Namco Bandai Games America Inc.,Strategy,0,0,12.95,70,2,1,0,0,1,0,0,0
Nintendo DS,March of the Penguins,0.05,2006,"Destination Software, Inc., ZOO Digital Publishing Ltd","Action, Educational, Strategy",0,0,7.95,34,2,1,0,1,1,0,0,1
Nintendo DS,Lara Croft Tomb Raider: Legend,0.05,2006,"Eidos, Inc., Eidos Interactive Ltd.","Action, Racing / Driving",1,0,17.95,58,2,1,0,0,1,0,0,1
Nintendo DS,Worms: Open Warfare,0.05,2006,THQ Inc.,"Action, Strategy",1,0,17.95,64,2,1,0,0,1,0,0,1
Sony PSP,Mercury Meltdown,0.05,2006,"Ignition Entertainment Ltd., Ignition Entertainment Ltd. USA, SCEI",Strategy,0,0,12.95,78,2,1,1,0,1,0,0,1
Sony PSP,MTX Mototrax,0.05,2006,"Activision Publishing, Inc.","Racing / Driving, Sports",0,0,19.95,67,2,1,1,1,1,0,0,1
Sony PSP,Snoopy vs. the Red Baron,0.05,2006,Namco Bandai Games America Inc.,Action,0,0,17.95,76,2,1,0,1,1,0,0,1
Sony PSP,Super Monkey Ball Adventure,0.05,2006,SEGA Europe Ltd.,"Action, Racing / Driving",1,0,24.95,56,2,1,1,0,1,0,0,1
Sony PSP,Ys VI: The Ark of Napishtim,0.05,2006,Konami Corporation,"Action, Role-Playing (RPG)",1,0,16.95,64,2,1,0,0,1,0,0,0
Nintendo Wii,World Series of Poker: Tournament of Champions,0.05,2006,"Activision Value Publishing, Inc.",Sports,0,0,24.95,46,0,1,0,1,0,0,0,0
Nintendo DS,Bomberman Land Touch!,0.04,2006,"Atlus U.S.A., Inc., Hudson Soft Company, Ltd., Rising Star Games Ltd.",Action,1,0,24.95,78,2,1,1,0,1,0,0,0
Nintendo DS,Lionel Trains on Track,0.04,2006,"Destination Software, Inc., ZOO Digital Publishing Ltd","Simulation, Strategy",0,0,13.95,47,2,1,0,1,1,0,0,0
Nintendo DS,Point Blank DS,0.04,2006,"Atari Europe S.A.S.U., Namco Bandai Games America Inc.",Action,0,1,17.95,66,2,1,0,0,1,0,0,0
Nintendo DS,Scurge: Hive,0.04,2006,"SouthPeak Interactive, LLC",Action,0,0,8.95,70,2,1,0,0,1,0,0,1
Nintendo DS,Star Trek: Tactical Assault,0.04,2006,"Bethesda Softworks LLC, Ubisoft Entertainment SA","Action, Strategy",0,0,17.95,63,2,1,0,1,1,0,0,1
Nintendo DS,Tao's Adventure: Curse of the Demon Seal,0.04,2006,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Role-Playing (RPG),0,0,14.95,50,2,1,0,0,1,0,0,0
Sony PSP,Ford Bold Moves Street Racing,0.04,2006,"Eidos, Inc., Xplosiv",Racing / Driving,1,0,17.95,52,2,1,1,1,1,0,0,0
Sony PSP,Gitaroo Man Lives!,0.04,2006,"KOEI Co., Ltd., KOEI Corporation",Simulation,1,0,22.95,80,2,1,1,0,1,0,0,0
Sony PSP,Gradius Collection,0.04,2006,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Action,0,1,17.95,76,2,1,0,0,1,0,0,0
Sony PSP,The Legend of Heroes II: Prophecy of the Moonli...,0.04,2006,Namco Bandai Games America Inc.,Role-Playing (RPG),1,0,17.95,63,2,1,0,0,1,0,0,0
Sony PSP,Pac-Man World Rally,0.04,2006,Namco Bandai Games America Inc.,"Action, Racing / Driving",0,0,17.95,51,2,1,0,0,1,0,0,1
X360,Bomberman: Act Zero,0.04,2006,"Hudson Soft Company, Ltd., Konami Corporation, Konami Digital Entertainment GmbH",Action,1,0,12.95,34,1,1,0,0,0,0,0,0
Sony PSP,Taito Legends: Power-Up,0.03,2006,Xplosiv,Action,0,1,16.95,61,2,2,1,0,1,0,0,0
Nintendo Wii,Wing Island,0.03,2006,"Hudson Soft Company, Ltd., Konami Digital Entertainment, Inc.",Simulation,0,0,19.95,47,0,2,0,0,0,0,0,0
X360,Earth Defense Force 2017,0.03,2006,"D3Publisher Inc., D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Action,0,0,17.95,69,1,2,0,0,0,0,0,0
X360,WarTech: Senko no Ronde,0.03,2006,"G.rev Ltd., Ubisoft, Inc.",Action,0,0,12.95,60,1,2,1,0,0,0,0,0
Nintendo DS,MechAssault: Phantom War,0.03,2006,Majesco Entertainment Company,Action,1,0,12.95,66,2,1,0,1,1,0,0,0
Sony PSP,Astonishia Story,0.03,2006,Ubisoft Entertainment SA,"Role-Playing (RPG), Strategy",0,0,16.95,48,2,1,0,0,1,0,0,0
Sony PSP,B-Boy,0.03,2006,Sony Computer Entertainment Europe Ltd.,Action,0,0,17.95,50,2,1,0,0,1,0,0,1
Sony PSP,BattleZone,0.03,2006,"Atari Europe S.A.S.U., Atari, Inc.",Action,0,0,14.95,57,2,1,1,0,1,0,0,0
Sony PSP,Bounty Hounds,0.03,2006,"Namco Bandai Games America Inc., Namco Bandai Games Inc.","Action, Strategy",0,0,17.95,63,2,1,1,0,1,0,0,0
Sony PSP,Bubble Bobble Evolution,0.03,2006,"Codemasters, Rising Star Games Ltd.",Action,0,1,12.95,47,2,1,0,0,1,0,0,0
Sony PSP,MotoGP,0.03,2006,Sony Computer Entertainment Europe Ltd.,"Racing / Driving, Sports",0,0,32.95,69,2,1,0,1,1,0,0,1
Sony PSP,OutRun 2006: Coast 2 Coast,0.03,2006,"SEGA Europe Ltd., SEGA of America, Inc.",Racing / Driving,1,0,17.95,82,2,1,1,1,1,0,0,1
Sony PSP,Stacked with Daniel Negreanu,0.03,2006,"Myelin Media, LLC",Strategy,0,0,16.95,63,2,1,0,0,1,0,0,1
Sony PSP,Street Supremacy,0.03,2006,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Racing / Driving,0,0,7.95,41,2,1,0,1,1,0,0,0
Sony PSP,Warhammer: Battle for Atluma,0.03,2006,Namco Bandai Games America Inc.,Strategy,0,0,17.95,55,2,1,1,1,1,0,0,0
Sony PSP,Online Chess Kingdoms,0.02,2006,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Strategy,0,0,12.95,60,2,2,1,0,1,0,0,0
Nintendo DS,Freedom Wings,0.02,2006,"Natsume, Inc.","Action, Simulation",0,0,14.95,46,2,1,0,0,1,0,0,0
Nintendo DS,Konductra,0.02,2006,O~3 Entertainment,Strategy,0,0,19.95,60,2,1,0,0,1,0,0,0
Nintendo DS,SBK: Snowboard Kids,0.02,2006,"Atlus U.S.A., Inc.","Action, Sports",0,0,19.95,63,2,1,0,0,1,0,0,0
Nintendo DS,Tenchu: Dark Secret,0.02,2006,"FromSoftware, Inc., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,14.95,37,2,1,0,0,1,0,0,0
Sony PSP,Dungeon Maker: Hunting Ground,0.02,2006,"Taito Corporation, XSEED Games","Action, Role-Playing (RPG)",0,0,14.95,70,2,1,0,0,1,0,0,0
Sony PSP,Metal Gear Solid: Digital Graphic Novel,0.02,2006,"Konami Digital Entertainment, Inc.",Adventure,0,0,17.95,78,2,1,0,0,1,0,0,0
Sony PSP,Payout Poker & Casino,0.02,2006,Namco Bandai Games America Inc.,Sports,0,0,17.95,54,2,1,0,0,1,0,0,0
Sony PSP,Rengoku 2: Stairway to H.E.A.V.E.N.,0.02,2006,"Konami Digital Entertainment, Inc.",Action,1,0,9.95,51,2,1,0,0,1,0,0,0
Sony PSP,Star Trek: Tactical Assault,0.02,2006,"Bethesda Softworks LLC, Ubisoft Entertainment SA","Action, Strategy",0,0,17.95,64,2,1,1,1,1,0,0,1
Sony PSP,Micro Machines V4,0.01,2006,"Codemasters GmbH, Codemasters Software Company Limited, The","Action, Racing / Driving",1,0,17.95,61,2,2,1,1,1,0,0,1
Sony PSP,Platypus,0.01,2006,"MumboJumbo, LLC",Action,0,0,14.95,59,2,2,1,0,1,0,0,0
Nintendo DS,Custom Robo Arena,0.01,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Action, Role-Playing (RPG)",1,0,17.95,74,2,1,1,0,1,0,0,0
Nintendo DS,Monster Bomber,0.01,2006,Majesco Entertainment Company,"Action, Strategy",0,0,13.95,55,2,1,0,0,1,0,0,0
Sony PSP,Gurumin: A Monstrous Adventure,0.01,2006,"Mastiff, LLC, Nihon Falcom Corp.",Action,0,0,13.95,78,2,1,0,0,1,0,0,0
Sony PSP,Pocket Racers,0.01,2006,Konami Digital Entertainment GmbH,"Action, Racing / Driving",0,0,12.95,39,2,1,0,0,1,0,0,0
Sony PSP,Spider-Man 3,0.01,2006,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,6.95,58,2,1,0,1,1,0,0,0
Nintendo Wii,Wii Fit,9.6,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Educational, Sports",0,0,24.95,80,1,1,0,0,0,0,0,0
X360,Halo 3,8.03,2007,Microsoft Games Studios,Action,1,0,24.95,94,2,4,1,0,0,0,0,0
X360,Call of Duty 4: Modern Warfare,5.77,2007,"Activision Publishing, Inc.",Action,1,0,29.95,94,2,4,1,0,0,0,0,1
Nintendo Wii,Super Mario Galaxy,4.94,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,39.95,97,1,2,0,0,0,0,0,0
Nintendo DS,Mario Party DS,4.34,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Action, Strategy",1,0,27.95,72,3,1,0,0,1,0,0,0
Nintendo Wii,Mario Party 8,3.84,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Action, Strategy",1,0,39.95,62,1,4,0,0,0,0,0,0
X360,Guitar Hero III: Legends of Rock,3.28,2007,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,12.95,85,2,2,1,0,0,0,0,1
Nintendo Wii,Link's Crossbow Training,3.2,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",Action,0,0,14.95,68,1,1,0,0,0,0,0,0
Nintendo Wii,Guitar Hero III: Legends of Rock,3.19,2007,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,49.95,86,1,2,1,0,0,0,0,1
X360,Assassin's Creed,3.17,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,0,0,16.95,81,2,1,0,0,0,0,0,1
Nintendo Wii,LEGO Star Wars: The Complete Saga,3.03,2007,LucasArts,Action,1,0,17.95,80,1,2,0,1,0,0,0,1
PlayStation 3,Call of Duty 4: Modern Warfare,2.91,2007,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,1,0,24.95,94,1,4,1,0,0,0,0,1
Nintendo Wii,Mario & Sonic at the Olympic Games,2.74,2007,"Nintendo Co., Ltd., SEGA Europe Ltd., SEGA of America, Inc.","Action, Sports",0,0,29.95,67,1,4,0,1,0,0,0,1
Nintendo DS,LEGO Star Wars: The Complete Saga,2.66,2007,"ak tronic Software & Services GmbH, LucasArts","Action, Racing / Driving",1,0,17.95,80,3,1,0,1,1,0,0,1
X360,Forza Motorsport 2,2.48,2007,Microsoft Games Studios,Racing / Driving,1,0,12.95,90,2,2,1,1,0,0,0,0
X360,Madden NFL 08,2.32,2007,"Electronic Arts, Inc.",Sports,1,0,9.95,85,2,4,1,1,0,0,0,1
X360,Guitar Hero II,2.04,2007,"Activision Publishing, Inc., Activision (UK) Limited, RedOctane, Inc.","Action, Simulation",1,0,17.95,92,2,2,0,0,0,0,0,1
X360,Rock Band,2.02,2007,MTV Games,"Action, Simulation",0,0,14.95,92,2,4,1,0,0,0,0,1
Nintendo DS,The Legend of Zelda: Phantom Hourglass,1.92,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,24.95,90,3,1,1,0,1,0,0,0
Nintendo DS,Pok‚mon Mystery Dungeon: Explorers of Darkness,1.91,2007,"Nintendo of America Inc., Pok‚mon Company, The",Role-Playing (RPG),1,0,15.95,59,3,1,0,0,1,0,0,0
Nintendo DS,Pok‚mon Mystery Dungeon: Explorers of Time,1.91,2007,"Nintendo of America Inc., Pok‚mon Company, The",Role-Playing (RPG),1,0,24.95,59,3,1,1,0,1,0,0,0
PlayStation 3,Assassin's Creed,1.77,2007,"Ubisoft, Inc.",Action,0,0,17.95,81,1,1,0,0,0,0,0,1
