Title,Genre,Console,USSales,YearReleased,Sequel,ReRelease,Usedprice,Review Score,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform
Fight Night Round 4,Sports,PlayStation 3,0.91,2009,1,0,24.95,88,3,2,1,0,0,0,0,1
Tekken 6,Action,PlayStation 3,0.91,2009,1,0,32.95,79,3,2,0,0,0,0,0,1
Ratchet & Clank: A Crack in Time (Collector's E...,"Action, Adventure",PlayStation 3,0.87,2009,1,0,32.95,87,3,2,0,0,0,0,0,0
NBA 2K10,"Simulation, Sports",X360,0.86,2009,1,0,29.95,82,4,4,1,1,0,0,0,1
Dragon Age: Origins,Role-Playing (RPG),PlayStation 3,0.85,2009,0,0,37.95,87,3,1,0,0,0,0,0,0
skate 2,Sports,X360,0.84,2009,1,0,17.95,84,4,4,1,0,0,0,0,1
Borderlands,"Action, Role-Playing (RPG)",PlayStation 3,0.83,2009,0,0,34.95,83,3,2,1,0,0,0,0,1
Prototype,Action,X360,0.82,2009,0,0,24.95,78,4,1,0,0,0,0,0,1
Toy Story Mania!,Action,Nintendo Wii,0.78,2009,0,0,29.95,49,3,1,0,1,0,0,0,0
NBA 2K10,"Simulation, Sports",PlayStation 3,0.77,2009,1,0,32.95,83,3,1,0,1,0,0,0,1
Demon's Souls,"Action, Role-Playing (RPG)",PlayStation 3,0.72,2009,0,0,32.95,90,3,1,1,0,0,0,0,0
Professor Layton and the Diabolical Box,"Adventure, Educational, Strategy",Nintendo DS,0.7,2009,1,0,17.95,84,5,1,0,0,1,0,0,0
LEGO Indiana Jones 2: The Adventure Continues ,"Action, Adventure",Nintendo Wii,0.69,2009,1,0,17.95,72,3,2,0,1,0,0,0,1
Need for Speed: SHIFT,"Racing / Driving, Simulation",PlayStation 3,0.68,2009,1,0,29.95,84,3,1,1,1,0,0,0,1
MLB 09: The Show,Sports,PlayStation 3,0.66,2009,1,0,19.95,90,3,1,0,1,0,0,0,1
Marvel Ultimate Alliance 2,"Action, Role-Playing (RPG)",X360,0.65,2009,1,0,24.95,73,4,4,1,1,0,0,0,1
Prototype,Action,PlayStation 3,0.65,2009,0,0,24.95,79,3,1,0,0,0,0,0,1
Need for Speed: SHIFT,"Racing / Driving, Simulation",X360,0.64,2009,1,0,29.95,83,4,1,1,1,0,0,0,1
Scooby-Doo! First Frights,Action,Nintendo Wii,0.61,2009,0,0,17.95,56,3,1,0,1,0,0,0,0
FIFA Soccer 10,Sports,X360,0.6,2009,1,0,44.95,90,4,4,1,1,0,0,0,1
FIFA Soccer 10,Sports,PlayStation 3,0.59,2009,1,0,49.95,91,3,7,1,1,0,0,0,1
Grand Theft Auto: Chinatown Wars ,"Action, Racing / Driving",Nintendo DS,0.58,2009,1,0,17.95,93,5,1,0,0,1,0,0,1
Guitar Hero 5,"Action, Simulation",X360,0.57,2009,1,0,22.95,85,4,4,1,0,0,0,0,1
BrÅtal Legend,"Action, Strategy",X360,0.57,2009,0,0,17.95,82,4,1,1,0,0,0,0,1
WWE SmackDown vs. Raw 2010,Sports,X360,0.56,2009,1,0,29.95,80,4,4,1,0,0,0,0,1
PokÇmon Mystery Dungeon: Explorers of Sky,Role-Playing (RPG),Nintendo DS,0.56,2009,1,0,24.95,52,5,1,0,0,1,0,0,0
Tekken 6,Action,X360,0.55,2009,1,0,29.95,80,4,2,1,0,0,0,0,1
Disney/Pixar Cars: Race-O-Rama,Racing / Driving,Nintendo Wii,0.54,2009,1,0,26.95,58,3,1,0,1,0,0,0,1
Sonic's Ultimate Genesis Collection,"Action, Adventure, Role-Playing (RPG)",X360,0.53,2009,0,1,17.95,79,4,2,0,0,0,0,0,1
Band Hero,"Action, Simulation",Nintendo Wii,0.53,2009,1,0,29.95,79,3,1,0,0,0,0,0,1
Ghostbusters: The Video Game,Action,Nintendo Wii,0.52,2009,0,0,17.95,76,3,1,0,1,0,0,0,0
NHL 10 ,Sports,X360,0.52,2009,1,0,44.95,88,4,1,0,0,0,0,0,1
Guitar Hero: Metallica,"Action, Simulation",X360,0.5,2009,1,0,29.95,84,4,4,1,0,0,0,0,1
Marvel Ultimate Alliance 2,"Action, Role-Playing (RPG)",PlayStation 3,0.49,2009,1,0,24.95,74,3,4,1,1,0,0,0,1
LittleBigPlanet,Action,Sony PSP,0.49,2009,1,0,32.95,87,5,1,0,0,1,0,0,0
WWE SmackDown vs. Raw 2010,Sports,PlayStation 3,0.48,2009,1,0,32.95,81,3,6,0,0,0,0,0,1
Monster Hunter Tri,"Action, Role-Playing (RPG)",Nintendo Wii,0.48,2009,1,0,34.95,84,3,1,0,0,0,0,0,0
DJ Hero,Simulation,X360,0.47,2009,0,0,39.95,84,4,1,1,0,0,1,0,1
skate 2,Sports,PlayStation 3,0.46,2009,1,0,17.95,84,3,4,1,0,0,0,0,1
BrÅtal Legend,"Action, Strategy",PlayStation 3,0.46,2009,0,0,17.95,83,3,1,1,0,0,0,0,1
Bayonetta,Action,X360,0.46,2009,0,0,39.95,90,4,1,0,0,0,0,0,1
The Godfather II,"Action, Strategy",X360,0.46,2009,1,0,16.95,65,4,1,1,1,0,0,0,1
Guitar Hero 5,"Action, Simulation",PlayStation 3,0.45,2009,1,0,29.95,86,3,4,1,0,0,0,0,1
Monster Hunter Freedom Unite,"Action, Role-Playing (RPG)",Sony PSP,0.45,2009,1,0,24.95,81,5,1,0,0,1,0,0,0
WWE SmackDown vs. Raw 2010,Sports,Nintendo Wii,0.45,2009,1,0,24.95,78,3,1,0,0,0,0,0,1
Red Faction: Guerrilla,"Action, Racing / Driving",X360,0.45,2009,1,0,16.95,85,4,1,1,0,0,0,0,1
The House of the Dead: Overkill,Action,Nintendo Wii,0.44,2009,1,0,17.95,78,3,4,0,0,0,0,0,0
MX vs ATV Reflex,Racing / Driving,X360,0.44,2009,1,0,27.95,75,4,2,1,0,0,0,0,0
Metroid Prime Trilogy,Action,Nintendo Wii,0.43,2009,0,1,39.95,91,3,4,0,0,0,0,0,0
Ghostbusters: The Video Game,Action,X360,0.43,2009,0,0,17.95,79,4,1,1,1,0,0,0,1
LEGO Indiana Jones 2: The Adventure Continues ,"Action, Adventure",X360,0.42,2009,1,0,17.95,71,4,2,0,1,0,0,0,1
Drawn to Life: The Next Chapter,Action,Nintendo DS,0.42,2009,1,0,17.95,72,5,1,0,0,1,0,0,0
The Godfather II,"Action, Strategy",PlayStation 3,0.42,2009,1,0,17.95,67,3,1,0,1,0,0,0,1
MX vs ATV Reflex,Racing / Driving,PlayStation 3,0.42,2009,1,0,32.95,74,3,1,0,0,0,0,0,0
Gran Turismo,"Racing / Driving, Simulation",Sony PSP,0.41,2009,1,0,17.95,74,5,1,0,0,1,0,0,0
NHL 10,Sports,PlayStation 3,0.4,2009,1,0,44.95,88,3,7,1,1,0,0,0,1
Guitar Hero: Metallica,"Action, Simulation",Nintendo Wii,0.4,2009,1,0,24.95,85,3,1,0,0,0,0,0,1
X-Men Origins: Wolverine (Uncaged Edition),Action,X360,0.4,2009,1,0,22.95,75,4,1,0,1,0,0,0,1
MadWorld,Action,Nintendo Wii,0.39,2009,0,0,12.95,81,3,2,0,0,0,0,0,0
The Lord of the Rings: Conquest,Action,PlayStation 3,0.38,2009,1,0,17.95,54,3,1,0,1,0,0,0,1
DJ Hero,Simulation,Nintendo Wii,0.38,2009,0,0,49.95,87,3,1,0,0,0,1,0,1
LEGO Rock Band,"Action, Simulation",Nintendo Wii,0.37,2009,1,0,26.95,70,3,4,0,1,0,0,0,1
Star Wars: The Clone Wars - Republic Heroes,"Action, Adventure",Nintendo Wii,0.37,2009,1,0,16.95,48,3,2,0,1,0,0,0,1
Assassin's Creed: Bloodlines,Action,Sony PSP,0.37,2009,1,0,22.95,63,5,1,0,0,1,0,0,0
Bayonetta,Action,PlayStation 3,0.37,2009,0,0,39.95,87,3,1,0,0,0,0,0,1
The Lord of the Rings: Conquest,Action,X360,0.36,2009,1,0,17.95,55,4,4,1,1,0,0,0,1
BlazBlue: Calamity Trigger ,Action,PlayStation 3,0.36,2009,0,0,23.95,87,3,2,1,0,0,0,0,0
LEGO Indiana Jones 2: The Adventure Continues ,"Action, Adventure",PlayStation 3,0.36,2009,1,0,17.95,70,3,2,0,1,0,0,0,0
Resident Evil: The Darkside Chronicles,Action,Nintendo Wii,0.36,2009,1,0,29.95,75,3,2,0,0,0,0,0,0
Boom Blox Bash Party,"Action, Strategy",Nintendo Wii,0.34,2009,1,0,24.95,86,3,4,0,0,0,0,0,0
Indiana Jones and the Staff of Kings,Action,Nintendo Wii,0.33,2009,0,0,17.95,55,3,4,0,1,0,0,0,1
DJ Hero,Simulation,PlayStation 3,0.33,2009,0,0,44.95,86,3,2,0,0,0,1,0,1
Call of Juarez: Bound in Blood,Action,PlayStation 3,0.33,2009,1,0,17.95,78,3,1,1,0,0,0,0,1
NHL 2K10,Sports,Nintendo Wii,0.33,2009,1,0,29.95,79,3,1,0,1,0,0,0,1
We Ski & Snowboard,"Action, Sports",Nintendo Wii,0.33,2009,1,0,24.95,66,3,1,0,0,0,0,0,0
F.E.A.R. 2: Project Origin,Action,X360,0.33,2009,1,0,16.95,77,4,1,1,0,0,0,0,1
LEGO Rock Band,"Action, Simulation",X360,0.32,2009,1,0,24.95,71,4,4,0,1,0,0,0,1
Ghostbusters: The Video Game,Action,PlayStation 3,0.32,2009,0,0,17.95,78,3,1,1,1,0,0,0,1
DiRT 2,"Racing / Driving, Simulation, Sports",X360,0.32,2009,1,0,32.95,87,4,1,1,1,0,0,0,1
X-Men Origins: Wolverine (Uncaged Edition),Action,PlayStation 3,0.31,2009,0,0,29.95,73,3,1,0,1,0,0,0,0
Red Faction: Guerrilla,"Action, Racing / Driving",PlayStation 3,0.3,2009,1,0,17.95,85,3,1,1,0,0,0,0,1
Pro Evolution Soccer 2010,Sports,PlayStation 3,0.29,2009,1,0,27.95,78,3,7,1,0,0,0,0,0
James Cameron's Avatar: The Game,"Action, Adventure, Strategy",PlayStation 3,0.29,2009,0,0,24.95,60,3,1,1,1,0,0,0,1
Call of Juarez: Bound in Blood,Action,X360,0.29,2009,1,0,17.95,77,4,1,1,0,0,0,0,1
Transformers: Revenge of the Fallen,Action,X360,0.29,2009,1,0,19.95,61,4,1,1,1,0,0,0,1
Guitar Hero Smash Hits,"Action, Simulation",Nintendo Wii,0.28,2009,1,0,24.95,74,3,4,1,0,0,0,0,1
Band Hero,"Action, Simulation",X360,0.28,2009,1,0,27.95,76,4,4,1,0,0,0,0,1
Dead Space: Extraction,Action,Nintendo Wii,0.28,2009,1,0,24.95,82,3,2,0,0,0,0,0,0
IL-2 Sturmovik: Birds of Prey,"Action, Simulation",PlayStation 3,0.28,2009,1,0,24.95,81,3,1,1,0,0,0,0,1
White Knight Chronicles (EX Edition),Role-Playing (RPG),PlayStation 3,0.28,2009,0,0,39.95,64,3,1,0,0,0,0,0,0
The Conduit,Action,Nintendo Wii,0.28,2009,0,0,22.95,69,3,1,0,0,0,0,0,0
Harry Potter and the Half-Blood Prince,Action,Nintendo Wii,0.28,2009,1,0,24.95,60,3,1,0,1,0,0,0,1
Spore Hero,"Action, Role-Playing (RPG), Simulation",Nintendo Wii,0.28,2009,1,0,19.95,61,3,1,0,0,0,0,0,0
Guitar Hero: Metallica,"Action, Simulation",PlayStation 3,0.27,2009,1,0,29.95,86,3,4,1,0,0,0,0,1
DiRT 2,"Racing / Driving, Simulation, Sports",PlayStation 3,0.27,2009,1,0,34.95,87,3,1,1,1,0,0,0,1
Sacred 2: Fallen Angel,"Action, Role-Playing (RPG)",X360,0.26,2009,1,0,27.95,71,4,2,1,0,0,0,0,1
Grand Theft Auto: Chinatown Wars ,"Action, Racing / Driving",Sony PSP,0.25,2009,1,0,24.95,90,5,1,1,0,1,0,0,1
Resistance: Retribution,Action,Sony PSP,0.25,2009,1,0,17.95,81,5,1,1,0,1,0,0,0
Major League Baseball 2K9,Sports,Nintendo Wii,0.25,2009,1,0,19.95,61,3,1,0,1,0,0,0,1
Marvel Ultimate Alliance 2,"Action, Role-Playing (RPG)",Nintendo Wii,0.24,2009,1,0,27.95,50,3,4,0,1,0,0,0,1
MLB 09: The Show,Sports,Sony PSP,0.24,2009,1,0,17.95,78,5,1,0,1,1,0,0,0
Band Hero,"Action, Simulation",PlayStation 3,0.24,2009,1,0,32.95,76,3,1,0,0,0,0,0,1
The Saboteur,"Action, Racing / Driving",X360,0.24,2009,0,0,17.95,73,4,1,0,0,0,0,0,1
Wheelman,"Action, Racing / Driving",X360,0.24,2009,0,0,19.95,64,4,1,0,0,0,0,0,1
Bookworm Deluxe,Strategy,Nintendo DS,0.23,2009,0,0,17.95,73,5,1,0,0,1,0,0,0
Operation Flashpoint: Dragon Rising,"Action, Simulation, Strategy",PlayStation 3,0.23,2009,1,0,29.95,76,3,1,0,0,0,0,0,0
Wolfenstein,Action,X360,0.23,2009,0,1,22.95,72,4,1,1,0,0,0,0,1
Final Fantasy: Crystal Chronicles - Ring of Fates,"Action, Role-Playing (RPG)",Nintendo DS,0.22,2009,1,0,19.95,77,5,1,0,0,1,0,0,0
Monsters vs. Aliens,"Action, Adventure",Nintendo DS,0.22,2009,0,0,17.95,47,5,1,0,1,1,0,0,1
WET,Action,PlayStation 3,0.22,2009,0,0,24.95,70,3,1,0,0,0,0,0,1
Ben 10 Alien Force: Vilgax Attacks,"Action, Adventure",Nintendo Wii,0.22,2009,1,0,24.95,70,3,1,0,1,0,0,0,1
WET,Action,X360,0.22,2009,0,0,27.95,69,4,1,0,0,0,0,0,1
Tom Clancy's H.A.W.X,Action,PlayStation 3,0.21,2009,0,0,24.95,74,3,1,1,1,0,0,0,0
Silent Hill: Shattered Memories,Adventure,Nintendo Wii,0.21,2009,1,0,39.95,79,3,1,0,0,0,0,0,1
Transformers: Revenge of the Fallen,"Action, Adventure",Nintendo Wii,0.21,2009,1,0,19.95,53,3,1,0,1,0,0,0,1
Up,Action,Nintendo Wii,0.2,2009,0,0,16.95,62,3,4,0,1,0,0,0,1
Sacred 2: Fallen Angel,"Action, Role-Playing (RPG)",PlayStation 3,0.2,2009,1,0,24.95,70,3,2,1,0,0,0,0,1
BlazBlue: Calamity Trigger (Limited Edition),Action,X360,0.2,2009,0,0,32.95,86,4,2,1,0,0,0,0,1
Harry Potter and the Half-Blood Prince,Action,Nintendo DS,0.2,2009,1,0,17.95,48,5,1,0,1,1,0,0,0
Picross 3D,Strategy,Nintendo DS,0.2,2009,1,0,16.95,83,5,1,0,0,1,0,0,0
Guitar Hero Smash Hits,"Action, Simulation",X360,0.19,2009,1,0,19.95,71,4,4,1,0,0,0,0,1
Pinball Hall of Fame: The Williams Collection,Simulation,PlayStation 3,0.19,2009,0,0,17.95,82,3,1,0,1,0,0,0,0
Transformers: Revenge of the Fallen,Action,PlayStation 3,0.19,2009,1,0,19.95,63,3,1,1,1,0,0,0,1
Wolfenstein,Action,PlayStation 3,0.19,2009,0,1,24.95,71,3,1,1,0,0,0,0,1
Shaun White Snowboarding: World Stage,Sports,Nintendo Wii,0.19,2009,1,0,19.95,72,3,1,0,1,0,0,0,0
Ghostbusters: The Video Game,"Action, Strategy",Nintendo DS,0.18,2009,0,0,17.95,55,5,1,0,0,1,0,0,1
F.E.A.R. 2: Project Origin,Action,PlayStation 3,0.18,2009,1,0,17.95,79,3,1,1,0,0,0,0,1
Final Fantasy: Crystal Chronicles - The Crystal...,"Action, Role-Playing (RPG)",Nintendo Wii,0.18,2009,1,0,29.95,66,3,1,0,0,0,0,0,0
Ace Attorney Investigations: Miles Edgeworth,"Adventure, Simulation",Nintendo DS,0.17,2009,1,0,24.95,78,5,1,0,0,1,0,0,0
Mini Ninjas,Action,Nintendo Wii,0.17,2009,0,0,17.95,79,3,1,0,0,0,0,0,1
IL-2 Sturmovik: Birds of Prey,"Action, Simulation",X360,0.17,2009,1,0,24.95,80,4,1,1,0,0,0,0,1
Wanted: Weapons of Fate,Action,X360,0.17,2009,0,0,12.95,62,4,1,0,1,0,0,0,1
Guitar Hero Smash Hits,"Action, Simulation",PlayStation 3,0.16,2009,1,0,22.95,73,3,4,1,0,0,0,0,1
LEGO Rock Band,"Action, Simulation",PlayStation 3,0.16,2009,1,0,22.95,75,3,4,0,1,0,0,0,1
Katamari Forever,Action,PlayStation 3,0.16,2009,1,0,39.95,74,3,2,0,0,0,0,0,0
G.I. Joe: The Rise of Cobra,Action,Nintendo Wii,0.16,2009,0,0,17.95,51,3,2,0,1,0,0,0,1
Phantasy Star Portable,"Action, Role-Playing (RPG)",Sony PSP,0.16,2009,0,1,27.95,64,5,1,0,0,1,0,0,0
Major League Baseball 2K9,Sports,PlayStation 3,0.16,2009,1,0,14.95,61,3,1,0,1,0,0,0,1
A Boy and his Blob,Action,Nintendo Wii,0.16,2009,0,1,24.95,80,3,1,0,0,0,0,0,0
Night at the Museum: Battle of the Smithsonian,"Action, Adventure",Nintendo Wii,0.16,2009,0,0,22.95,54,3,1,0,1,0,0,0,1
Battlestations: Pacific,Action,X360,0.16,2009,1,0,24.95,76,4,1,1,0,0,0,0,0
Up,Action,X360,0.15,2009,0,0,19.95,61,4,4,0,1,0,0,0,1
Overlord II,"Action, Strategy",X360,0.15,2009,1,0,19.95,75,4,2,1,0,0,0,0,1
Star Wars: The Clone Wars - Republic Heroes,"Action, Adventure",X360,0.15,2009,0,0,16.95,43,4,2,0,1,0,0,0,1
Jak & Daxter: The Lost Frontier,"Action, Adventure",Sony PSP,0.15,2009,1,0,17.95,71,5,1,0,0,1,0,0,1
Afro Samurai,Action,X360,0.15,2009,0,0,16.95,65,4,1,0,1,0,0,0,1
The Chronicles of Riddick: Assault on Dark Athena,Action,X360,0.15,2009,1,0,16.95,82,4,1,1,1,0,0,0,0
Divinity II: Ego Draconis,"Action, Role-Playing (RPG)",X360,0.15,2009,1,0,34.95,62,4,1,0,0,0,0,0,0
Harry Potter and the Half-Blood Prince,Action,X360,0.15,2009,1,0,19.95,64,4,1,0,1,0,0,0,1
Section 8,Action,X360,0.15,2009,0,0,19.95,69,4,1,1,0,0,0,0,0
Tropico 3,Strategy,X360,0.15,2009,1,0,34.95,75,4,1,0,0,0,0,0,0
Star Wars: The Clone Wars - Republic Heroes,"Action, Adventure",PlayStation 3,0.14,2009,1,0,16.95,43,3,2,0,1,0,0,0,1
G.I. Joe: The Rise of Cobra,Action,X360,0.14,2009,0,0,17.95,42,4,2,0,1,0,0,0,1
Marvel Ultimate Alliance 2,"Action, Role-Playing (RPG)",Nintendo DS,0.14,2009,1,0,19.95,65,5,1,0,1,1,0,0,1
Wanted: Weapons of Fate,Action,PlayStation 3,0.14,2009,0,0,16.95,61,3,1,0,1,0,0,0,1
SimAnimals,Simulation,Nintendo Wii,0.14,2009,1,0,17.95,58,3,1,0,0,0,0,0,0
The Wizard of Oz: Beyond the Yellow Brick Road,Role-Playing (RPG),Nintendo DS,0.13,2009,0,0,23.95,68,5,1,0,1,1,0,0,0
X-Men Origins: Wolverine,Action,Nintendo DS,0.13,2009,1,0,17.95,55,5,1,0,1,1,0,0,1
Buzz!: Quiz World,Simulation,PlayStation 3,0.13,2009,1,0,49.95,80,3,1,0,0,0,1,0,0
Saw,Action,PlayStation 3,0.13,2009,1,0,29.95,59,3,1,0,1,0,0,0,1
Dead Rising: Chop Till You Drop,Action,Nintendo Wii,0.13,2009,0,1,22.95,61,3,1,0,0,0,0,0,0
Leisure Suit Larry: Box Office Bust,"Action, Adventure",X360,0.13,2009,1,0,14.95,25,4,1,0,0,0,0,0,0
Saw,Action,X360,0.13,2009,0,0,29.95,59,4,1,0,1,0,0,0,1
Terminator: Salvation,Action,PlayStation 3,0.12,2009,0,0,17.95,43,3,2,0,1,0,0,0,1
Shin Megami Tensei: Devil Survivor,"Role-Playing (RPG), Strategy",Nintendo DS,0.12,2009,0,0,23.95,84,5,1,0,0,1,0,0,0
Afro Samurai,Action,PlayStation 3,0.12,2009,0,0,17.95,65,3,1,0,1,0,0,0,1
Bionic Commando,Action,PlayStation 3,0.12,2009,1,0,13.95,71,3,1,1,0,0,0,0,0
Disney/Pixar Cars: Race-O-Rama,Racing / Driving,PlayStation 3,0.12,2009,1,0,32.95,61,3,1,0,1,0,0,0,1
Harry Potter and the Half-Blood Prince,Action,PlayStation 3,0.12,2009,1,0,19.95,66,3,1,0,1,0,0,0,1
Wheelman,"Action, Racing / Driving",PlayStation 3,0.12,2009,0,0,22.95,66,3,1,0,0,0,0,0,1
Little King's Story,Strategy,Nintendo Wii,0.12,2009,0,0,24.95,87,3,1,0,0,0,0,0,0
Bionic Commando,Action,X360,0.12,2009,1,0,12.95,70,4,1,1,0,0,0,0,0
NHL 2K10 ,Sports,X360,0.12,2009,1,0,24.95,69,4,1,0,0,0,0,0,1
NHL 2K10,Sports,PlayStation 3,0.11,2009,1,0,24.95,66,3,7,1,1,0,0,0,1
Fairytale Fights,Action,X360,0.11,2009,0,0,16.95,51,4,4,1,0,0,0,0,1
Trivial Pursuit,Strategy,X360,0.11,2009,0,0,17.95,66,4,4,0,1,0,0,0,0
G.I. Joe: The Rise of Cobra,Action,PlayStation 3,0.11,2009,0,0,19.95,43,3,2,0,1,0,0,0,1
Monsters vs. Aliens,Action,Nintendo Wii,0.11,2009,0,0,19.95,69,3,2,0,1,0,0,0,1
Blood Bowl,"Sports, Strategy",X360,0.11,2009,0,0,39.95,61,4,2,1,1,0,0,0,0
Disney/Pixar Cars: Race-O-Rama,Racing / Driving,X360,0.11,2009,1,0,24.95,54,4,2,0,1,0,0,0,1
Dragon Ball Z: Attack of the Saiyans,Role-Playing (RPG),Nintendo DS,0.11,2009,1,0,17.95,73,5,1,0,1,1,0,0,0
Might & Magic: Clash of Heroes,"Role-Playing (RPG), Strategy",Nintendo DS,0.11,2009,1,0,24.95,86,5,1,0,0,1,0,0,0
Dawn of Discovery,"Simulation, Strategy",Nintendo Wii,0.11,2009,0,0,17.95,81,3,1,0,0,0,0,0,1
Final Fantasy: Crystal Chronicles - Echoes of Time,"Action, Role-Playing (RPG)",Nintendo Wii,0.11,2009,1,0,24.95,64,3,1,0,0,0,0,0,1
Phantom Brave,"Role-Playing (RPG), Strategy",Nintendo Wii,0.11,2009,0,0,29.95,76,3,1,0,0,0,0,0,0
Terminator: Salvation,Action,X360,0.11,2009,0,0,14.95,48,4,1,0,1,0,0,0,1
Velvet Assassin,Action,X360,0.11,2009,0,0,19.95,56,4,1,0,0,0,0,0,0
Up,Action,PlayStation 3,0.1,2009,0,0,24.95,65,3,4,0,1,0,0,0,1
Pro Evolution Soccer 2010,Sports,X360,0.1,2009,1,0,27.95,78,4,4,1,0,0,0,0,1
The King of Fighters XII,Action,PlayStation 3,0.1,2009,1,0,29.95,57,3,2,1,0,0,0,0,1
Monsters vs. Aliens,Action,PlayStation 3,0.1,2009,0,0,19.95,66,3,2,0,1,0,0,0,1
Overlord II,"Action, Strategy",PlayStation 3,0.1,2009,1,0,19.95,72,3,2,1,0,0,0,0,1
Peggle: Dual Shot,Strategy,Nintendo DS,0.1,2009,0,0,17.95,84,5,1,0,0,1,0,0,0
Puzzle Quest: Galactrix,"Role-Playing (RPG), Strategy",Nintendo DS,0.1,2009,1,0,14.95,75,5,1,0,0,1,0,0,0
WarioWare D.I.Y.,"Action, Racing / Driving, Sports",Nintendo DS,0.1,2009,1,0,32.95,83,5,1,0,0,1,0,0,0
The Chronicles of Riddick: Assault on Dark Athena,Action,PlayStation 3,0.1,2009,1,0,17.95,80,3,1,1,1,0,0,0,0
Heroes Over Europe,"Action, Simulation",PlayStation 3,0.1,2009,0,0,24.95,62,3,1,0,0,0,0,0,1
Mini Ninjas,Action,PlayStation 3,0.1,2009,0,0,24.95,73,3,1,0,0,0,0,0,1
Rogue Warrior,Action,PlayStation 3,0.1,2009,0,0,22.95,27,3,1,0,0,0,0,0,1
Stormrise,Strategy,PlayStation 3,0.1,2009,0,0,14.95,51,3,1,0,0,0,0,0,1
Ice Age: Dawn of the Dinosaurs,Action,Nintendo Wii,0.1,2009,1,0,24.95,73,3,1,0,1,0,0,0,1
Virtua Tennis 2009,Sports,Nintendo Wii,0.1,2009,1,0,24.95,73,3,1,0,1,0,0,0,1
50 Cent: Blood on the Sand,Action,X360,0.1,2009,1,0,19.95,71,4,1,1,1,0,0,0,1
Eat Lead: The Return of Matt Hazard,Action,X360,0.1,2009,0,0,14.95,53,4,1,0,0,0,0,0,0
Virtua Tennis 2009,Sports,X360,0.09,2009,1,0,17.95,70,4,4,1,1,0,0,0,1
Puzzle Kingdoms,"Role-Playing (RPG), Strategy",Nintendo DS,0.09,2009,0,0,13.95,64,5,1,0,0,1,0,0,1
Indiana Jones and the Staff of Kings,Action,Sony PSP,0.09,2009,0,0,17.95,63,5,1,0,1,1,0,0,1
Eat Lead: The Return of Matt Hazard,Action,PlayStation 3,0.09,2009,0,0,17.95,51,3,1,0,0,0,0,0,0
Fairytale Fights,Action,PlayStation 3,0.09,2009,0,0,17.95,53,3,1,0,0,0,0,0,1
Overlord: Dark Legend,Strategy,Nintendo Wii,0.09,2009,1,0,17.95,68,3,1,0,0,0,0,0,0
Puzzle Kingdoms,"Role-Playing (RPG), Strategy",Nintendo Wii,0.09,2009,0,0,12.95,63,3,1,0,0,0,0,0,1
Ben 10 Alien Force: Vilgax Attacks,"Action, Adventure",X360,0.09,2009,1,0,27.95,61,4,1,0,1,0,0,0,1
CSI: Crime Scene Investigation - Deadly Intent,Adventure,X360,0.09,2009,1,0,24.95,51,4,1,0,1,0,0,0,0
Hannah Montana: The Movie,Simulation,X360,0.09,2009,0,0,16.95,25,4,1,0,1,0,0,0,0
Jurassic: The Hunted,Action,X360,0.09,2009,0,0,24.95,60,4,1,0,0,0,0,0,0
Mini Ninjas,Action,X360,0.09,2009,0,0,24.95,73,4,1,0,0,0,0,0,1
Ninja Blade,Action,X360,0.09,2009,0,0,19.95,68,4,1,0,0,0,0,0,0
Virtua Tennis 2009,Sports,PlayStation 3,0.08,2009,1,0,24.95,70,3,4,1,1,0,0,0,1
Guitar Hero: Van Halen,"Action, Simulation",Nintendo Wii,0.08,2009,1,0,34.95,50,3,4,0,0,0,0,0,1
Watchmen: The End is Nigh - The Complete Experi...,Action,PlayStation 3,0.08,2009,0,0,17.95,59,3,2,0,0,0,0,0,0
Broken Sword: Shadow of the Templars - The Dire...,Adventure,Nintendo Wii,0.08,2009,0,1,19.95,74,3,2,0,0,0,0,0,1
The Lord of the Rings: Conquest,Action,Nintendo DS,0.08,2009,1,0,17.95,61,5,1,0,1,1,0,0,0
Half-Minute Hero,"Action, Role-Playing (RPG)",Sony PSP,0.08,2009,0,0,17.95,84,5,1,1,0,1,0,0,0
50 Cent: Blood on the Sand,Action,PlayStation 3,0.08,2009,1,0,19.95,72,3,1,1,1,0,0,0,1
FUEL,"Racing / Driving, Sports",PlayStation 3,0.08,2009,0,0,16.95,67,3,1,1,0,0,0,0,1
Deadly Creatures,"Action, Adventure",Nintendo Wii,0.08,2009,0,0,17.95,72,3,1,0,0,0,0,0,0
FUEL,"Racing / Driving, Sports",X360,0.08,2009,0,0,14.95,66,4,1,1,0,0,0,0,1
Heroes Over Europe,"Action, Simulation",X360,0.08,2009,0,0,19.95,62,4,1,1,0,0,0,0,1
Rogue Warrior,Action,X360,0.08,2009,0,0,19.95,28,4,1,1,0,0,0,0,1
X-Blades,Action,X360,0.08,2009,1,0,17.95,50,4,1,0,0,0,0,0,1
Guitar Hero: Van Halen,"Action, Simulation",X360,0.07,2009,1,0,29.95,57,4,4,1,0,0,0,0,1
Monsters vs. Aliens,Action,X360,0.07,2009,0,0,22.95,63,4,2,0,1,0,0,0,1
Watchmen: The End is Nigh: Parts 1 and 2,Action,X360,0.07,2009,0,0,14.95,56,4,2,0,1,0,0,0,0
