CASEID,MARCOHAB,MB2,MSCALCA,ST1U,RSEX1,CSEX1,RSEX2,CSEX2,INCNEED1,INCNEED2,INCCHNG,RINCHNG,M484,ETHRACE,M2BP01,RELKID,NUMKID2,EDUCAT,MEDUCAT,FEDUCAT,MANEDUC,FEMEDUC,MUCOMPED,CUCOMPED,FHURT,FHURT2,MISSVIC1,MISSVIC2,FEMVICW1,FEMVICW2,SERVIO1,SERVIO2,MBL5YR1,MBL5YR2,MN1,CHNGDIS,DEBTSW1,DEBTSW2,RDEBTSW1,RDEBTSW2,DEBTLOAD,DEBTCHG,MFINSAT,FFINSAT,MFINWORR,FFINWORR,MJOBSPEL,RMJOBSPE,MJOBSTRN,E209A,E209B,E210A,E210B,S160A,S160B,S161A,S161B,MT211,MT212,MT213,MT214,CT211,CT212,CT213,CT214,MANDRINK,WOMDRINK,MDRKDAY,WDRKDAY,MNUMDRK,WNUMDRK,M5ADAY,W5ADAY,PMDRINK,PWDRINK,MPDRKDAY,WPDRKDAY,MPNUMDRK,WPNUMDRK,MP5ADAY,WP5ADAY,MRDRINK,WRDRINK,MDAYS,WDAYS,MAVEDRK,WAVEDRK,MALE5S,FEMALE5S,E208,S159,DRINKPRB,MDRINK1,WDRINK1,BDRINK1,ZSNGPNT1,ZPNWTE1,ZUNEMP1,ZPUBAS1,ZPOV1,CONDIS1,CNDIS110,ZSNGPNT2,ZPNWTE2,ZUNEMP2,ZPUBAS2,ZPOV2,CONDIS2,DISADV1,CNDIS210,DISADV2,TRAJECT,SUBSTRN,INCNDW1R,INCNDW2R,HHINCW2,HHINCW1,CNDIS13,CNDIS23,RSUBSTRN,DESIST,INITIATE,FAC1_1
  923, 1, 1, 9, 1,1,2,1,2,  4.64744,  5.49528,   0.84784, 1, 2,2,66, 0, 0,12, 12,999, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.4419,0.4419, 1,0,2,1,1,0,-1,-1, 5, 5, 4, 2, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.74851,-0.65514,-0.75027,-0.76050,-0.82523,-0.7479, 2,-0.70313,-0.57513,-0.68620,-0.71031,-0.76866,-0.6887,0, 2,0,1,-0.1287, 4, 5,3,2,1,1,0,9,0,-0.72542
  928, 1, 1, 9, 1,1,2,1,2,  4.47105,  4.25758,  -0.21347,-1, 2,2,48, 1, 0,12, 12,999, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.5160,0.5160, 1,0,1,1,0,0, 0, 0, 4, 6, 1, 4, 0,0, 8,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.17914,-0.66823,-0.00679,-0.49392,-0.36010,-0.3416, 5,-0.06491,-0.58928, 0.09402,-0.41859,-0.26129,-0.2480,0, 6,0,1, 0.1117, 4, 4,2,2,2,2,1,9,0,-0.72542
  931, 6, 5, 1,10,1,2,1,2,  2.01745,  2.62796,   0.61052, 1, 2,2,26, 0, 3,12, 12,999, 12, 12, 12, 12,1,0, 1, 0,1,0, 2, 0,0.5160,0.7453, 2,0,0,0,0,0, 0, 0, 3, 4, 4, 3, 0,0,-1,6,6,6,6,6,6,6,6, 1, 24,  3,  5, 1, 10,  1,  1, 1,99, 24,999,  3,999,  5,999,99, 1,999, 10,999,  1,999,  1, 1, 1, 24, 10,  3,  1,  5,  1, 2, 2,0,0,0,0,-0.17914,-0.66823,-0.00679,-0.49392,-0.36010,-0.3416, 5, 0.59481,-0.56934,-0.19807, 0.07346,-0.29307,-0.0784,0, 7,0,2, 0.1291, 4, 4,2,2,2,2,1,1,9, 1.55609
  936, 1, 1, 9, 1,1,2,1,2,  0.89186,  1.10951,   0.21765, 0, 1,1,28, 4, 4,11, 11,999, 11, 12, 11, 12,0,0, 0, 0,0,0, 0, 0,0.3864,0.3864, 2,2,1,1,0,0, 0, 0, 6, 1, 1, 3, 0,0, 6,6,6,6,6,6,6,6,6, 1,  2,  6,  2, 1,  5,  1,  1, 1,99,  2,999,  6,999,  2,999,99, 1,999,  5,999,  1,999,  1, 1, 1,  2,  5,  6,  1,  2,  1, 2, 2,0,0,0,0,-0.33311, 1.01719,-0.39573, 0.31118, 0.36914, 0.1937, 8,-0.23750, 1.23233,-0.31414, 0.46239, 0.53418, 0.3355,1, 8,1,1, 0.7552, 2, 3,2,1,3,3,1,9,0, 0.73871
  949, 1,99,99,12,1,2,8,8,  2.49132, -1.00000, 999.99999,99, 2,2,68, 0,99, 8,  8,999,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.4093,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,-1,999, -1,999, -1,999, -1,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0,-0.59155,-0.74504,-1.03530,-0.90398,-0.55660,-0.7665, 1, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 4,99,9,2,1,9,9,9,9, 9.99999
  952, 1, 3, 9, 3,2,8,2,8,  4.04854,  0.63291,  -3.41563,-1, 1,1,26, 1, 3,16,999, 16,999, 16, 16,999,0,9, 0,-1,0,9, 0,-1,0.3741,0.3919, 3,9,1,1,0,0, 0, 0,-1, 1,-1, 3,-1,9,-1,6,6,6,6,9,9,9,9, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0, 2, 9,9,9,9,9, 4.43265, 3.24177, 2.22122, 4.35929, 4.09594, 3.6702,10, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,1,99,9,9,99.9999, 4, 2,1,2,3,9,9,9,9, 9.99999
  960, 8, 1, 9,13,2,8,2,1,  1.97325,  2.73090,   0.75765, 1, 2,2,31, 1, 1,12,999, 12, 13, 12, 12, 13,8,0, 0, 0,0,0, 0, 0,0.4885,0.4885, 1,9,1,1,0,0, 0, 0, 1, 5, 3,-1, 1,0, 4,6,6,6,6,9,9,9,9, 9, 99, 99, 99, 1, 25,  2,  4,99, 9,999, 99,999, 99,999, 99, 1,99, 25,999,  2,999,  4,999, 1, 9, 25, 99,  2, 99,  4, 99,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99, 0.04974,-0.20067, 0.04745,-0.58107,-0.30326,-0.1976,9, 6,0,1,99.9999, 3, 4,2,2,9,2,9,9,0, 1.29146
  973, 8, 1, 9,13,2,8,2,8,  1.09812, 11.33445,  10.23634, 1, 2,2,33, 2, 1,12,999, 12,999, 12, 12,999,8,0, 0, 0,0,0, 0, 0,0.5774,0.4549, 3,9,1,1,0,0, 0, 0,-1, 7,-1, 3,-1,9,-1,6,6,6,6,9,9,9,9, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-0.29670,-0.57835,-0.14602,-0.22536,-0.06835,-0.2630,9, 6,0,1,99.9999, 3, 5,3,2,9,2,9,9,0, 9.99999
  981, 1,99,99, 4,1,2,8,8,  3.33686, -1.00000, 999.99999,99, 2,2,84, 0,99,16, 16,999,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.4140,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,-1,999, -1,999, -1,999, -1,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0,-0.00527, 0.13427,-0.63032,-0.10808,-0.20089,-0.1621, 6, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 4,99,9,2,2,9,9,9,9, 9.99999
  986, 1, 1, 9, 1,2,1,2,8,  2.71265,  0.00000,  -2.71265,-1, 2,2,56, 0, 0,12,999, 12,999, 12, 12,999,0,0, 0, 0,0,0, 0, 0,0.4140,0.4140, 1,0,1,0,0,0,-1,-1,-1, 4,-1, 2,-1,9,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0, 2, 2,0,0,0,0,-0.00527, 0.13427,-0.63032,-0.10808,-0.20089,-0.1621, 6, 0.12998, 0.27806,-0.56032, 0.00361,-0.08762,-0.0473,0, 7,0,1,99.9999, 4, 1,1,2,2,2,9,9,0, 9.99999
  999, 1, 1, 9, 1,1,2,1,2,  1.26091,  2.82065,   1.55974, 1, 2,2,32, 0, 0,15, 15,999, 13, 14, 13, 14,0,0, 0, 0,0,0, 0, 0,0.5551,9.9999, 3,9,2,0,1,0,-2,-1, 5, 4, 3, 5, 0,0, 6,6,6,6,6,6,6,6,6, 1, 30,  2,  3, 1, 30,  2,  0, 1,99, 30,999,  2,999,  3,999,99, 1,999, 30,999,  2,999,  0, 1, 1, 30, 30,  2,  2,  3,  0, 2, 2,0,0,0,0,-0.48241,-0.57660, 0.28367,-0.75818, 0.55236,-0.1962, 6, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,1,-0.3971, 3, 4,2,2,2,9,0,9,0, 1.39853
 1001, 1, 1, 9, 1,1,2,1,2,  1.74302,  2.83019,   1.08717, 1, 2,2,78, 0, 0, 9,  9,999,  9, 11,  9, 11,0,0, 0, 0,0,0, 0, 0,0.4312,0.4312, 1,0,0,0,0,0, 0, 0, 7, 7, 5, 5, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.58496,-0.70976,-1.02680,-0.20737,-0.55326,-0.6164, 3,-0.51981,-0.63417,-0.97635,-0.10504,-0.47199,-0.5415,0, 3,0,1,-1.6044, 3, 4,2,2,1,1,0,9,0,-0.72542
 1014, 4,99,99,12,1,2,8,8,999.99999, -1.00000, 999.99999,99, 2,2,34, 0,99,15, 15,999,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.6560,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,-1,999, -1,999, -1,999, -1,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0, 0.54152,-0.34615,-0.22163,-0.22862,-0.05542,-0.0621, 7, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999,99,99,9,9,2,9,9,9,9, 9.99999
 1022, 1, 1, 9, 1,2,1,2,1,  3.79838,  4.31160,   0.51322, 1, 2,2,29, 2, 2,15,999, 15, 13, 13, 13, 13,0,0, 0, 0,0,0, 0, 0,0.7107,0.7107, 1,0,2,1,1,0,-1,-1, 3, 5, 2, 3, 0,0, 5,6,6,6,6,6,6,6,6, 1,  2,  2,  0, 1,  1,  1,  0,99, 1,999,  2,999,  2,999,  0, 1,99,  1,999,  1,999,  0,999, 1, 1,  1,  2,  1,  2,  0,  0, 2, 2,0,0,0,0,-0.68587,-0.65361,-0.98745,-0.84658,-0.96492,-0.8277, 1,-0.63291,-0.57348,-0.93510,-0.80450,-0.92103,-0.7734,0, 1,0,1, 0.4158, 4, 4,2,2,1,1,1,9,0,-0.49170
 1027, 1,99,99,12,1,2,8,8,  0.35155, -1.00000, 999.99999,99, 1,1,38, 1,99,10, 10,999,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.4453,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,-1,999, -1,999, -1,999, -1,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0, 1.20220, 1.86808,-0.15973, 0.65565, 0.84451, 0.8821, 9, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,1,99,9,9,99.9999, 1,99,9,1,3,9,9,9,9, 9.99999
 1030, 1, 1, 9, 1,1,2,1,2,  0.63906,  1.07062,   0.43156, 1, 1,1,43, 2, 4, 7,  7,999,  7, 11,  7, 11,0,0, 0, 0,0,0, 0, 0,0.5013,0.6444, 2,1,0,0,0,0, 0, 0,-1, 4,-1, 1, 0,0,-1,6,6,6,6,6,6,6,6, 9, 99, 99, 99, 2, 99, 99, 99, 9,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 9, 0, 99,  0, 99,  0, 99,  0, 2, 2,0,0,0,0, 0.09936, 0.03243,-0.78726, 0.08277,-0.03724,-0.1220, 7, 0.79490, 2.22178, 0.49900,-0.04280,-0.26789, 0.6410,0, 9,1,1,99.9999, 2, 3,2,1,2,3,9,9,0, 9.99999
 1035, 8, 1, 9,13,2,8,2,1,  0.78223,  3.20846,   2.42623, 1, 2,2,27, 2, 2,12,999, 12, 13, 12, 12, 13,8,0, 0, 0,0,0, 0, 0,0.5774,0.5442, 3,9,0,3,0,1, 3, 1, 2, 1, 1, 1, 5,1,-1,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99, 0.39287,-0.24568,-0.50126,-0.35363,-0.42994,-0.2275,9, 6,0,1, 1.8196, 2, 4,2,1,9,2,1,9,0,-0.72542
 1048, 1, 1, 9, 1,2,1,2,1,999.99999,  1.77985, 999.99999,99, 2,2,35, 3, 3,16,999, 16, 13, 16, 16, 13,0,0, 0, 0,0,0, 0, 0,0.5551,0.5753, 3,0,0,2,0,1, 2, 1, 7, 5, 3, 3, 0,0, 9,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.48241,-0.57660, 0.28367,-0.75818, 0.55236,-0.1962, 6,-0.45310,-0.61788,-0.35458,-0.58786,-0.60501,-0.5237,0, 3,0,1,-0.4424,99, 3,2,9,2,1,0,9,0,-0.72542
 1051, 1,99,99, 4,1,8,8,8,999.99999, -1.00000, 999.99999,99, 2,2,76, 0,99, 5,  5,999,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.4251,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,6,6,6,6,9,9,9,9,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,99,999,999,999,999,999,999,99,99,999,999,999,999,999,999, 2, 9,9,9,9,9, 0.76218, 0.73969, 0.46092, 0.22556,-0.12013, 0.4136, 8, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,1,99,9,9,99.9999,99,99,9,9,3,9,9,9,9, 9.99999
 1056, 1, 1, 9, 1,1,2,1,2,999.99999,  1.22056, 999.99999,99, 1,1,70, 0, 0, 7,  7,999,  7,  9,  7,  9,0,0, 0, 0,0,0, 0, 0,0.2990,0.2990, 1,2,2,1,1,0,-1,-1, 5, 6, 4, 3, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0, 1.25359, 3.19743, 3.50682, 1.48091, 1.52688, 2.1931,10, 1.54106, 3.58875, 3.78125, 1.74236, 1.79705, 2.4901,1,10,1,1,-0.4912,99, 3,2,9,3,3,0,9,0,-0.72542
 1072, 6, 5, 1, 9,1,2,1,2,999.99999,  1.11972, 999.99999,99, 1,1,36, 0, 2,11, 11,999, 11, 10, 11, 10,0,1, 0, 4,0,1, 0, 2,0.3909,0.3909, 2,2,0,1,0,0, 1, 1, 7, 5,-1, 1, 1,0, 3,6,6,6,6,6,6,6,6, 1, 99,  5,  8, 2, 99, 99, 99, 1,99, 99,999,  5,999,  8,999,99, 0,999, 99,999, 99,999, 99, 1, 0, 99,  0,  5,  0,  8,  0, 2, 2,0,0,0,0,-0.05530, 0.03808, 0.58471, 1.44409, 1.15294, 0.6329, 9, 0.07390, 0.17410, 0.71475, 1.70207, 1.38915, 0.8108,1, 9,1,3,99.9999,99, 3,2,9,3,3,9,9,1, 9.99999
 1077, 1, 1, 9, 1,2,1,2,1,  3.15932,  2.98632,  -0.17299,-1, 2,2,23, 2, 3,12,999, 12, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.2517,0.2999, 3,2,1,1,0,0, 0, 0, 4, 4, 3, 2, 0,0,10,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.28243, 1.04450, 0.42739, 0.78672, 0.45431, 0.4861, 8,-0.48907, 0.66588,-0.44934, 0.67284, 0.01610, 0.0833,1, 8,1,1, 0.3999, 4, 4,2,2,3,3,1,9,0,-0.72542
 1080, 1, 1, 9, 1,1,2,1,2,999.99999,  6.08219, 999.99999,99, 2,2,60, 0, 0,12, 12,999, 12, 13, 12, 13,0,0, 0, 0,0,0, 0, 0,0.4253,0.7568, 3,0,1,0,0,0,-1,-1, 7, 7, 5, 5, 0,0, 6,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0, 0.18622,-0.61927,-0.28482,-0.57537,-0.49076,-0.3568, 5,-0.73781,-0.52765,-0.20982,-0.40141,-0.12532,-0.4004,0, 4,0,1,-1.6044,99, 5,3,9,2,2,0,9,0,-0.72542
 1093, 1, 1, 9, 1,2,1,2,1,  7.20118,  7.17258,  -0.02859, 0, 2,2,36, 1, 1,12,999, 12, 16, 12, 12, 16,0,0, 0, 0,0,0, 0, 0,0.4312,0.4312, 1,0,0,1,0,0, 1, 1, 6, 7, 5, 5, 0,0, 3,6,6,6,6,6,6,6,6, 1,  8,  1,  0, 1,  8,  2,  0,99, 1,999,  8,999,  1,999,  0, 1,99,  8,999,  2,999,  0,999, 1, 1,  8,  8,  2,  1,  0,  0, 2, 2,0,0,0,0,-0.58496,-0.70976,-1.02680,-0.20737,-0.55326,-0.6164, 3,-0.51981,-0.63417,-0.97635,-0.10504,-0.47199,-0.5415,0, 3,0,1,-1.4445, 5, 5,3,3,1,1,0,9,0, 0.01798
 1102, 1, 1, 9, 1,2,8,2,1,999.99999,  5.04639, 999.99999,99, 2,2,27, 0, 2,16,999, 16, 18, 18, 18, 18,0,0, 0, 0,0,0, 0, 0,0.7382,0.7382, 1,0,1,0,0,0,-1,-1, 6, 4,-1, 3, 0,0,10,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 9, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 9,99, 99,999, 99,999, 99,999, 9, 0, 99,  0, 99,  0, 99,  0, 2, 9,9,9,9,9,-0.24167,-0.24948,-0.97569,-0.64874,-0.76340,-0.5758, 3,-0.13500,-0.13669,-0.92275,-0.58800,-0.70121,-0.4967,0, 4,0,1,99.9999,99, 5,3,9,1,2,9,9,0, 9.99999
 1107, 1, 1, 9, 1,2,1,2,1,  2.14695,  2.10852,  -0.03843, 0, 2,2,22, 0, 2,12,999, 12, 10, 12, 12, 10,0,0, 0, 0,0,0, 0, 0,0.2999,0.2999, 1,0,2,1,1,0,-1,-1, 2, 5, 2, 1, 0,0, 7,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.55754, 0.49309,-0.52457, 0.50351,-0.10580,-0.0383, 7,-0.48907, 0.66588,-0.44934, 0.67284, 0.01610, 0.0833,0, 8,1,1, 1.0004, 4, 4,2,2,2,3,1,9,0,-0.72542
 1115, 3, 1, 9, 1,1,2,1,8,999.99999,  0.00000, 999.99999,99, 1,1,46, 1, 1, 3,  3,999,  3,999,  3,999,0,0, 0, 0,0,0, 0, 0,0.2517,0.2517, 1,2,1,1,0,0, 0, 0, 4,-1, 1,-1, 0,0, 9,6,6,6,6,6,6,6,6, 1, 10,  1,  0,99,999,999,999, 1,99, 10,999,  1,999,  0,999,99,-1,999, -1,999, -1,999, -1, 1,99, 10, -1,  1, -1,  0, -1, 2, 2,0,0,0,0,-0.28243, 1.04450, 0.42739, 0.78672, 0.45431, 0.4861, 8,-0.18069, 1.26185, 0.54966, 0.98274, 0.62707, 0.6481,1, 9,1,1,99.9999,99, 1,1,9,3,3,9,9,0,-0.07776
 1123, 1, 1, 9, 1,1,2,1,2,  5.24882,  8.69328,   3.44445, 1, 2,2,43, 2, 0,16, 16,999, 16, 16, 16, 16,0,0, 0, 0,0,0, 0, 0,0.3859,0.3859, 1,0,0,0,0,0, 0, 0, 5, 5, 5, 2, 0,0, 7,6,6,6,6,6,6,6,6, 1,  4,  2,  0, 2, 99, 99, 99, 1,99,  4,999,  2,999,  0,999,99, 0,999, 99,999, 99,999, 99, 1, 0,  4,  0,  2,  0,  0,  0, 2, 2,0,0,0,0,-0.77480,-0.33212,-1.02410,-0.68918,-0.98741,-0.7615, 1,-0.73260,-0.22601,-0.97359,-0.63225,-0.94557,-0.7020,0, 2,0,1,-0.3471, 5, 5,3,3,1,1,0,9,0,-0.16600
 1128, 1, 1, 9, 1,2,1,2,1,  8.17884, 13.98113,   5.80229, 1, 2,2,61, 0, 0,18,999, 18, 18, 18, 18, 18,0,0, 0, 0,0,0, 0, 0,0.3859,0.3859, 1,0,1,0,0,0,-1,-1, 6, 6, 5, 3, 1,0,-1,6,6,6,6,6,6,6,6, 1, 30,  2,  0, 1, 20,  2,  0,99, 1,999, 30,999,  2,999,  0, 1,99, 20,999,  2,999,  0,999, 1, 1, 20, 30,  2,  2,  0,  0, 2, 2,0,0,0,0,-0.77480,-0.33212,-1.02410,-0.68918,-0.98741,-0.7615, 1,-0.73260,-0.22601,-0.97359,-0.63225,-0.94557,-0.7020,0, 2,0,1,-0.8696, 5, 5,3,3,1,1,0,9,0, 0.56990
 1136, 8, 3, 1,13,2,8,2,1,  2.60360,  4.47046,   1.86686, 1, 1,1,42, 0, 0,12,999, 12, 10, 12, 12, 10,8,0, 0, 0,0,0, 0, 0,0.3268,0.3268, 1,9,1,1,0,0, 0, 0, 6, 5, 3, 3, 0,0, 5,6,6,6,6,9,9,9,9, 1,  3,  1,  0, 1,  8,  6,  8,99, 1,999,  3,999,  1,999,  0, 1,99,  8,999,  6,999,  8,999, 1, 1,  8,  3,  6,  1,  8,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99, 3.26730, 3.25847, 3.01468, 2.82110, 1.37527, 2.7474,9,10,1,1,-0.2825, 4, 4,2,2,9,3,0,9,0, 1.75206
 1144, 1, 1, 9, 1,1,2,1,2,999.99999,  3.10804, 999.99999,99, 2,2,55, 0, 0,10, 10,999, 10,  9, 10,  9,0,0, 0, 0,0,0, 0, 0,0.4842,0.5153, 1,0,1,2,0,1, 1, 1, 4, 4, 3, 2, 0,0, 4,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 9, 2,9,9,9,9,-0.04764,-0.77251, 1.25237, 0.17931,-0.16272, 0.0898, 7, 0.42370,-0.66601, 0.45552, 0.69083,-0.02424, 0.1760,0, 8,1,1, 0.3999,99, 4,2,9,2,3,1,9,0,-0.72542
 1149, 1, 1, 9, 1,1,2,1,2,  2.38550,  1.55660,  -0.82889,-1, 2,2,64, 0, 0, 9,  9,999,  9,  7,  9,  7,0,0, 0, 0,0,0, 0, 0,0.7107,0.7107, 1,0,0,0,0,0, 0, 0, 7, 6, 4, 4, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.68587,-0.65361,-0.98745,-0.84658,-0.96492,-0.8277, 1,-0.63291,-0.57348,-0.93510,-0.80450,-0.92103,-0.7734,0, 1,0,1,-1.0234, 4, 3,2,2,1,1,0,9,0,-0.72542
 1157,10, 5, 1,13,2,8,2,8,  3.52693,  9.12069,   5.59376, 1, 2,2,32, 0, 1,12,999, 12,999, 12, 12,999,8,0, 0, 0,0,0, 0, 0,0.4355,0.6058, 2,9,1,1,0,0, 0, 0,-1, 1,-1, 2,-1,9,-1,6,6,6,6,9,9,9,9, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99, 0.10383,-0.11160,-0.75458,-0.47235,-0.50049,-0.3470,9, 5,0,1,99.9999, 4, 5,3,2,9,2,9,9,0, 9.99999
 1165, 1,99,99,12,1,2,8,8,999.99999, -1.00000, 999.99999,99, 1,1,57, 0,99,16, 16,999,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.2604,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,6,6,6,6,2,1,2,2,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,-1,999, -1,999, -1,999, -1,99,99,999,999,999,999,999,999, 2, 1,1,1,0,0, 0.21191, 3.14303, 1.75421, 1.15114, 1.97345, 1.6467,10, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,1,99,9,9,99.9999,99,99,9,9,3,9,9,9,9, 9.99999
 1181, 1, 1, 9, 1,1,2,1,2,999.99999,  0.00000, 999.99999,99, 2,2,39, 3, 1,20, 20,999, 20, 16, 20, 16,0,0, 0, 0,0,0, 0, 0,0.4842,0.5153, 2,1,0,0,0,0, 0, 0, 5, 6, 5, 3, 0,0, 2,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.04764,-0.77251, 1.25237, 0.17931,-0.16272, 0.0898, 7, 0.42370,-0.66601, 0.45552, 0.69083,-0.02424, 0.1760,0, 8,1,1,-0.7096,99, 1,1,9,2,3,0,9,0,-0.72542
