CASEID,MARCOHAB,MB2,MSCALCA,ST1U,RSEX1,CSEX1,RSEX2,CSEX2,INCNEED1,INCNEED2,INCCHNG,RINCHNG,M484,ETHRACE,M2BP01,RELKID,NUMKID2,EDUCAT,MEDUCAT,FEDUCAT,MANEDUC,FEMEDUC,MUCOMPED,CUCOMPED,FHURT,FHURT2,MISSVIC1,MISSVIC2,FEMVICW1,FEMVICW2,SERVIO1,SERVIO2,MBL5YR1,MBL5YR2,MN1,CHNGDIS,DEBTSW1,DEBTSW2,RDEBTSW1,RDEBTSW2,DEBTLOAD,DEBTCHG,MFINSAT,FFINSAT,MFINWORR,FFINWORR,MJOBSPEL,RMJOBSPE,MJOBSTRN,E209A,E209B,E210A,E210B,S160A,S160B,S161A,S161B,MT211,MT212,MT213,MT214,CT211,CT212,CT213,CT214,MANDRINK,WOMDRINK,MDRKDAY,WDRKDAY,MNUMDRK,WNUMDRK,M5ADAY,W5ADAY,PMDRINK,PWDRINK,MPDRKDAY,WPDRKDAY,MPNUMDRK,WPNUMDRK,MP5ADAY,WP5ADAY,MRDRINK,WRDRINK,MDAYS,WDAYS,MAVEDRK,WAVEDRK,MALE5S,FEMALE5S,E208,S159,DRINKPRB,MDRINK1,WDRINK1,BDRINK1,ZSNGPNT1,ZPNWTE1,ZUNEMP1,ZPUBAS1,ZPOV1,CONDIS1,CNDIS110,ZSNGPNT2,ZPNWTE2,ZUNEMP2,ZPUBAS2,ZPOV2,CONDIS2,DISADV1,CNDIS210,DISADV2,TRAJECT,SUBSTRN,INCNDW1R,INCNDW2R,HHINCW2,HHINCW1,CNDIS13,CNDIS23,RSUBSTRN,DESIST,INITIATE,FAC1_1
31121, 1, 1, 9, 1,1,2,1,2,  2.68472,  2.99707,   0.31236, 1, 6,4,30, 3, 3,12, 12,999, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.4666,0.4398, 3,1,1,1,0,0, 0, 0, 6, 7, 5, 4, 0,0, 2,6,6,6,6,6,6,6,6, 1,  4,  1,  0, 2, 99, 99, 99, 1,99,  4,999,  1,999,  0,999,99, 0,999, 99,999, 99,999, 99, 1, 0,  4,  0,  1,  0,  0,  0, 2, 2,0,0,0,0,-0.72263,-0.74692,-0.89742,-0.69019,-0.63398,-0.7382, 2,-0.39445,-0.61806, 1.36303, 0.49794, 1.04093, 0.3779,0, 9,1,1,-1.2321, 4, 4,2,2,1,3,0,9,0,-0.35372
31126, 8, 1, 9,13,1,8,1,2,999.99999,  9.08511, 999.99999,99, 2,2,45, 0, 0,12, 12,999, 12, 13, 12, 13,8,0, 0, 0,0,0, 0, 0,0.3775,0.3775, 1,9,0,0,0,0, 0, 0, 7, 5, 3, 4, 2,1,-1,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-0.02108,-0.30287, 0.63357, 0.17840, 0.75489, 0.2486,9, 8,1,1,-0.6548,99, 5,3,9,9,3,0,9,0,-0.72542
31134, 1, 1, 9, 1,2,1,2,1,  0.66476,  2.75849,   2.09374, 1, 2,2,29, 5, 5,12,999, 12, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.5912,0.5796, 3,0,3,1,1,0,-2,-1, 5, 2, 3, 2, 0,0, 7,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 9, 2,9,9,9,9,-0.76121,-0.56564,-0.54557,-0.55542,-0.73777,-0.6331, 3,-0.70079,-0.35546, 0.24574,-0.63061,-0.33007,-0.3542,0, 5,0,1, 0.5404, 2, 4,2,1,1,2,1,9,0,-0.72542
31142,10, 1, 9,13,2,8,2,1,999.99999,  3.44391, 999.99999,99, 2,2,22, 0, 2,11,999, 11, 16, 11, 11, 16,8,0, 0, 0,0,0, 0, 0,0.3561,0.7959, 3,9,0,0,0,0, 0, 0, 4, 5, 3, 3, 2,1, 8,6,6,6,6,9,9,9,9, 1,  7,  2,  0, 1,  5,  2,  0,99, 1,999,  7,999,  2,999,  0, 1,99,  5,999,  2,999,  0,999, 1, 1,  5,  7,  2,  2,  0,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99, 0.42892, 0.16532, 0.01676,-0.67313,-0.57528,-0.1275,9, 6,0,1, 0.0374,99, 4,2,9,9,2,1,9,0,-0.12000
31147, 1, 1, 9, 1,2,8,2,1,  3.25109,  1.19681,  -2.05428,-1, 2,2,58, 0, 0,12,999, 12, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.4437,0.4437, 2,0,0,0,0,0, 0, 0, 6, 6, 3, 4, 0,0, 5,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 1, 20,  4,  3,99, 0,999, 99,999, 99,999, 99, 1,99, 20,999,  4,999,  3,999, 1, 0, 20,  0,  4,  0,  3,  0, 2, 9,9,9,9,9,-0.22750,-0.74039,-0.31014,-0.47842,-0.08922,-0.3691, 5,-0.11912,-0.66727,-0.22432,-0.40164, 0.03419,-0.2756,0, 5,0,1,-0.6450, 4, 3,2,2,2,2,0,9,0, 1.31404
31150, 1, 1, 9, 2,2,1,2,8,  2.97930,  2.19286,  -0.78644,-1, 2,2,29, 2, 2,12,999, 12,999, 12, 12,999,0,0, 0, 0,0,0, 0, 0,0.3071,0.3071, 1,0,1,1,0,0, 0, 0,-1, 5,-1, 3,-1,9,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0, 2, 2,0,0,0,0,-0.76241,-0.69261,-0.62005,-0.43953,-0.76406,-0.6557, 2,-0.71871,-0.61563,-0.54954,-0.35908,-0.70193,-0.5890,0, 3,0,1,99.9999, 4, 4,2,2,1,1,9,9,0, 9.99999
31168, 1, 1, 9, 1,2,8,2,1, 12.37050,  6.30633,  -6.06417,-1, 2,2,51, 0, 0,12,999, 12,  9, 12, 12,  9,0,0, 0, 0,0,0, 0, 0,0.4507,0.4507, 1,0,0,1,0,0, 1, 1, 5,-1, 4, 3, 0,0, 5,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 9,9,9,9,9,-0.81640,-0.76511,-0.82309,-0.76777,-0.63086,-0.7606, 1,-0.77924,-0.69399,-0.76262,-0.71825,-0.55664,-0.7021,0, 2,0,1,99.9999, 5, 5,3,3,1,1,9,9,0,-0.72542
31176, 1, 1, 9, 1,2,8,2,1,  3.60936,  2.95193,  -0.65744,-1, 2,2,29, 2, 2,13,999, 13, 12, 13, 13, 12,0,0, 0, 0,0,0, 0, 0,0.3449,0.3449, 1,0,0,0,0,0, 0, 0, 6, 4, 1, 2, 3,1, 8,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 1,  8, 12,  6,99, 0,999, 99,999, 99,999, 99, 1,99,  8,999, 12,999,  6,999, 1, 0,  8,  0, 12,  0,  6,  0, 2, 9,9,9,9,9,-0.82604,-0.74633,-1.05590,-0.72767,-0.43691,-0.7586, 1,-0.79003,-0.67369,-1.00690,-0.67438,-0.34507,-0.6980,0, 2,0,1, 0.5169, 4, 4,2,2,1,1,1,9,0, 2.63260
31184, 1, 1, 9, 1,2,1,2,1,999.99999, 11.70931, 999.99999,99, 1,1,30, 1, 2,16,999, 16, 20, 16, 16, 20,0,0, 0, 0,0,0, 0, 0,0.4670,0.4670, 1,2,2,3,1,1, 1, 1, 2, 4, 2, 3, 0,0, 7,6,6,6,6,6,6,6,6, 1,  1,  1,  0, 2, 99, 99, 99,99, 1,999,  1,999,  1,999,  0, 0,99, 99,999, 99,999, 99,999, 0, 1,  0,  1,  0,  1,  0,  0, 9, 2,9,9,9,9, 0.68398, 1.96913,-0.64843,-0.66235,-0.57050, 0.1544, 8, 0.90258, 2.26120,-0.57933,-0.60290,-0.49080, 0.2982,1, 8,1,1, 0.7259,99, 5,3,9,3,3,1,9,0,-0.72542
31189, 1, 1, 9, 1,1,2,1,2,  1.50967,  3.67915,   2.16948, 1, 2,2,34, 4, 3,99, 99,999,999, 14, 99, 14,0,0, 0, 0,0,0, 0, 0,0.5424,0.5424, 2,0,1,4,0,1, 3, 1, 6, 7, 4, 4, 0,0, 5,6,6,6,6,6,6,6,6, 1,  2,  2,  0, 1,  2,  2,  0, 1,99,  2,999,  2,999,  0,999,99, 1,999,  2,999,  2,999,  0, 1, 1,  2,  2,  2,  2,  0,  0, 2, 2,0,0,0,0,-0.40960,-0.77225,-0.34305,-0.21278,-0.32463,-0.4125, 5,-0.32324,-0.70170,-0.25886,-0.11096,-0.22260,-0.3235,0, 5,0,1,-1.0137, 3, 4,2,2,2,2,0,9,0,-0.25798
31192, 1, 1, 9, 1,1,2,1,2,  4.94489,  2.64458,  -2.30031,-1, 2,2,66, 0, 0,10, 10,999, 10, 10, 10, 10,0,0, 0, 0,0,0, 0, 0,0.4507,0.4507, 1,0,0,0,0,0, 0, 0, 5, 4, 3, 3, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 9, 2,9,9,9,9,-0.81640,-0.76511,-0.82309,-0.76777,-0.63086,-0.7606, 1,-0.77924,-0.69399,-0.76262,-0.71825,-0.55664,-0.7021,0, 2,0,1, 0.0276, 4, 4,2,2,1,1,1,9,0,-0.72542
31197, 1, 1, 9, 1,2,8,2,1,  1.77926,  3.75986,   1.98060, 1, 2,2,65, 1, 0,10,999, 10, 12, 10, 10, 12,0,0, 0, 0,0,0, 0, 0,0.8050,0.8050, 1,2,1,2,0,1, 1, 1, 4, 7, 2, 4, 0,0, 9,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 9,9,9,9,9, 1.34977, 1.16798, 0.48428,-0.58579, 0.19574, 0.5224, 9, 1.64888, 1.39530, 0.60936,-0.51912, 0.34503, 0.6959,1, 9,1,1,-0.2569, 3, 4,2,2,3,3,0,9,0,-0.72542
31201, 1, 1, 9, 1,2,1,2,1,  1.41438,  3.09360,   1.67922, 1, 2,2,25, 1, 1,12,999, 12, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.4189,0.4507, 2,0,1,3,0,1, 2, 1, 5, 7, 3, 4, 1,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 1,  2,  3,  0,99, 0,999, 99,999, 99,999, 99, 1,99,  2,999,  3,999,  0,999, 1, 0,  2,  0,  3,  0,  0,  0, 2, 2,0,0,0,0,-0.35095,-0.76106,-0.85831,-0.48285,-0.22788,-0.5362, 3,-0.77924,-0.69399,-0.76262,-0.71825,-0.55664,-0.7021,0, 2,0,1,-0.6353, 3, 4,2,2,1,1,0,9,0,-0.07026
31206, 1, 1, 9, 1,2,1,2,1,  4.54752,  5.49101,   0.94350, 1, 1,1,27, 1, 1,13,999, 13, 16, 13, 13, 16,0,0, 0, 0,0,0, 0, 0,0.7337,0.4670, 2,2,2,3,1,1, 1, 1, 4, 5, 2, 3, 0,0, 4,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0, 0.81736, 2.43715, 0.77161,-0.78130,-0.03949, 0.6411, 9, 0.90258, 2.26120,-0.57933,-0.60290,-0.49080, 0.2982,1, 8,1,1, 0.2558, 4, 5,3,2,3,3,1,9,0,-0.72542
31219, 1, 1, 9, 1,1,2,1,2,999.99999,  1.76887, 999.99999,99, 2,2,66, 0, 0, 8,  8,999,  8, 12,  8, 12,0,0, 0, 0,0,0, 0, 0,0.5238,0.5238, 1,0,1,2,0,1, 1, 1, 5, 7, 3, 2, 0,0,-1,6,6,6,6,6,6,6,6, 9,  4,  2, 99, 2, 99, 99, 99, 9,99,  4,999,  2,999, 99,999,99, 0,999, 99,999, 99,999, 99, 9, 0,  4,  0,  2,  0, 99,  0, 2, 2,0,0,0,0,-0.98916,-0.72906,-0.50020,-0.87985,-0.93122,-0.8059, 1,-0.97288,-0.65503,-0.42377,-0.84090,-0.88427,-0.7554,0, 1,0,1,-0.2106,99, 3,2,9,1,1,0,9,0, 9.99999
31227, 1, 1, 9, 3,1,2,1,2,  2.38550,  1.21245,  -1.17305,-1, 2,2,22, 0, 3, 9,  9,999,  9, 10,  9, 10,0,0, 0, 0,0,0, 0, 0,0.4864,0.3271, 3,1,1,1,0,0, 0, 0, 3, 4, 2, 1, 1,0, 6,6,6,6,6,2,1,2,2, 1, 20,  4,  2, 2, 99, 99, 99, 1,99, 20,999,  4,999,  2,999,99, 0,999, 99,999, 99,999, 99, 1, 0, 20,  0,  4,  0,  2,  0, 2, 1,1,1,0,0, 0.44414,-0.73779, 0.28671, 0.46500, 0.55176, 0.2020, 8,-0.40422,-0.64618, 0.24114,-0.24579,-0.03853,-0.2187,1, 6,0,1, 0.9907, 4, 3,2,2,3,2,1,9,0, 1.19114
31230, 1, 1, 9, 1,2,1,2,1,  2.55140,  3.95431,   1.40291, 1, 2,2,41, 4, 1,12,999, 12, 13, 12, 12, 13,0,0, 0, 0,0,0, 0, 0,0.5496,0.5496, 1,0,1,3,0,1, 2, 1, 4, 4, 2, 1, 0,0, 6,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0, 0.24976,-0.50394,-0.36289,-0.11856,-0.16028,-0.1792, 6, 0.41585,-0.41171,-0.27968,-0.00785,-0.04333,-0.0653,0, 7,0,1, 0.8307, 4, 4,2,2,2,2,1,9,0,-0.72542
31235, 1, 1, 9, 1,2,1,2,1,999.99999,  2.52054, 999.99999,99, 1,1,60, 0, 0,12,999, 12,  8, 12, 12,  8,0,0, 0, 0,0,0, 0, 0,0.5106,0.5106, 1,2,0,1,0,0, 1, 1, 7, 6, 4, 3, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0, 5.62119, 3.13066, 1.42753, 3.95449, 3.76320, 3.5794,10, 6.43680, 3.51657, 1.59922, 4.44907, 4.23644, 4.0476,1,10,1,1,-0.8111,99, 4,2,9,3,3,0,9,0,-0.72542
31248,10, 1, 9,13,2,8,2,1,999.99999,  2.21394, 999.99999,99, 8,4,21, 0, 0,15,999, 15, 16, 16, 16, 16,8,0, 0, 0,0,0, 0, 0,0.4211,9.9999, 3,9,1,0,0,0,-1,-1, 5, 6, 4, 4, 5,1,-1,6,6,6,6,9,9,9,9, 1,  2,  2,  0, 1, 20,  1,  1,99, 1,999,  2,999,  2,999,  0, 1,99, 20,999,  1,999,  1,999, 1, 1, 20,  2,  1,  2,  1,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,9,99,9,1,-0.7035,99, 4,2,9,9,9,0,9,0, 0.50508
31251, 1, 1, 9, 1,1,2,1,2,  4.67911,  3.98824,  -0.69088,-1, 1,1,64, 0, 0,12, 12,999, 12, 11, 12, 11,0,0, 0, 0,0,0, 0, 0,0.4161,0.4161, 1,2,1,2,0,1, 1, 1, 5, 7, 4, 3, 0,0, 4,6,6,6,6,6,6,6,6, 1,  5,  2,  0, 1, 99,  1, 99, 1,99,  5,999,  2,999,  0,999,99, 1,999, 99,999,  1,999, 99, 1, 1,  5, 99,  2,  1,  0, 99, 2, 2,0,0,0,0, 0.39806, 1.85553,-0.22525, 0.15399, 0.47495, 0.5315, 9, 0.58209, 2.13841,-0.13523, 0.29038, 0.64959, 0.7050,1, 9,1,1,-0.6414, 4, 4,2,2,3,3,0,9,0,-0.12000
31256, 1, 1, 9, 1,1,8,1,2,  2.27943,  2.95193,   0.67250, 1, 2,2,26, 1, 2,12, 12,999, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.4189,0.3032, 3,0,1,3,0,1, 2, 1, 6, 7, 4, 4, 1,0, 7,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 9, 9,9,9,9,9,-0.35095,-0.76106,-0.85831,-0.48285,-0.22788,-0.5362, 3,-0.51013,-0.53247, 0.71448, 0.24136, 0.10119, 0.0029,0, 7,0,1,-1.0137, 4, 4,2,2,1,2,0,9,0,-0.72542
31264, 1, 1, 9, 1,2,1,2,1,  3.54375,  2.73373,  -0.81002,-1, 2,2,41, 1, 0,12,999, 12, 13, 12, 12, 13,0,0, 0, 0,0,0, 0, 0,0.5436,0.4876, 1,0,2,2,1,1, 0, 0, 4, 4, 4, 5, 0,0, 5,6,6,6,6,6,6,6,6, 1,  2,  1,  0, 1, 30,  4,  1,99, 1,999,  2,999,  1,999,  0, 1,99, 30,999,  4,999,  1,999, 1, 1, 30,  2,  4,  1,  1,  0, 9, 2,9,9,9,9,-0.59111,-0.09627,-0.90746, 0.17866,-0.15616,-0.3145, 5, 0.16656,-0.01168, 0.22793,-0.30562, 0.03088, 0.0216,0, 7,0,1,-0.4556, 4, 4,2,2,2,2,0,9,0, 1.52818
31272, 1, 1, 9, 1,2,1,2,1,  4.43021,  2.30974,  -2.12047,-1, 2,2,56, 0, 0,14,999, 14, 12, 13, 13, 12,0,0, 0, 0,0,0, 0, 0,0.4666,0.4307, 1,0,1,3,0,1, 2, 1, 7, 7, 4, 2, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.72263,-0.74692,-0.89742,-0.69019,-0.63398,-0.7382, 2, 0.19020,-0.62196, 0.21598,-0.52071,-0.44637,-0.2366,0, 6,0,1,-0.7489, 4, 4,2,2,1,2,0,9,0,-0.72542
31277, 1, 1, 9, 1,1,2,1,2,  3.73537,  5.48215,   1.74677, 1, 2,2,40, 2, 2,16, 16,999, 16, 16, 16, 16,0,0, 0, 0,0,0, 0, 0,0.4377,0.4377, 2,0,0,3,0,1, 3, 1, 5, 5, 3, 3, 0,0, 4,6,6,6,6,1,2,2,2, 1, 15,  4, 10, 1, 15,  4,  4, 1,99, 15,999,  4,999, 10,999,99, 1,999, 15,999,  4,999,  4, 1, 1, 15, 15,  4,  4, 10,  4, 2, 1,1,0,1,0,-0.01154,-0.76783,-0.23368,-0.11754, 0.07277,-0.2116, 6, 0.12295,-0.69693,-0.14408,-0.00674, 0.21088,-0.1028,0, 7,0,1,-0.1226, 4, 5,3,2,2,2,0,9,0, 1.94436
31285, 1, 1, 9, 1,2,1,2,1,  0.96318,  0.79115,  -0.17203,-1, 3,3,35, 4, 4, 6,999,  6,  5,  6,  6,  5,0,0, 0, 0,0,0, 0, 0,0.6730,0.7004, 3,2,0,0,0,0, 0, 0,-1, 3, 5, 2, 1,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0, 1.09640, 1.52706, 0.47613, 0.91809, 0.72930, 0.9494, 9, 1.73422, 1.34181, 0.38907, 1.12762, 0.56683, 1.0319,1, 9,1,1,99.9999, 2, 2,1,1,3,3,9,9,0,-0.72542
31298, 1, 1, 9, 1,1,2,1,2,  5.84501,  3.78632,  -2.05869,-1, 2,2,61, 0, 0, 7,  7,999,  7, 11,  7, 11,0,0, 0, 0,0,0, 0, 0,0.5238,0.4922, 2,0,0,0,0,0, 0, 0, 7, 7, 4, 5, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.98916,-0.72906,-0.50020,-0.87985,-0.93122,-0.8059, 1, 0.28888,-0.59326, 0.38196,-0.09475,-0.50968,-0.1054,0, 7,0,1,-1.3860, 5, 4,2,3,1,2,0,9,0,-0.72542
31302, 1, 1, 9, 1,2,1,2,1,  5.11178,  6.92464,   1.81287, 1, 2,2,25, 0, 1,17,999, 17, 16, 20, 20, 16,0,0, 0, 0,0,0, 0, 0,0.7108,0.7108, 2,0,0,2,0,1, 2, 1, 5, 6, 4, 4, 0,0, 6,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 1,  2,  1,  0,99, 0,999, 99,999, 99,999, 99, 1,99,  2,999,  1,999,  0,999, 1, 0,  2,  0,  1,  0,  0,  0, 2, 2,0,0,0,0,-0.66988,-0.74461, 2.05245,-0.44805,-0.76871,-0.1158, 7,-0.61500,-0.67183, 2.25502,-0.36840,-0.70700,-0.0214,0, 7,0,1,-0.7035, 5, 5,3,3,2,2,0,9,0,-0.44571
31307, 1, 1, 9, 1,2,1,2,1,  1.76911,  3.26751,   1.49840, 1, 2,2,39, 1, 1,16,999, 16, 13, 16, 16, 13,0,0, 0, 0,0,0, 0, 0,0.4666,0.6334, 2,0,0,0,0,0, 0, 0, 5, 4, 3, 4, 0,0, 4,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 1,  2,  2,  0,99, 0,999, 99,999, 99,999, 99, 1,99,  2,999,  2,999,  0,999, 1, 0,  2,  0,  2,  0,  0,  0, 2, 2,0,0,0,0,-0.46870,-0.71208,-0.86267,-0.58212,-0.48495,-0.6221, 3,-0.10882,-0.34106,-0.07657,-0.09827, 0.31297,-0.0623,0, 7,0,1,-0.1847, 3, 4,2,2,1,2,0,9,0,-0.25798
31315, 1,99,99,12,1,2,8,8,  5.00954, -1.00000, 999.99999,99, 2,2,52, 0,99, 8,  8,999,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.5704,9.9999,99,9,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,-1,999, -1,999, -1,999, -1,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0, 0.34114,-0.75565,-0.33677,-0.46555,-0.58028,-0.3594, 5, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 5,99,9,3,2,9,9,9,9, 9.99999
31328, 1, 1, 9, 1,1,2,1,2,  3.28517,  1.76887,  -1.51630,-1, 2,2,62, 0, 0,12, 12,999, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.7158,0.7158, 1,2,0,0,0,0, 0, 0, 5, 4, 4, 3, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0, 4.32302, 2.36720, 1.60700, 2.18448, 2.75349, 2.6470,10, 4.98166, 2.69142, 1.78756, 2.51224, 3.13503, 3.0216,1,10,1,1,-0.1908, 4, 3,2,2,3,3,0,9,0,-0.72542
31336, 1,99,99, 4,1,2,8,8,  2.46414, -1.00000, 999.99999,99, 2,2,71, 0,99, 7,  7,999,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.4019,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,9,9,9,9,6,6,6,6,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,-1,999, -1,999, -1,999, -1,99,99,999,999,999,999,999,999, 9, 2,9,9,9,9,-0.23950,-0.74342,-0.36674,-0.66094, 0.23944,-0.3542, 5, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 4,99,9,2,2,9,9,9,9, 9.99999
31349, 1, 1, 9, 1,1,2,1,2,  0.98143,  1.66297,   0.68154, 1, 2,2,82, 0, 0, 8,  8,999,  8,  8,  8,  8,0,0, 0, 0,0,0, 0, 0,0.3895,0.3895, 1,0,0,0,0,0, 0, 0, 7, 2, 2, 4, 0,0, 7,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.95085,-0.70308,-0.49845, 0.13126, 1.33111,-0.1380, 6,-0.92994,-0.62695,-0.42193, 0.26551, 1.58349,-0.0260,0, 7,0,1, 0.0142, 2, 3,2,1,2,2,1,9,0,-0.72542
31352, 1, 1, 9, 1,1,2,1,2,  5.26553,  4.56846,  -0.69707,-1, 2,2,41, 2, 2,16, 16,999, 16, 16, 16, 16,0,0, 0, 0,0,0, 0, 0,0.4211,0.4211, 1,0,1,0,0,0,-1,-1, 4, 6, 3, 4, 0,0, 6,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.16011,-0.34675,-0.63962,-0.58569,-0.73989,-0.4944, 4,-0.04359,-0.24182,-0.57008,-0.51901,-0.67557,-0.4100,0, 4,0,1,-0.3252, 5, 4,2,3,2,2,0,9,0,-0.72542
31360, 1,99,99,12,2,1,8,8,  0.28658, -1.00000, 999.99999,99, 2,2,69, 0,99,12,999, 12,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.5433,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,99,-1,999, -1,999, -1,999, -1,-1,99, -1,999, -1,999, -1,999,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0,-0.44704,-0.23907,-0.12059, 0.29471, 0.57667, 0.0129, 7, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 1,99,9,1,2,9,9,9,9, 9.99999
31365, 1, 1, 9, 1,2,1,2,1,  1.00450,  2.81360,   1.80910, 1, 2,2,35, 2, 0,12,999, 12, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.4353,0.4238, 3,0,1,2,0,1, 1, 1,-1, 4, 3, 2, 0,0, 7,2,1,2,2,6,6,6,6, 1,  1,  3,  0, 1,  1,  2,  1,99, 1,999,  1,999,  3,999,  0, 1,99,  1,999,  2,999,  1,999, 1, 1,  1,  1,  2,  3,  1,  0, 1, 2,1,1,0,0,-0.18696,-0.38556,-0.00844,-0.52236,-0.24526,-0.2697, 6,-0.60110,-0.28023,-0.43429,-0.51088,-0.28264,-0.4218,0, 4,0,1,99.9999, 3, 4,2,2,2,2,9,9,0,-0.18108
