Publisher,Title,Genre,Console,USSales,YearReleased,Sequel,ReRelease,Usedprice,Review Score,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform
Namco Hometek Inc.,Dig Dug: Digging Strike,Action,Nintendo DS,0.06,2005,0,1,16.95,65,1,1,0,0,1,0,0,0
"Konami of Europe GmbH, Konami Digital Entertainment, Inc.",Frogger: Helmet Chaos,Action,Nintendo DS,0.06,2005,1,0,17.95,69,1,1,0,0,1,0,0,1
"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",Mega Man Battle Network 5: Double Team DS,"Action, Role-Playing (RPG)",Nintendo DS,0.06,2005,1,0,17.95,68,1,1,0,0,1,0,0,0
"Majesco Entertainment Company, Taito Corporation, THQ Inc.",Nanostray,Action,Nintendo DS,0.06,2005,0,0,17.95,71,1,1,0,0,1,0,0,0
"SEGA of America, Inc.",Sega Casino,Simulation,Nintendo DS,0.06,2005,0,0,17.95,61,1,1,0,0,1,0,0,0
"Konami Digital Entertainment, Inc.",Teenage Mutant Ninja Turtles 3: Mutant Nightmare,"Action, Adventure",Nintendo DS,0.06,2005,1,0,17.95,58,1,1,0,1,1,0,0,1
"Electronic Arts, Inc., Namco Hometek Inc.",Pac-Man World 3,Action,Sony PSP,0.06,2005,1,0,24.95,61,1,1,1,0,1,0,0,1
"Eidos, Inc.",Smart Bomb,"Action, Strategy",Sony PSP,0.06,2005,0,0,14.95,45,1,1,1,0,1,0,0,0
"Take-Two Interactive Software Europe Ltd., Tecmo, Inc.",Tokobot,Strategy,Sony PSP,0.06,2005,0,0,17.95,72,1,1,0,0,1,0,0,0
"Bandai Co., Ltd., Destineer",Fullmetal Alchemist: Dual Sympathy,Action,Nintendo DS,0.05,2005,1,0,14.95,58,1,1,0,0,1,0,0,0
"Taito Corporation, Ubisoft Entertainment SA, Ubisoft, Inc.",Exit,Action,Sony PSP,0.05,2005,0,0,9.95,77,1,1,0,0,1,0,0,1
"Codemasters Software Company Limited, The, Rising Star Games Ltd.",Bubble Bobble Revolution,Action,Nintendo DS,0.04,2005,0,1,17.95,38,1,1,0,0,1,0,0,0
Ignition Entertainment Ltd. USA,Elf Bowling 1&2,"Action, Sports",Nintendo DS,0.02,2005,0,0,17.95,12,1,2,0,0,1,0,0,0
"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",The Rub Rabbits!,"Action, Adventure",Nintendo DS,0.02,2005,0,0,17.95,68,1,2,0,0,1,0,0,0
"Codemasters Software Company Limited, The, Rising Star Games Ltd., Taito Corporation",Rainbow Islands Revolution,Action,Nintendo DS,0.02,2005,0,1,14.95,54,1,1,0,0,1,0,0,0
Atari Europe S.A.S.U.,Kao Challengers,Action,Sony PSP,0.02,2005,0,0,14.95,57,1,1,1,0,1,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Electroplankton,Simulation,Nintendo DS,0.01,2005,0,0,29.95,71,1,1,0,0,1,0,0,0
"DreamCatcher Interactive Inc., Spike Co., Ltd.",LifeSigns: Surgical Unit,"Simulation, Strategy",Nintendo DS,0.01,2005,0,0,22.95,61,1,1,0,0,1,0,0,0
"Mastiff, LLC, Rising Star Games Ltd.",Space Invaders Revolution,Action,Nintendo DS,0.01,2005,1,0,13.95,49,1,1,0,0,1,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Wii Play,"Action, Sports",Nintendo Wii,14.66,2006,0,0,14.95,58,0,2,0,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",New Super Mario Bros.,Action,Nintendo DS,10.03,2006,1,0,27.95,89,2,1,0,0,1,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",PokÇmon Diamond,Role-Playing (RPG),Nintendo DS,6.77,2006,1,0,27.95,85,2,1,0,0,1,0,0,0
"Nintendo Co., Ltd., Nintendo France SARL, Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",PokÇmon Pearl,Role-Playing (RPG),Nintendo DS,6.77,2006,1,0,26.95,85,2,1,0,0,1,0,0,0
Microsoft Games Studios,Gears of War,Action,X360,3.7,2006,0,0,19.95,94,1,2,1,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",The Legend of Zelda: Twilight Princess,"Action, Role-Playing (RPG)",Nintendo Wii,3.33,2006,1,0,39.95,95,0,1,0,0,0,0,0,1
"505 GameStreet, Majesco Entertainment Company, Taito Corporation",Cooking Mama,Simulation,Nintendo DS,2.9,2006,0,0,17.95,67,2,1,0,0,1,0,0,0
"Activision Publishing, Inc., ATVI France SARL",Marvel Ultimate Alliance,"Action, Role-Playing (RPG)",X360,2.42,2006,0,0,14.95,82,1,4,1,1,0,0,0,1
"Sony Computer Entertainment America, Inc., SCEE, Sony Computer Entertainment Europe Ltd.",Daxter,Action,Sony PSP,2.38,2006,1,0,14.95,85,2,1,1,0,1,0,0,0
"2K Games, Bethesda Softworks LLC, Spike Co., Ltd.",The Elder Scrolls IV: Oblivion,"Action, Role-Playing (RPG)",X360,2.12,2006,1,0,19.95,94,1,1,0,0,0,0,0,1
"Electronic Arts, Inc.",Madden NFL 07,Sports,X360,1.77,2006,1,0,4.95,80,1,2,1,1,0,0,0,1
"Rockstar Games, Inc.",Grand Theft Auto: Vice City Stories,"Action, Racing / Driving",Sony PSP,1.72,2006,1,0,17.95,86,2,1,1,0,1,0,0,1
"Sony Computer Entertainment America, Inc., SCEE, Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Resistance: Fall of Man,Action,PlayStation 3,1.61,2006,0,0,19.95,86,0,4,1,0,0,0,0,0
"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",MotorStorm,"Action, Racing / Driving, Sports",PlayStation 3,1.58,2006,0,0,16.95,82,0,1,1,0,0,0,0,0
"Activision Deutschland GmbH, Activision Publishing, Inc., Activision (UK) Limited, ATVI France SARL",Call of Duty 3,Action,X360,1.51,2006,1,0,16.95,82,1,2,1,0,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Yoshi's Island DS,Action,Nintendo DS,1.49,2006,1,1,27.95,81,2,1,0,0,1,0,0,0
"Ubisoft Entertainment SA, Ubisoft, Inc.",Tom Clancy's Ghost Recon: Advanced Warfighter,Action,X360,1.46,2006,1,0,14.95,90,1,4,1,0,0,0,0,1
"Electronic Arts, Inc.",Fight Night Round 3,"Action, Sports",X360,1.4,2006,1,0,14.95,86,1,2,1,0,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",PokÇmon Ranger,Role-Playing (RPG),Nintendo DS,1.36,2006,1,0,19.95,69,2,1,0,0,1,0,0,0
"Ubisoft Entertainment SA, Ubisoft, Inc.",Rayman Raving Rabbids,Action,Nintendo Wii,1.26,2006,0,0,17.95,76,0,4,0,0,0,0,0,1
"THQ Inc., THQ (UK) Limited",Saints Row,"Action, Racing / Driving",X360,1.23,2006,0,0,14.95,81,1,1,1,0,0,0,0,0
"Ubisoft Entertainment SA, Ubisoft, Inc.",Tom Clancy's Rainbow Six: Vegas,Action,X360,1.19,2006,1,0,14.95,88,1,2,1,1,0,0,0,1
"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",Dead Rising,Action,X360,1.16,2006,0,0,16.95,85,1,1,0,0,0,0,0,0
"Activision Publishing, Inc.",Call of Duty 3,Action,Nintendo Wii,1.15,2006,1,0,19.95,69,0,1,0,0,0,0,0,1
"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",Lost Planet: Extreme Condition,Action,X360,1.15,2006,0,0,12.95,79,1,1,1,0,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Mario Hoops 3 on 3,Sports,Nintendo DS,1.03,2006,0,0,22.95,69,2,1,0,0,1,0,0,0
"Electronic Arts K.K., LucasArts",LEGO Star Wars II: The Original Trilogy,Action,Nintendo DS,1.02,2006,1,0,17.95,47,2,1,0,1,1,0,0,1
"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",Super Monkey Ball: Banana Blitz,Action,Nintendo Wii,1,2006,1,0,14.95,74,0,4,0,0,0,0,0,0
"Electronic Arts, Inc.",The Sims 2: Pets,Simulation,Nintendo DS,0.97,2006,1,0,14.95,49,2,1,0,0,1,0,0,1
"Electronic Arts France, Electronic Arts, Inc., Electronic Arts K.K.",Need for Speed: Carbon - Own the City,Racing / Driving,Sony PSP,0.93,2006,1,0,16.95,73,2,1,1,0,1,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",WarioWare: Smooth Moves,"Action, Racing / Driving, Sports",Nintendo Wii,0.9,2006,1,0,39.95,83,0,6,0,0,0,0,0,0
"Electronic Arts, Inc.",Fight Night Round 3,"Action, Sports",PlayStation 3,0.86,2006,1,0,13.95,83,0,2,1,0,0,0,0,1
"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.",Final Fantasy III,Role-Playing (RPG),Nintendo DS,0.86,2006,1,1,17.95,77,2,1,1,0,1,0,0,0
"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.",SOCOM: U.S. Navy SEALs - Fireteam Bravo 2,Action,Sony PSP,0.86,2006,1,0,16.95,81,2,1,0,0,1,0,0,0
"Electronic Arts, Inc.",Madden NFL 07,Sports,Sony PSP,0.83,2006,1,0,9.95,78,2,1,0,1,1,0,0,1
"Ubisoft, Inc.",Monster 4x4: World Circuit,Racing / Driving,Nintendo Wii,0.82,2006,0,0,12.95,51,0,4,0,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Kirby: Squeak Squad,Action,Nintendo DS,0.82,2006,1,0,27.95,71,2,1,0,0,1,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",PokÇmon Battle Revolution,"Action, Strategy",Nintendo Wii,0.81,2006,1,0,39.95,53,0,4,1,0,0,0,0,0
"Electronic Arts, Inc., Electronic Arts K.K.",Medal of Honor: Heroes,Action,Sony PSP,0.81,2006,1,0,14.95,71,2,1,1,0,1,0,0,0
"Namco Bandai Games America Inc., Sony Computer Entertainment Europe Ltd.",Tekken: Dark Resurrection,Action,Sony PSP,0.81,2006,1,1,17.95,88,2,1,1,0,1,0,0,0
"Electronic Arts, Inc., Electronic Arts K.K., Electronic Arts Ltd.",Need for Speed: Carbon,Racing / Driving,X360,0.78,2006,1,0,16.95,77,1,2,1,1,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Mario vs. Donkey Kong 2: March of the Minis,Action,Nintendo DS,0.77,2006,1,0,27.95,76,2,1,0,0,1,0,0,0
"SEGA Europe Ltd., SEGA of America, Inc.",Sonic Rivals,"Action, Racing / Driving",Sony PSP,0.76,2006,0,0,17.95,64,2,1,0,0,1,0,0,0
THQ Inc.,Disney/Pixar Cars,Racing / Driving,Sony PSP,0.71,2006,0,0,12.95,70,2,4,0,1,1,0,0,1
"Electronic Arts, Inc.",NCAA Football 07,Sports,X360,0.7,2006,1,0,4.95,79,1,2,1,1,0,0,0,1
"Midway Home Entertainment, Inc., Midway Games Ltd.",Mortal Kombat: Unchained,Action,Sony PSP,0.67,2006,0,1,17.95,70,2,2,1,0,1,0,0,0
THQ Inc.,MX vs. ATV: On the Edge,"Racing / Driving, Sports",Sony PSP,0.67,2006,1,0,16.95,68,2,1,1,0,1,0,0,0
"Ubisoft, Inc.",Tom Clancy's Splinter Cell: Double Agent,Action,X360,0.67,2006,1,0,17.95,85,1,1,1,1,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Tetris DS,Strategy,Nintendo DS,0.66,2006,1,1,17.95,84,2,1,1,0,1,0,0,0
"LucasArts, TT Games Publishing Ltd",LEGO Star Wars II: The Original Trilogy,Action,Sony PSP,0.61,2006,1,0,17.95,83,2,2,1,1,1,0,0,1
Ubisoft Entertainment SA,Red Steel,Action,Nintendo Wii,0.58,2006,0,0,14.95,63,0,4,0,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Metroid Prime: Hunters,Action,Nintendo DS,0.58,2006,1,0,27.95,85,2,1,0,0,1,0,0,0
"LucasArts, TT Games Publishing Ltd",LEGO Star Wars II: The Original Trilogy,Action,X360,0.57,2006,1,0,14.95,81,1,2,0,1,0,0,0,0
2K Sports,NBA 2K7 ,Sports,X360,0.56,2006,1,0,4.95,84,1,1,0,0,0,0,0,1
"SEGA Europe Ltd., SEGA of America, Inc.",SEGA Genesis Collection,"Action, Racing / Driving, Role-Playing (RPG), Strategy",Sony PSP,0.55,2006,0,1,17.95,82,2,2,1,0,1,0,0,1
"Activision Deutschland GmbH, Activision Publishing, Inc.",Call of Duty 3,Action,PlayStation 3,0.52,2006,1,0,19.95,80,0,1,1,0,0,0,0,1
"Electronic Arts, Inc.",NBA Live 07,Sports,Sony PSP,0.51,2006,1,0,7.95,64,2,1,1,1,1,0,0,1
"MTO Co., Ltd., Ubisoft Entertainment SA, Ubisoft, Inc.",GT Pro Series,Racing / Driving,Nintendo Wii,0.49,2006,0,0,14.95,41,0,4,0,0,0,1,0,0
"Electronic Arts, Inc.",Madden NFL 07,Sports,PlayStation 3,0.49,2006,1,0,6.95,76,0,2,1,1,0,0,0,1
"THQ Asia Pacific, THQ Inc.",SpongeBob SquarePants: The Yellow Avenger,Action,Sony PSP,0.49,2006,0,0,12.95,48,2,1,1,0,1,0,0,1
"Electronic Arts, Inc.",Madden NFL 07,Sports,Nintendo Wii,0.48,2006,1,0,9.95,81,0,4,0,1,0,0,0,1
"Electronic Arts, Inc.",Fight Night Round 3,"Action, Simulation, Sports",Sony PSP,0.48,2006,1,0,16.95,74,2,2,0,0,1,0,0,1
"Electronic Arts, Inc.",Need for Speed: Carbon,Racing / Driving,PlayStation 3,0.47,2006,1,0,17.95,75,0,2,1,1,0,0,0,1
"ak tronic Software & Services GmbH, Electronic Arts, Inc.",Need for Speed: Carbon,Racing / Driving,Nintendo Wii,0.47,2006,1,0,17.95,67,0,2,0,1,0,0,0,1
THQ Inc.,WWE SmackDown vs. Raw 2007,Sports,X360,0.45,2006,1,0,12.95,81,1,4,1,1,0,0,0,1
"Electronic Arts, Inc.",Tiger Woods PGA Tour 07,Sports,X360,0.45,2006,1,0,9.95,80,1,1,0,1,0,0,0,1
Microsoft Games Studios,Viva Pi§ata,"Simulation, Strategy",X360,0.44,2006,0,0,16.95,84,1,4,1,1,0,0,0,0
THQ Inc.,SpongeBob Squarepants: Creature from the Krusty Krab,"Action, Adventure",Nintendo Wii,0.44,2006,0,0,14.95,57,0,1,0,0,0,0,0,1
"Activision Deutschland GmbH, Activision Publishing, Inc.",Tony Hawk's Project 8,Sports,Sony PSP,0.42,2006,1,0,17.95,68,2,2,1,1,1,0,0,1
"Activision Deutschland GmbH, Activision Publishing, Inc., ATVI France SARL",Tony Hawk's Project 8,Sports,X360,0.42,2006,1,0,16.95,81,1,2,1,1,0,0,0,1
"Electronic Arts Deutschland GmbH, Electronic Arts, Inc.",NBA LIVE 07 ,Sports,X360,0.42,2006,1,0,4.95,59,1,1,0,0,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",Excite Truck,Racing / Driving,Nintendo Wii,0.4,2006,1,0,19.95,72,0,2,0,0,0,0,0,0
"Natsume, Inc., Rising Star Games Ltd.",Harvest Moon DS,"Role-Playing (RPG), Simulation",Nintendo DS,0.4,2006,0,0,17.95,67,2,1,0,0,1,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Star Fox Command,Action,Nintendo DS,0.39,2006,1,0,14.95,76,2,1,1,0,1,0,0,0
"Konami Corporation, Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Metal Gear Solid: Portable Ops,"Action, Strategy",Sony PSP,0.39,2006,0,0,17.95,87,2,1,1,0,1,0,0,0
"Activision Publishing, Inc., Interchannel, Ltd.",Marvel Ultimate Alliance,"Action, Role-Playing (RPG)",Nintendo Wii,0.38,2006,0,0,17.95,73,0,4,0,1,0,0,0,1
"Ubisoft Entertainment SA, Ubisoft, Inc.",Blazing Angels: Squadrons of WWII,Action,X360,0.37,2006,0,0,16.95,66,1,2,1,0,0,0,0,1
2K Sports,Major League Baseball 2K6,Sports,X360,0.37,2006,1,0,4.95,66,1,2,0,1,0,0,0,1
"Electronic Arts, Inc.",NCAA Football 07,Sports,Sony PSP,0.36,2006,1,0,9.95,75,2,1,0,1,1,0,0,1
SCEA,MLB 06: The Show,Sports,Sony PSP,0.35,2006,1,0,9.95,83,2,2,0,1,1,0,0,1
"D3Publisher Inc., Ubisoft Entertainment SA, Ubisoft, Inc.",Blazing Angels: Squadrons of WWII,Action,PlayStation 3,0.35,2006,0,0,16.95,67,0,2,1,0,0,0,0,1
THQ Inc.,WWE SmackDown vs. Raw 2007,Sports,Sony PSP,0.34,2006,1,0,14.95,78,2,4,1,1,1,0,0,1
"Marvelous Interactive, Inc.",Rune Factory: A Fantasy Harvest Moon,"Role-Playing (RPG), Simulation",Nintendo DS,0.34,2006,0,0,24.95,78,2,1,0,0,1,0,0,0
"Activision Publishing, Inc.",Marvel Ultimate Alliance,"Action, Role-Playing (RPG)",Sony PSP,0.34,2006,0,0,22.95,81,2,1,1,1,1,0,0,1
"Activision Publishing, Inc.",Marvel Ultimate Alliance,"Action, Role-Playing (RPG)",PlayStation 3,0.33,2006,0,0,24.95,78,0,4,1,1,0,0,0,1
"Electronic Arts, Inc.",Tiger Woods PGA Tour 07,Sports,PlayStation 3,0.32,2006,1,0,14.95,81,0,4,1,1,0,0,0,1
"Namco Bandai Games America Inc., Namco Bandai Games Inc.",Ace Combat X: Skies of Deception,"Action, Simulation",Sony PSP,0.32,2006,1,0,22.95,75,2,1,1,0,1,0,0,0
"Sony Computer Entertainment America, Inc., SCEE, Sony Computer Entertainment Europe Ltd.",Killzone: Liberation,"Action, Strategy",Sony PSP,0.32,2006,1,0,16.95,77,2,1,1,0,1,0,0,0
"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.",F.E.A.R.: First Encounter Assault Recon,Action,X360,0.32,2006,0,0,17.95,85,1,1,1,0,0,0,0,0
2K Sports,NBA 2K7,Sports,PlayStation 3,0.31,2006,1,0,7.95,80,0,7,1,1,0,0,0,1
"Activision Deutschland GmbH, Activision Publishing, Inc.",Tony Hawk's Project 8,Sports,PlayStation 3,0.3,2006,1,0,14.95,76,0,2,0,1,0,0,0,1
THQ Inc.,Avatar: The Last Airbender,Action,Nintendo DS,0.3,2006,0,0,17.95,64,2,1,0,1,1,0,0,1
"Konami Digital Entertainment Co., Ltd., Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Castlevania: Portrait of Ruin,Action,Nintendo DS,0.3,2006,1,0,17.95,85,2,1,1,0,1,0,0,0
"Eidos GmbH, Eidos, Inc., Eidos Interactive Ltd.",Hitman: Blood Money,Action,X360,0.29,2006,1,0,22.95,82,1,1,0,0,0,0,0,1
"Rockstar Games, Inc.",Rockstar Games presents Table Tennis,Sports,X360,0.28,2006,0,0,9.95,81,1,2,1,0,0,0,0,1
"Atlus Co., Ltd., Atlus U.S.A., Inc., Nintendo of Europe GmbH",Trauma Center: Second Opinion,"Action, Simulation",Nintendo Wii,0.28,2006,1,0,17.95,80,0,1,0,0,0,0,0,0
"FromSoftware, Inc., Microsoft Games Studios",Tenchu Z,Action,X360,0.28,2006,1,0,14.95,56,1,1,1,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo France SARL, Nintendo of America Inc., Nintendo of Europe GmbH",Elite Beat Agents,Action,Nintendo DS,0.27,2006,0,0,9.95,87,2,1,0,0,1,0,0,0
"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",Street Fighter Alpha 3 MAX,Action,Sony PSP,0.27,2006,1,1,14.95,80,2,1,1,0,1,0,0,0
Microsoft Games Studios,Blue Dragon,Role-Playing (RPG),X360,0.27,2006,0,0,14.95,79,1,1,0,0,0,0,0,0
"Electronic Arts, Inc.",The Lord of the Rings: The Battle for Middle Ea...,Strategy,X360,0.27,2006,1,0,19.95,79,1,1,1,1,0,0,0,0
"2K Games, Spike Co., Ltd.",Prey,Action,X360,0.27,2006,0,0,14.95,79,1,1,1,0,0,0,0,0
"Activision Asia-Pacific, Activision Publishing, Inc.",Over the Hedge,Adventure,Nintendo DS,0.26,2006,0,0,16.95,71,2,1,0,1,1,0,0,1
"Capcom Entertainment, Inc., CE Europe Ltd.",Capcom Classics Collection Reloaded,Action,Sony PSP,0.26,2006,0,1,17.95,75,2,1,1,0,1,0,0,0
"Electronic Arts, Inc.",FIFA Soccer 07,Sports,Sony PSP,0.26,2006,1,0,13.95,80,2,1,0,1,1,0,0,1
"Buena Vista Games, Inc.",Pirates of the Caribbean: Dead Man's Chest,Action,Sony PSP,0.26,2006,1,0,14.95,52,2,1,1,1,1,0,0,1
"Electronic Arts, Inc.",NHL 07 ,Sports,X360,0.26,2006,1,0,5.95,79,1,1,0,0,0,0,0,1
"Capcom Entertainment, Inc., CE Europe Ltd.",Monster Hunter Freedom,"Action, Strategy",Sony PSP,0.25,2006,0,0,12.95,71,2,1,1,0,1,0,0,0
"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",Chromehounds,"Action, Simulation, Strategy",X360,0.25,2006,0,0,14.95,71,1,1,1,0,0,0,0,0
"Atari Europe S.A.S.U., Atari, Inc., Eden Games S.A.S.",Test Drive Unlimited,Racing / Driving,X360,0.25,2006,1,0,17.95,82,1,1,1,1,0,0,0,1
"Atari, Inc.",Dragon Ball Z: Budokai Tenkaichi 2,Action,Nintendo Wii,0.24,2006,1,0,14.95,72,0,2,0,1,0,0,0,1
"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.",Dragon Quest Monsters: Joker,Role-Playing (RPG),Nintendo DS,0.24,2006,1,0,14.95,75,2,1,1,0,1,0,0,0
"D3Publisher Inc., Buena Vista Games, Inc.",Pirates of the Caribbean: Dead Man's Chest,Action,Nintendo DS,0.24,2006,1,0,11.95,63,2,1,0,1,1,0,0,1
"Electronic Arts, Inc.",NFL Street 3,"Action, Sports",Sony PSP,0.24,2006,1,0,14.95,68,2,1,1,1,1,0,0,0
"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.",Syphon Filter: Dark Mirror,Action,Sony PSP,0.24,2006,1,0,12.95,87,2,1,1,0,1,0,0,1
SCEA,NBA 07,Sports,PlayStation 3,0.23,2006,1,0,6.95,63,0,4,1,1,0,0,0,0
"Electronic Arts, Inc.",FIFA World Cup: Germany 2006,Sports,X360,0.23,2006,1,0,14.95,72,1,4,1,1,0,0,0,1
"Namco Bandai Games America Inc., SCEE, Sony Computer Entertainment Europe Ltd.",Ridge Racer 7,Racing / Driving,PlayStation 3,0.23,2006,1,0,19.95,78,0,2,1,0,0,0,0,0
THQ Inc.,The Outfit,Action,X360,0.23,2006,0,0,14.95,70,1,2,1,0,0,0,0,0
"Konami Digital Entertainment Co., Ltd., Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Elebits,Action,Nintendo Wii,0.22,2006,0,0,14.95,75,0,4,0,0,0,0,0,0
"Activision Deutschland GmbH, Activision Publishing, Inc.",Tony Hawk's Downhill Jam,"Racing / Driving, Sports",Nintendo DS,0.22,2006,1,0,14.95,76,2,1,1,0,1,0,0,1
"Electronic Arts, Inc.",The Sims 2: Pets,Simulation,Sony PSP,0.21,2006,1,0,17.95,57,2,1,0,0,1,0,0,1
"Electronic Arts, Inc.",Tiger Woods PGA Tour 07,Sports,Sony PSP,0.21,2006,1,0,12.95,78,2,1,0,1,1,0,0,1
THQ Inc.,Disney/Pixar Cars,"Action, Racing / Driving",X360,0.2,2006,0,0,16.95,65,1,2,0,1,0,0,0,1
"Atari Europe S.A.S.U., LucasArts",Thrillville,"Simulation, Strategy",Sony PSP,0.2,2006,0,0,14.95,72,2,1,1,0,1,0,0,1
"Electronic Arts, Inc., Electronic Arts K.K.",The Godfather: The Game,Action,X360,0.2,2006,0,0,17.95,77,1,1,0,1,0,0,0,1
Midway Games Ltd.,Rampage: Total Destruction,Action,Nintendo Wii,0.19,2006,1,0,16.95,46,0,4,0,0,0,0,0,1
2K Sports,College Hoops 2K7,Sports,X360,0.19,2006,1,0,6.95,82,1,4,1,1,0,0,0,1
"Ubisoft Entertainment SA, Ubisoft, Inc.",Far Cry: Instincts - Predator,Action,X360,0.19,2006,1,0,17.95,78,1,4,1,0,0,0,0,0
"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",Full Auto,"Action, Racing / Driving",X360,0.19,2006,0,0,16.95,70,1,2,1,0,0,0,0,0
"Majesco Entertainment Company, Majesco Europe Ltd.",Age of Empires: The Age of Kings,Strategy,Nintendo DS,0.19,2006,1,0,17.95,80,2,1,0,0,1,0,0,0
"Electronic Arts, Inc.",Need for Speed: Carbon - Own the City,"Action, Racing / Driving",Nintendo DS,0.19,2006,1,0,14.95,70,2,1,0,0,1,0,0,1
"Ubisoft Entertainment SA, Ubisoft, Inc.",Brothers in Arms: D-Day,Action,Sony PSP,0.19,2006,1,0,6.95,65,2,1,1,0,1,0,0,0
2K Games,Family Guy Video Game!,Action,Sony PSP,0.19,2006,0,0,19.95,51,2,1,0,1,1,0,0,1
"Electronic Arts, Inc.",Superman Returns,Action,X360,0.19,2006,0,0,7.95,51,1,1,0,1,0,0,0,1
"Taito Corporation, Ubisoft Entertainment SA, Ubisoft, Inc.",Over G Fighters,Simulation,X360,0.18,2006,0,0,17.95,49,1,2,1,0,0,0,0,0
"Square Enix, Inc.",Final Fantasy XI Online,"Action, Role-Playing (RPG)",X360,0.18,2006,1,0,4.95,66,1,1,1,0,0,0,0,0
"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",Mystery Dungeon: Shiren the Wanderer,"Action, Role-Playing (RPG)",Nintendo DS,0.17,2006,0,0,17.95,69,2,1,0,0,1,0,0,0
"Capcom Co., Ltd., Capcom U.S.A., Inc., CE Europe Ltd.",Phoenix Wright: Ace Attorney - Justice for All,"Adventure, Simulation",Nintendo DS,0.17,2006,1,0,13.95,76,2,1,0,0,1,0,0,0
Warner Bros. Interactive Entertainment Inc.,Justice League Heroes,Action,Sony PSP,0.17,2006,0,0,17.95,72,2,1,0,1,1,0,0,1
"Marvelous Interactive, Inc., XSEED Games",Valhalla Knights,"Action, Role-Playing (RPG)",Sony PSP,0.17,2006,0,0,16.95,53,2,1,0,0,1,0,0,0
"Sony Computer Entertainment America, Inc., SCEE, Sony Computer Entertainment Europe Ltd.",Genji: Days of the Blade,"Action, Role-Playing (RPG)",PlayStation 3,0.17,2006,1,0,14.95,55,0,1,0,0,0,0,0,0
2K Sports,Top Spin 2,Sports,X360,0.16,2006,1,0,12.95,75,1,4,1,1,0,0,0,0
"Sony Online Entertainment Inc., Ubisoft Entertainment SA",Field Commander,Strategy,Sony PSP,0.16,2006,0,0,14.95,77,2,2,1,0,1,0,0,0
"Nintendo of America Inc., Nintendo of Europe GmbH, Square Enix Co., Ltd.",Children of Mana,"Action, Role-Playing (RPG)",Nintendo DS,0.16,2006,1,0,16.95,65,2,1,0,0,1,0,0,0
