Publisher,Title,Genre,Console,USSales,YearReleased,Sequel,ReRelease,Usedprice,Review Score,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform
"Electronic Arts, Inc.",Harry Potter and the Order of the Phoenix,Action,Sony PSP,0.1,2007,1,0,16.95,52,3,1,1,1,1,0,0,1
"Destination Software, Inc.",Hot Wheels: Ultimate Racing,"Action, Racing / Driving",Sony PSP,0.1,2007,0,0,17.95,60,3,1,1,1,1,0,0,0
KOEI Ltd.,Bladestorm: The Hundred Years' War,"Action, Role-Playing (RPG), Strategy",PlayStation 3,0.1,2007,0,0,44.95,58,1,1,0,0,0,0,0,1
"Ubisoft Entertainment SA, Ubisoft, Inc.",Surf's Up,Sports,X360,0.09,2007,0,0,17.95,61,2,4,0,1,0,0,0,1
"Destination Software, Inc.",Uno / Skip-Bo / Uno Freefall,Strategy,Nintendo DS,0.09,2007,0,0,17.95,59,3,2,0,1,1,0,0,0
"Ubisoft Entertainment SA, Ubisoft, Inc.",Blazing Angels 2: Secret Missions of WWII,Action,X360,0.09,2007,1,0,16.95,72,2,2,1,0,0,0,0,1
Namco Bandai Games America Inc.,InuYasha: Secret of the Divine Jewel,Role-Playing (RPG),Nintendo DS,0.09,2007,0,0,24.95,46,3,1,0,1,1,0,0,0
"ak tronic Software & Services GmbH, Ubisoft Entertainment SA",The Settlers,Strategy,Nintendo DS,0.09,2007,0,1,17.95,39,3,1,0,0,1,0,0,0
"Activision Publishing, Inc.",Shrek the Third,Action,Sony PSP,0.09,2007,1,0,22.95,57,3,1,0,1,1,0,0,1
"THQ Inc., THQ International Ltd.",Ratatouille,Action,PlayStation 3,0.09,2007,0,0,17.95,55,1,1,0,1,0,0,0,1
"Activision Publishing, Inc., Activision Value Publishing, Inc.",Soldier of Fortune: Payback,Action,PlayStation 3,0.09,2007,1,0,14.95,50,1,1,1,0,0,0,0,0
"Codemasters Software Company Limited, The",Heatseeker,Action,Nintendo Wii,0.09,2007,0,0,17.95,62,1,1,0,1,0,0,0,1
Take-Two Interactive Software Europe Ltd.,NHL 2K8,Sports,PlayStation 3,0.08,2007,1,0,9.95,74,1,7,1,1,0,0,0,1
"Electronic Arts, Inc.",NCAA March Madness 08,Sports,PlayStation 3,0.08,2007,1,0,12.95,67,1,4,0,1,0,0,0,0
2K Games,Fantastic Four: Rise of the Silver Surfer,Action,X360,0.08,2007,1,0,14.95,45,2,4,0,1,0,0,0,1
"SouthPeak Games, SouthPeak Interactive, LLC",Monster Madness: Battle for Suburbia,Action,X360,0.08,2007,0,0,14.95,55,2,4,1,0,0,0,0,0
"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Pro Evolution Soccer 2008,Sports,X360,0.08,2007,1,0,14.95,76,2,4,1,0,0,0,0,1
"Ubisoft, Inc.",Blazing Angels 2: Secret Missions of WWII,Action,PlayStation 3,0.08,2007,1,0,22.95,70,1,2,1,0,0,0,0,1
"Majesco Entertainment Company, Majesco Europe Ltd.",Cake Mania,Action,Nintendo DS,0.08,2007,0,0,16.95,55,3,1,0,0,1,0,0,0
"Marvelous Entertainment Inc., Natsume, Inc., Rising Star Games Ltd.",River King: Mystic Valley,"Adventure, Simulation, Sports",Nintendo DS,0.08,2007,0,0,24.95,54,3,1,1,0,1,0,0,0
"505 Games S.R.L., Atlus U.S.A., Inc., Success Corp.",Touch Detective 2 1/2,Adventure,Nintendo DS,0.08,2007,1,0,14.95,67,3,1,0,0,1,0,0,0
"Codemasters Software Company Limited, The, MumboJumbo, LLC",7 Wonders of the Ancient World,Strategy,Sony PSP,0.08,2007,0,0,17.95,51,3,1,0,0,1,0,0,1
"Konami Digital Entertainment, Inc.",Brooktown High,Simulation,Sony PSP,0.08,2007,0,0,16.95,51,3,1,0,0,1,0,0,0
"SEGA Europe Ltd., SEGA of America, Inc.",Crush,Action,Sony PSP,0.08,2007,0,0,16.95,83,3,1,0,0,1,0,0,0
"Red Mile Entertainment, Inc.",Jackass: The Game,Action,Sony PSP,0.08,2007,0,0,17.95,58,3,1,0,1,1,0,0,1
"Electronic Arts, Inc.",The Sims 2: Castaway,Simulation,Sony PSP,0.08,2007,1,0,17.95,64,3,1,0,0,1,0,0,1
"Atari Europe S.A.S.U., Atari, Inc.",Test Drive Unlimited,Racing / Driving,Sony PSP,0.08,2007,1,0,17.95,80,3,1,0,1,1,0,0,1
LucasArts,Thrillville: Off the Rails,"Simulation, Strategy",Sony PSP,0.08,2007,1,0,16.95,72,3,1,1,0,1,0,0,1
"AQ Interactive, Inc., Ubisoft Entertainment SA, XSEED Games",Victorious Boxers: Revolution,"Action, Simulation, Sports",Nintendo Wii,0.08,2007,1,0,24.95,59,1,1,0,1,0,0,0,0
KOEI Ltd.,Bladestorm: The Hundred Years' War,"Action, Role-Playing (RPG), Strategy",X360,0.08,2007,0,0,34.95,63,2,1,0,0,0,0,0,1
Warner Bros. Interactive Entertainment Inc.,Looney Tunes: Acme Arsenal,Action,X360,0.07,2007,0,0,17.95,40,2,4,0,1,0,0,0,1
"SEGA Europe Ltd., SEGA of America, Inc.",SEGA Rally Revo,"Racing / Driving, Simulation",PlayStation 3,0.07,2007,1,0,16.95,75,1,2,1,0,0,0,0,0
"Konami Digital Entertainment, Inc.",Death Jr. and the Science Fair of Doom,Action,Nintendo DS,0.07,2007,1,0,12.95,47,3,1,0,0,1,0,0,0
"Ghostlight Ltd., Interchannel, Ltd., Secret Stash Games, THQ Inc.",Glory Days 2,"Action, Strategy",Nintendo DS,0.07,2007,1,0,10.95,73,3,1,0,1,1,0,0,0
Destineer,Indianapolis 500 Legends,Racing / Driving,Nintendo DS,0.07,2007,0,0,16.95,51,3,1,0,1,1,0,0,0
"Atari, Inc.",Jenga World Tour,Strategy,Nintendo DS,0.07,2007,0,0,13.95,32,3,1,0,1,1,0,0,1
Majesco Entertainment Company,Operation: Vietnam,Action,Nintendo DS,0.07,2007,0,0,17.95,65,3,1,0,0,1,0,0,0
THQ Inc.,Worms: Open Warfare 2,"Action, Strategy",Nintendo DS,0.07,2007,1,0,17.95,81,3,1,1,0,1,0,0,1
"SEGA of America, Inc.",Alien Syndrome,Action,Sony PSP,0.07,2007,1,0,12.95,51,3,1,1,0,1,0,0,1
"Midway Home Entertainment, Inc., Midway Games Ltd.",BlackSite: Area 51,Action,PlayStation 3,0.07,2007,1,0,17.95,56,1,1,1,0,0,0,0,1
"The American Game Factory, Inc., The Game Factory ApS",Code Lyoko: Quest for Infinity,Action,Nintendo Wii,0.07,2007,0,0,17.95,58,1,1,0,1,0,0,0,0
"Tecmo, Inc.",Super Swing Golf Season 2,Sports,Nintendo Wii,0.07,2007,1,0,19.95,70,1,1,0,0,0,0,0,0
"Ubisoft Entertainment SA, Ubisoft, Inc.",CSI: Crime Scene Investigation - Hard Evidence,Adventure,X360,0.07,2007,0,0,19.95,48,2,1,0,1,0,0,0,1
Empire Interactive Entertainment,FlatOut: Ultimate Carnage,Racing / Driving,X360,0.07,2007,1,0,16.95,80,2,1,1,0,0,0,0,0
"Atlus U.S.A., Inc., TAKARATOMY",Zoids Assault,"Role-Playing (RPG), Strategy",X360,0.07,2007,0,0,17.95,46,2,1,0,1,0,0,0,0
"SEGA Europe Ltd., SEGA of America, Inc.",Alien Syndrome,Action,Nintendo Wii,0.06,2007,0,1,12.95,48,1,4,0,0,0,0,0,1
THQ Inc.,Tetris Evolution,Strategy,X360,0.06,2007,1,0,17.95,52,2,4,1,0,0,0,0,0
"Destination Software, Inc., White Park Bay Software Ltd",Showtime Championship Boxing,"Action, Sports",Nintendo Wii,0.06,2007,0,0,12.95,35,1,2,0,1,0,0,0,0
"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.",Heroes of Mana,Strategy,Nintendo DS,0.06,2007,1,0,24.95,66,3,1,0,0,1,0,0,0
Midway Games Ltd.,Myst,Adventure,Nintendo DS,0.06,2007,0,1,24.95,43,3,1,0,0,1,0,0,0
"Konami Digital Entertainment Co., Ltd., Konami Digital Entertainment, Inc.",Coded Arms: Contagion,Action,Sony PSP,0.06,2007,1,0,14.95,56,3,1,0,0,1,0,0,0
Oxygen Interactive Software Ltd.,King of Clubs,Sports,Nintendo Wii,0.06,2007,0,0,14.95,35,1,1,0,0,0,0,0,0
"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.",F.E.A.R. Files,Action,X360,0.06,2007,1,0,17.95,66,2,1,1,0,0,0,0,0
"Atlus U.S.A., Inc., Noise Factory",Ontamarama,Action,Nintendo DS,0.05,2007,0,0,17.95,71,3,1,0,0,1,0,0,0
"Eidos, Inc., Eidos Interactive Ltd.",Pony Friends,Simulation,Nintendo DS,0.05,2007,0,0,17.95,67,3,1,0,0,1,0,0,0
"Namco Bandai Games Inc., XSEED Games",Retro Game Challenge,"Action, Racing / Driving, Role-Playing (RPG)",Nintendo DS,0.05,2007,0,1,17.95,77,3,1,0,1,1,0,0,0
"Midway Home Entertainment, Inc., Midway Games Ltd.",Ultimate Mortal Kombat 3,Action,Nintendo DS,0.05,2007,1,1,23.95,73,3,1,0,0,1,0,0,0
THQ Inc.,"Warhammer 40,000: Squad Command",Strategy,Nintendo DS,0.05,2007,0,0,17.95,57,3,1,0,1,1,0,0,1
THQ Inc.,Juiced 2: Hot Import Nights,Racing / Driving,Sony PSP,0.05,2007,1,0,16.95,73,3,1,0,0,1,0,0,1
"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.",Pursuit Force: Extreme Justice,"Action, Racing / Driving",Sony PSP,0.05,2007,1,0,14.95,73,3,1,0,0,1,0,0,0
"Atari, Inc.",Jenga World Tour,Strategy,Nintendo Wii,0.05,2007,0,0,16.95,26,1,1,0,1,0,0,0,1
"ak tronic Software & Services GmbH, Electronic Arts, Inc.",Medal of Honor: Vanguard,Action,Nintendo Wii,0.05,2007,1,0,17.95,56,1,1,0,0,0,0,0,1
"Activision Publishing, Inc., Activision Value Publishing, Inc.",World Series of Poker 2008: Battle for the Brac...,Simulation,X360,0.05,2007,1,0,19.95,74,2,1,0,1,0,0,0,1
Konami Digital Entertainment GmbH,Pro Evolution Soccer 2008,Sports,PlayStation 3,0.04,2007,1,0,17.95,74,1,7,1,0,0,0,0,1
THQ Inc.,Worms: Open Warfare 2,"Action, Strategy",Sony PSP,0.04,2007,1,0,17.95,80,3,4,1,0,1,0,0,1
"Ubisoft Entertainment SA, Ubisoft, Inc.",Surf's Up,Sports,PlayStation 3,0.04,2007,0,0,17.95,59,1,4,0,1,0,0,0,1
2K Games,Fantastic Four: Rise of the Silver Surfer,Action,Nintendo Wii,0.04,2007,1,0,12.95,39,1,4,0,1,0,0,0,1
"Ubisoft Entertainment SA, Ubisoft, Inc.",Brothers in Arms DS,Action,Nintendo DS,0.04,2007,0,0,17.95,72,3,1,0,0,1,0,0,0
"Ignition Entertainment Ltd. USA, Rising Star Games Ltd.",Bubble Bobble Double Shot,Action,Nintendo DS,0.04,2007,0,1,17.95,50,3,1,0,0,1,0,0,0
2K Games,Fantastic Four: Rise of the Silver Surfer,Action,Nintendo DS,0.04,2007,1,0,14.95,35,3,1,0,1,1,0,0,1
"Destination Software, Inc., White Park Bay Software Ltd",Showtime Championship Boxing,"Action, Sports",Nintendo DS,0.04,2007,0,0,7.95,33,3,1,0,1,1,0,0,0
"Eidos Interactive Ltd., Secret Stash Games",Zendoku,"Role-Playing (RPG), Strategy",Nintendo DS,0.04,2007,0,0,16.95,68,3,1,0,0,1,0,0,0
"Codemasters Software Company Limited, The, Red Mile Entertainment, Inc.",Heatseeker,Action,Sony PSP,0.04,2007,0,0,12.95,49,3,1,0,1,1,0,0,1
"Rockstar Games, Inc.",Manhunt 2,Action,Sony PSP,0.04,2007,1,0,7.95,69,3,1,0,0,1,0,0,1
"Sierra Entertainment, Inc.",SWAT: Target Liberty,"Action, Strategy",Sony PSP,0.04,2007,0,0,12.95,50,3,1,0,0,1,0,0,0
"Conspiracy Entertainment Corp., Popcorn Arcade",Anubis II,Action,Nintendo Wii,0.04,2007,1,0,9.95,19,1,1,0,0,0,0,0,0
THQ Inc.,Barnyard,"Action, Adventure",Nintendo Wii,0.04,2007,0,0,17.95,65,1,1,0,1,0,0,0,1
"Eidos Interactive Ltd., Secret Stash Games",Escape from Bug Island,Action,Nintendo Wii,0.04,2007,0,0,14.95,37,1,1,0,0,0,0,0,0
"Compile Heart Co., Ltd., Conspiracy Entertainment Corp.",Octomania,"Action, Strategy",Nintendo Wii,0.04,2007,0,0,14.95,66,1,1,0,0,0,0,0,0
"Activision Value Publishing, Inc.",Cabela's Big Game Hunter,"Simulation, Sports",X360,0.04,2007,1,0,19.95,51,2,1,0,1,0,0,0,1
"Electronic Arts, Inc.",UEFA Champions League 2006-2007,Sports,X360,0.03,2007,0,0,6.95,72,2,4,1,1,0,0,0,1
"Sierra Entertainment, Inc.",Aliens Vs Predator: Requiem,Action,Sony PSP,0.03,2007,1,0,17.95,49,3,2,1,1,1,0,0,0
"Sony Computer Entertainment America, Inc.",NBA 08,Sports,Sony PSP,0.03,2007,1,0,7.95,75,3,2,1,1,1,0,0,0
"505 GameStreet, Aksys Games, Arc System Works Co., Ltd.",Guilty Gear XX ? Core,Action,Nintendo Wii,0.03,2007,1,0,24.95,75,1,2,0,0,0,0,0,1
"Square Enix, Inc., Square Enix, Ltd., Taito Corporation",Arkanoid DS,Strategy,Nintendo DS,0.03,2007,0,1,16.95,61,3,1,1,0,1,0,0,0
"Destination Software, Inc.",Battleship / Connect Four / Sorry! / Trouble,Strategy,Nintendo DS,0.03,2007,0,0,17.95,55,3,1,0,1,1,0,0,0
The Game Factory ApS,Code Lyoko,"Action, Adventure",Nintendo DS,0.03,2007,0,0,11.95,63,3,1,0,1,1,0,0,0
THQ Inc.,Drake & Josh: Talent Showdown,"Action, Adventure",Nintendo DS,0.03,2007,0,0,15.95,43,3,1,0,1,1,0,0,0
KOEI Corporation,Dynasty Warriors DS: Fighter's Battle,"Action, Strategy",Nintendo DS,0.03,2007,1,0,14.95,56,3,1,0,0,1,0,0,0
"Electronic Arts, Inc.",Orcs & Elves,"Action, Role-Playing (RPG)",Nintendo DS,0.03,2007,0,0,14.95,68,3,1,0,0,1,0,0,0
"Eidos Interactive Ltd., Secret Stash Games",Prism: Light the Way,"Action, Strategy",Nintendo DS,0.03,2007,0,0,16.95,73,3,1,0,0,1,0,0,0
"D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Dead Head Fred,Action,Sony PSP,0.03,2007,0,0,12.95,75,3,1,0,0,1,0,0,0
"Ubisoft Entertainment SA, Ubisoft, Inc.",Driver '76,"Action, Racing / Driving",Sony PSP,0.03,2007,1,0,17.95,57,3,1,1,0,1,0,0,0
"Atari Europe S.A.S.U., Atari, Inc.",Hot Pixel,Action,Sony PSP,0.03,2007,0,0,8.95,55,3,1,0,0,1,0,0,0
Namco Bandai Games America Inc.,The Legend of Heroes III: Song of the Ocean,Role-Playing (RPG),Sony PSP,0.03,2007,1,0,17.95,58,3,1,0,0,1,0,0,0
"SEGA Europe Ltd., SEGA of America, Inc.",SEGA Rally Revo,"Racing / Driving, Simulation",Sony PSP,0.03,2007,1,0,16.95,74,3,1,1,0,1,0,0,1
"Eidos, Inc., Eidos Interactive Ltd.",Bionicle Heroes,Action,Nintendo Wii,0.03,2007,0,0,17.95,52,1,1,0,1,0,0,0,1
"Electronic Arts, Inc.",Burnout Dominator,"Action, Racing / Driving",Sony PSP,0.02,2007,1,0,17.95,76,3,4,1,0,1,0,0,1
"Destination Software, Inc., White Park Bay Software Ltd",Balls of Fury,"Action, Sports",Nintendo Wii,0.02,2007,0,0,9.95,19,1,2,0,1,0,0,0,1
"KOEI Co., Ltd.",Samurai Warriors 2: Empires,"Action, Role-Playing (RPG), Strategy",X360,0.02,2007,0,0,19.95,53,2,2,0,0,0,0,0,1
"Destination Software, Inc., ZOO Digital Publishing Ltd",B-17: Fortress in the Sky,Action,Nintendo DS,0.02,2007,0,0,12.95,38,3,1,0,0,1,0,0,0
"Buena Vista Games, Inc., Disney Interactive Studios",Meteos: Disney Magic,Strategy,Nintendo DS,0.02,2007,1,0,12.95,74,3,1,0,1,1,0,0,0
Majesco Entertainment Company,Turn It Around,"Racing / Driving, Sports",Nintendo DS,0.02,2007,0,0,9.95,39,3,1,0,0,1,0,0,0
"D3Publisher Inc., D3Publisher of Europe Ltd.",Cube,Strategy,Sony PSP,0.02,2007,0,0,17.95,60,3,1,1,0,1,0,0,0
"KOEI Ltd., Nippon Ichi Software Inc.",Dragoneer's Aria,Role-Playing (RPG),Sony PSP,0.02,2007,0,0,24.95,56,3,1,1,0,1,0,0,0
Namco Bandai Games America Inc.,The Fast and the Furious,Racing / Driving,Sony PSP,0.02,2007,0,0,22.95,58,3,1,0,1,1,0,0,0
"Atlus U.S.A., Inc., Irem Software Engineering, Inc.",R-Type Command,Strategy,Sony PSP,0.02,2007,1,0,14.95,69,3,1,0,0,1,0,0,0
"SEGA Europe Ltd., SEGA of America, Inc.",Virtua Tennis 3,Sports,Sony PSP,0.02,2007,1,0,16.95,79,3,1,0,1,1,0,0,1
"SEGA Europe Ltd., SEGA of America, Inc.",Virtua Tennis 3,Sports,X360,0.01,2007,1,0,14.95,80,2,4,1,1,0,0,0,1
"Destination Software, Inc.",Balls of Fury,"Action, Sports",Nintendo DS,0.01,2007,0,0,9.95,62,3,1,0,1,1,0,0,1
"Square Enix Co., Ltd., Square Enix, Inc.",Front Mission,Strategy,Nintendo DS,0.01,2007,0,0,17.95,72,3,1,0,0,1,0,0,0
"Konami of Europe GmbH, Konami Digital Entertainment, Inc.",Konami Classics Series: Arcade Hits,"Action, Racing / Driving, Sports",Nintendo DS,0.01,2007,0,1,17.95,76,3,1,0,0,1,0,0,0
"Konami Digital Entertainment Co., Ltd., Konami of Europe GmbH, Konami Digital Entertainment, Inc.",Lost in Blue 2,Role-Playing (RPG),Nintendo DS,0.01,2007,1,0,17.95,58,3,1,0,0,1,0,0,0
"Majesco Entertainment Company, Majesco Europe Ltd.",Nancy Drew: The Deadly Secret of Olde World Park,Adventure,Nintendo DS,0.01,2007,0,0,17.95,64,3,1,0,1,1,0,0,0
"Secret Stash Games, Success Corp.",Nervous Brickdown,Action,Nintendo DS,0.01,2007,0,0,17.95,70,3,1,0,0,1,0,0,0
"Destination Software, Inc.",Original Frisbee Disc Sports: Ultimate & Golf,Sports,Nintendo DS,0.01,2007,0,0,9.95,31,3,1,0,1,1,0,0,0
"Destination Software, Inc., White Park Bay Software Ltd",Sea Monsters: A Prehistoric Adventure,"Action, Educational",Nintendo DS,0.01,2007,0,0,13.95,43,3,1,0,1,1,0,0,0
"SEGA Europe Ltd., SEGA of America, Inc.",After Burner: Black Falcon,Action,Sony PSP,0.01,2007,1,0,19.95,73,3,1,1,0,1,0,0,0
"Capcom Entertainment, Inc., CE Europe Ltd.",Capcom Puzzle World,Strategy,Sony PSP,0.01,2007,0,1,19.95,65,3,1,1,0,1,0,0,0
"D3Publisher Inc., D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Puzzle Quest: Challenge of the Warlords,"Role-Playing (RPG), Strategy",Sony PSP,0.01,2007,0,0,17.95,84,3,1,1,0,1,0,0,1
Namco Bandai Games America Inc.,Smash Court Tennis 3,Sports,Sony PSP,0.01,2007,1,0,19.95,68,3,1,0,1,1,0,0,1
"Eidos, Inc.",Traxxpad: Portable Studio,"Educational, Simulation",Sony PSP,0.01,2007,0,0,17.95,78,3,1,1,0,1,0,0,0
"Electronic Arts, Inc.",UEFA Champions League 2006-2007,Sports,Sony PSP,0.01,2007,1,0,14.95,71,3,1,1,1,1,0,0,1
"Konami Digital Entertainment, Inc.",Winx Club: Join the Club,"Action, Racing / Driving, Strategy",Sony PSP,0.01,2007,0,0,17.95,30,3,1,0,1,1,0,0,0
Ubisoft Entertainment SA,Driver: Parallel Lines,"Action, Racing / Driving",Nintendo Wii,0.01,2007,1,0,24.95,59,1,1,0,0,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",Mario Kart Wii,Racing / Driving,Nintendo Wii,12.39,2008,1,0,29.95,82,2,4,1,0,0,0,0,0
"Rockstar Games, Inc.",Grand Theft Auto IV,"Action, Racing / Driving",X360,5.76,2008,1,0,24.95,98,3,1,1,0,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Super Smash Bros.: Brawl,Action,Nintendo Wii,5.71,2008,1,0,39.95,93,2,6,1,0,0,0,0,0
"Activision Publishing, Inc.",Call of Duty: World at War,Action,X360,4.58,2008,1,0,29.95,84,3,4,1,0,0,0,0,1
"Rockstar Games, Inc.",Grand Theft Auto IV,"Action, Racing / Driving",PlayStation 3,3.91,2008,1,0,24.95,98,2,1,1,0,0,0,0,1
Microsoft Games Studios,Gears of War 2,Action,X360,3.9,2008,1,0,24.95,93,3,2,1,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc.",PokÇmon: Platinum Version,"Adventure, Role-Playing (RPG)",Nintendo DS,2.86,2008,1,0,27.95,83,4,1,0,0,1,0,0,0
"Konami Digital Entertainment Co., Ltd., Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Metal Gear Solid 4: Guns of the Patriots,Action,PlayStation 3,2.58,2008,1,0,22.95,94,2,1,1,0,0,0,0,0
Microsoft Games Studios,Fable II,Role-Playing (RPG),X360,2.55,2008,1,0,17.95,89,3,1,1,0,0,0,0,0
"Activision Publishing, Inc.",Call of Duty: World at War,Action,PlayStation 3,2.53,2008,1,0,29.95,85,2,4,1,0,0,0,0,1
"Activision Publishing, Inc., RedOctane, Inc.",Guitar Hero: World Tour,"Action, Simulation",Nintendo Wii,2.47,2008,1,0,17.95,86,2,4,1,0,0,0,0,1
"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",LittleBigPlanet,Action,PlayStation 3,2.46,2008,0,0,24.95,95,2,4,1,0,0,0,0,0
"Bethesda Softworks LLC, ZeniMax Europe Ltd.",Fallout 3,"Action, Role-Playing (RPG)",X360,2.44,2008,1,0,17.95,93,3,1,0,0,0,0,0,1
"LucasArts, TT Games Publishing Ltd",LEGO Indiana Jones: The Original Adventures,Action,X360,2.42,2008,0,0,9.95,77,3,2,0,1,0,0,0,1
Valve Corporation,Left 4 Dead,Action,X360,2.39,2008,0,0,19.95,89,3,2,1,0,0,0,0,0
"Electronic Arts, Inc.",Madden NFL 09,Sports,X360,2.33,2008,1,0,14.95,83,3,4,1,1,0,0,0,1
"Activision Publishing, Inc., RedOctane, Inc.",Guitar Hero: On Tour,"Action, Simulation",Nintendo DS,2.22,2008,1,0,14.95,71,4,1,0,0,1,0,0,0
"Activision Deutschland GmbH, Activision Publishing, Inc.",Kung Fu Panda,Action,X360,2.04,2008,0,0,9.95,75,3,4,0,1,0,0,0,1
MTV Games,Rock Band 2,"Action, Simulation",X360,1.85,2008,1,0,19.95,92,3,4,1,0,0,0,0,1
"SEGA Europe Ltd., SEGA of America, Inc.",Sega Superstars Tennis,Sports,X360,1.84,2008,0,0,9.95,67,3,4,1,0,0,0,0,1
"Activision Publishing, Inc., Activision (UK) Limited, RedOctane, Inc.",Guitar Hero: World Tour,"Action, Simulation",X360,1.78,2008,1,0,16.95,85,3,4,1,0,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Animal Crossing: City Folk,Simulation,Nintendo Wii,1.78,2008,1,0,29.95,73,2,1,1,0,0,0,0,0
"Nintendo Co., Ltd., SEGA of America, Inc.",Mario & Sonic at the Olympic Games,"Action, Sports",Nintendo DS,1.74,2008,0,0,24.95,70,4,1,1,1,1,0,0,1
"Electronic Arts, Inc.",Madden NFL 09,Sports,PlayStation 3,1.66,2008,1,0,14.95,85,2,4,1,1,0,0,0,1
"TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.",LEGO Batman: The Videogame,Action,X360,1.64,2008,0,0,14.95,76,3,2,0,1,0,0,0,1
"Ubisoft, Inc.",Tom Clancy's Rainbow Six: Vegas 2,Action,X360,1.61,2008,1,0,16.95,82,3,2,1,1,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Kirby Super Star Ultra,Action,Nintendo DS,1.6,2008,1,0,24.95,76,4,1,0,0,1,0,0,0
LucasArts,Star Wars: The Force Unleashed,Action,X360,1.59,2008,0,0,16.95,73,3,1,0,1,0,0,0,1
"Sony Computer Entertainment America, Inc., SCEE, Sony Computer Entertainment Europe Ltd.",God of War: Chains of Olympus,Action,Sony PSP,1.54,2008,1,0,17.95,91,4,1,0,0,1,0,0,0
"Bethesda Softworks LLC, ZeniMax Europe Ltd.",Fallout 3,"Action, Role-Playing (RPG)",PlayStation 3,1.48,2008,1,0,17.95,90,2,1,0,0,0,0,0,1
"Disney Interactive Studios, Disney Interactive Studios Japan",Pure,"Racing / Driving, Sports",X360,1.43,2008,0,0,12.95,85,3,1,1,0,0,0,0,1
"LucasArts, TT Games Publishing Ltd",LEGO Indiana Jones: The Original Adventures,Action,Nintendo Wii,1.42,2008,0,0,16.95,78,2,2,0,1,0,0,0,1
MTV Games,Rock Band,"Action, Simulation",Nintendo Wii,1.4,2008,0,0,17.95,92,2,2,0,0,0,0,0,1
"ak tronic Software & Services GmbH, TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.",LEGO Batman: The Videogame,"Action, Racing / Driving",Nintendo DS,1.39,2008,0,0,17.95,72,4,1,0,1,1,0,0,1
THQ Inc.,Saints Row 2,"Action, Racing / Driving",X360,1.39,2008,1,0,17.95,81,3,1,1,0,0,0,0,1
"ak tronic Software & Services GmbH, TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.",LEGO Batman: The Videogame,Action,Nintendo Wii,1.32,2008,0,0,17.95,74,2,2,0,1,0,0,0,1
"Activision Publishing, Inc.",Call of Duty: World at War,Action,Nintendo Wii,1.17,2008,1,0,29.95,83,2,2,1,0,0,0,0,1
"ak tronic Software & Services GmbH, Hudson Entertainment, Inc.",Deca Sports,"Racing / Driving, Sports",Nintendo Wii,1.16,2008,0,0,17.95,50,2,4,0,0,0,0,0,0
"Rockstar Games, Inc.",Midnight Club: Los Angeles,Racing / Driving,X360,1.15,2008,1,0,22.95,81,3,1,1,1,0,0,0,1
"Midway Games, Inc.",Mortal Kombat vs. DC Universe,Action,PlayStation 3,1.13,2008,1,0,24.95,76,2,2,1,1,0,0,0,1
"Electronic Arts, Inc.",Army of Two,Action,X360,1.12,2008,0,0,16.95,72,3,2,1,0,0,0,0,1
"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Resistance 2,Action,PlayStation 3,1.11,2008,1,0,24.95,87,2,2,1,0,0,0,0,0
MTV Games,Rock Band 2,"Action, Simulation",PlayStation 3,1.11,2008,1,0,24.95,91,2,1,0,0,0,0,0,1
"Rockstar Games, Inc.",Midnight Club: Los Angeles,Racing / Driving,PlayStation 3,1.09,2008,1,0,22.95,82,2,1,0,1,0,0,0,1
SEGA Europe Ltd.,Sonic Unleashed,Action,Nintendo Wii,1.09,2008,1,0,17.95,66,2,1,0,0,0,0,0,1
2K Sports,NBA 2K9 ,Sports,X360,1.07,2008,1,0,12.95,84,3,1,0,0,0,0,0,1
"Activision Publishing, Inc., RedOctane, Inc.",Guitar Hero: World Tour,"Action, Simulation",PlayStation 3,1.04,2008,1,0,17.95,84,2,4,1,0,0,0,0,1
"Activision Publishing, Inc., RedOctane, Inc.",Guitar Hero: Aerosmith,"Action, Simulation",Nintendo Wii,1.03,2008,1,0,14.95,73,2,1,1,0,0,0,0,1
