USSales,YearReleased,Sequel,ReRelease,Usedprice,ReviewScore,Lifecycle,MaxPlayers,Online,licensed,Handheld,Accessory,LtdEdition,Multiplatform
0.09,2008,1,0,17.95,70,4,1,0,0,1,0,0,0
0.09,2008,0,0,15.95,77,4,1,0,1,1,0,0,1
0.09,2008,0,0,15.95,66,4,1,1,0,1,0,0,0
0.09,2008,1,0,19.95,79,4,1,0,0,1,0,0,0
0.09,2008,1,0,16.95,69,2,1,0,0,0,0,0,0
0.09,2008,0,0,14.95,62,2,1,1,0,0,0,0,1
0.09,2008,0,1,14.95,39,2,1,0,0,0,0,0,1
0.09,2008,1,0,17.95,76,2,1,1,0,0,0,0,0
0.09,2008,1,1,17.95,70,2,1,0,0,0,0,0,1
0.09,2008,1,0,17.95,77,2,1,0,0,0,0,0,0
0.09,2008,1,0,17.95,53,2,1,0,0,0,0,0,0
0.08,2008,0,0,14.95,58,2,2,0,0,0,0,0,0
0.08,2008,1,0,14.95,44,3,2,1,1,0,0,0,1
0.08,2008,1,0,15.95,78,4,1,0,1,1,0,0,0
0.08,2008,0,0,12.95,54,4,1,0,0,1,0,0,1
0.08,2008,1,0,17.95,71,4,1,0,0,1,0,0,0
0.08,2008,1,0,24.95,75,2,1,0,1,0,0,0,0
0.07,2008,1,0,17.95,79,2,7,1,1,0,0,0,1
0.07,2008,0,0,14.95,78,2,4,0,0,0,0,0,0
0.07,2008,1,0,14.95,63,3,4,1,1,0,0,0,1
0.07,2008,1,0,12.95,68,3,2,1,0,0,0,0,1
0.07,2008,0,0,14.95,57,3,2,0,1,0,0,0,0
0.07,2008,0,0,14.95,59,3,2,0,1,0,0,0,1
0.07,2008,0,0,17.95,52,4,1,0,0,1,0,0,0
0.07,2008,1,0,24.95,82,4,1,0,0,1,0,0,0
0.07,2008,0,0,14.95,64,4,1,0,0,1,0,0,1
0.07,2008,1,0,8.95,59,4,1,0,0,1,0,0,1
0.07,2008,1,1,17.95,61,4,1,0,0,1,0,0,1
0.07,2008,0,0,17.95,33,2,1,0,0,0,0,0,0
0.07,2008,0,0,16.95,60,2,1,0,0,0,0,0,0
0.07,2008,0,0,17.95,47,3,1,1,0,0,0,0,0
0.07,2008,0,0,14.95,66,3,1,1,0,0,0,0,0
0.06,2008,1,0,14.95,55,3,4,1,0,0,0,0,1
0.06,2008,1,0,14.95,51,4,1,0,1,1,0,0,0
0.06,2008,0,0,29.95,76,4,1,0,0,1,0,0,0
0.06,2008,0,0,14.95,80,4,1,0,0,1,0,0,0
0.06,2008,0,0,14.95,63,4,1,0,0,1,0,0,0
0.06,2008,0,0,14.95,82,4,1,0,0,1,0,0,1
0.06,2008,0,0,14.95,71,4,1,0,0,1,0,0,1
0.06,2008,0,0,22.95,72,4,1,0,0,1,0,0,0
0.06,2008,0,0,7.95,48,4,1,0,1,1,0,0,0
0.06,2008,0,0,12.95,60,4,1,0,1,1,0,0,1
0.06,2008,0,0,24.95,73,4,1,0,0,1,0,0,0
0.06,2008,0,0,17.95,64,4,1,0,0,1,0,0,0
0.06,2008,1,0,17.95,63,2,1,0,1,0,0,0,1
0.06,2008,1,0,17.95,65,2,1,0,1,0,0,0,1
0.06,2008,0,0,14.95,60,2,1,0,1,0,0,0,0
0.06,2008,0,0,17.95,70,2,1,0,0,0,0,0,0
0.06,2008,1,0,14.95,65,2,1,0,1,0,0,0,1
0.06,2008,0,0,19.95,55,3,1,1,1,0,0,0,0
0.05,2008,0,0,17.95,51,2,4,1,0,0,0,0,0
0.05,2008,1,0,17.95,64,2,4,0,0,0,0,0,0
0.05,2008,1,0,14.95,80,3,4,1,1,0,0,0,1
0.05,2008,1,0,17.95,72,2,2,1,0,0,0,0,0
0.05,2008,1,0,16.95,37,2,2,0,1,0,1,0,0
0.05,2008,0,1,17.95,73,2,2,0,0,0,0,0,0
0.05,2008,0,0,22.95,71,3,2,1,0,0,0,0,0
0.05,2008,0,0,14.95,83,4,1,0,0,1,0,0,0
0.05,2008,0,0,17.95,60,4,1,0,0,1,0,0,0
0.05,2008,0,0,19.95,60,4,1,0,0,1,0,0,0
0.05,2008,0,0,12.95,44,4,1,0,1,1,0,0,0
0.05,2008,0,1,14.95,73,4,1,0,0,1,0,0,0
0.05,2008,0,0,14.95,78,4,1,0,0,1,0,0,0
0.05,2008,0,0,23.95,59,4,1,0,0,1,0,0,0
0.05,2008,0,0,17.95,66,4,1,0,0,1,0,0,0
0.05,2008,0,0,14.95,75,4,1,0,0,1,0,0,0
0.05,2008,1,0,12.95,47,4,1,1,1,1,0,0,1
0.05,2008,0,0,14.95,62,4,1,0,1,1,0,0,1
0.05,2008,1,0,23.95,72,4,1,0,0,1,0,0,1
0.05,2008,0,1,16.95,84,4,1,0,0,1,0,0,1
0.05,2008,1,0,29.95,62,2,1,0,0,0,0,0,1
0.05,2008,0,0,19.95,50,2,1,0,0,0,0,0,0
0.05,2008,1,0,17.95,46,2,1,0,1,0,0,0,0
0.05,2008,0,0,17.95,50,2,1,0,1,0,0,0,0
0.05,2008,1,0,24.95,64,3,1,1,0,0,0,0,1
0.04,2008,0,0,17.95,63,4,1,0,0,1,0,0,0
0.04,2008,0,0,24.95,69,4,1,0,0,1,0,0,0
0.04,2008,0,0,23.95,54,4,1,0,0,1,0,0,0
0.04,2008,0,0,12.95,55,4,1,0,0,1,0,0,0
0.04,2008,1,0,17.95,65,4,1,0,0,1,0,0,0
0.04,2008,0,0,13.95,67,4,1,0,1,1,0,0,0
0.04,2008,1,0,12.95,75,4,1,0,0,1,0,0,0
0.04,2008,1,0,14.95,42,4,1,1,1,1,0,0,1
0.04,2008,0,0,12.95,74,4,1,0,0,1,0,0,1
0.04,2008,1,0,19.95,68,4,1,1,1,1,0,0,1
0.04,2008,0,0,24.95,30,2,1,0,0,0,0,0,0
0.04,2008,0,0,19.95,50,2,1,0,0,0,0,0,1
0.04,2008,0,0,22.95,56,2,1,0,0,0,0,0,0
0.04,2008,0,0,17.95,56,3,1,1,0,0,0,0,0
0.03,2008,0,0,16.95,52,3,4,1,0,0,0,0,1
0.03,2008,1,0,11.95,58,4,1,0,0,1,0,0,1
0.03,2008,0,0,14.95,43,4,1,0,0,1,0,0,0
0.03,2008,1,0,14.95,70,4,1,0,0,1,0,0,0
0.03,2008,0,0,12.95,67,4,1,0,0,1,0,0,0
0.03,2008,0,0,17.95,71,4,1,0,0,1,0,0,1
0.03,2008,0,0,12.95,31,4,1,0,0,1,0,0,0
0.03,2008,0,0,14.95,77,4,1,0,0,1,0,0,0
0.03,2008,0,0,17.95,62,4,1,1,0,1,0,0,0
0.03,2008,0,0,15.95,51,2,1,0,0,0,0,0,1
0.02,2008,0,0,8.95,40,2,4,0,0,0,0,0,0
0.02,2008,0,0,17.95,64,2,2,0,0,0,0,0,1
0.02,2008,0,0,17.95,39,4,1,0,0,1,0,0,0
0.02,2008,0,0,16.95,64,4,1,0,0,1,0,0,0
0.02,2008,0,0,24.95,74,4,1,0,0,1,0,0,0
0.02,2008,0,0,11.95,55,4,1,0,0,1,0,0,0
0.02,2008,0,0,17.95,47,4,1,0,0,1,0,0,0
0.02,2008,0,0,9.95,67,4,1,0,0,1,0,0,0
0.02,2008,0,0,24.95,64,4,1,0,0,1,0,0,0
0.02,2008,0,0,14.95,79,4,1,1,0,1,0,0,1
0.02,2008,0,0,14.95,62,4,1,0,0,1,0,0,1
0.02,2008,0,0,19.95,57,2,1,0,0,0,0,0,0
0.02,2008,0,0,16.95,35,2,1,0,1,0,0,0,1
0.02,2008,1,0,7.95,62,2,1,0,0,0,0,0,1
0.02,2008,1,0,24.95,51,2,1,0,1,0,0,0,1
0.02,2008,0,0,47.95,54,3,1,0,0,0,0,0,0
0.01,2008,0,0,17.95,56,4,4,1,0,1,0,0,0
0.01,2008,0,0,14.95,48,3,4,0,0,0,0,0,0
0.01,2008,0,0,14.95,65,4,1,0,0,1,0,0,0
0.01,2008,0,0,9.95,43,4,1,0,1,1,0,0,0
0.01,2008,0,0,24.95,40,2,1,0,0,0,0,0,0
13.87,2009,1,0,39.95,80,3,4,0,0,0,0,0,0
11.35,2009,1,0,39.95,87,3,4,0,0,0,0,0,1
9.06,2009,1,0,17.95,80,3,1,0,0,0,0,0,0
8.61,2009,1,0,47.95,94,4,4,1,0,0,0,0,1
4.95,2009,1,0,49.95,94,3,4,1,0,0,0,0,1
4.36,2009,1,0,32.95,83,4,4,1,0,0,0,0,0
3.72,2009,1,1,32.95,87,5,1,0,0,1,0,0,0
3.72,2009,1,1,34.95,87,5,1,0,0,1,0,0,0
2.81,2009,1,0,29.95,90,4,1,0,0,0,0,0,1
2.79,2009,1,0,39.95,92,4,2,1,0,0,0,0,0
2.47,2009,1,0,44.95,96,3,1,1,0,0,0,0,0
2.41,2009,1,0,27.95,89,4,1,1,0,0,0,0,0
2.18,2009,1,0,29.95,91,3,1,0,0,0,0,0,1
2.16,2009,0,0,39.95,81,3,2,0,0,0,0,0,0
2.03,2009,1,0,29.95,90,5,1,0,0,1,0,0,0
1.89,2009,1,0,22.95,85,4,2,1,0,0,0,0,1
1.86,2009,0,1,27.95,91,3,1,0,0,0,0,0,0
1.82,2009,0,0,34.95,84,4,2,1,0,0,0,0,1
1.62,2009,1,0,24.95,86,3,2,1,0,0,0,0,1
1.58,2009,0,0,37.95,86,4,1,0,0,0,0,0,0
1.5,2009,1,0,19.95,83,4,2,1,1,0,0,0,1
1.46,2009,0,0,32.95,91,3,1,0,1,0,0,0,1
1.44,2009,1,0,44.95,83,3,1,0,0,0,0,0,1
1.38,2009,0,0,24.95,79,5,1,0,0,1,0,0,0
1.38,2009,1,0,22.95,91,3,1,1,0,0,0,0,0
1.29,2009,1,0,24.95,87,5,1,0,0,1,0,0,0
1.26,2009,0,0,29.95,92,4,1,0,1,0,0,0,1
1.24,2009,0,0,24.95,85,3,1,0,0,0,0,0,0
1.24,2009,1,0,17.95,82,4,1,1,0,0,0,0,0
1.09,2009,1,0,22.95,94,3,2,1,0,0,0,0,1
1.07,2009,1,0,24.95,93,4,2,1,0,0,0,0,1
1.06,2009,1,0,22.95,85,3,2,1,1,0,0,0,1
0.95,2009,1,0,24.95,89,4,6,1,1,0,0,0,1
0.95,2009,0,1,17.95,80,3,2,0,0,0,0,0,1
0.94,2009,1,0,19.95,87,4,2,1,0,0,0,0,1
0.93,2009,1,0,39.95,86,3,2,0,0,0,0,0,0
0.91,2009,1,0,24.95,89,3,4,1,0,0,0,0,1
0.91,2009,1,0,24.95,88,3,2,1,0,0,0,0,1
0.91,2009,1,0,32.95,79,3,2,0,0,0,0,0,1
0.87,2009,1,0,32.95,87,3,2,0,0,0,0,0,0
0.86,2009,1,0,29.95,82,4,4,1,1,0,0,0,1
0.85,2009,0,0,37.95,87,3,1,0,0,0,0,0,0
0.84,2009,1,0,17.95,84,4,4,1,0,0,0,0,1
0.83,2009,0,0,34.95,83,3,2,1,0,0,0,0,1
0.82,2009,0,0,24.95,78,4,1,0,0,0,0,0,1
0.78,2009,0,0,29.95,49,3,1,0,1,0,0,0,0
0.77,2009,1,0,32.95,83,3,1,0,1,0,0,0,1
0.72,2009,0,0,32.95,90,3,1,1,0,0,0,0,0
0.7,2009,1,0,17.95,84,5,1,0,0,1,0,0,0
0.69,2009,1,0,17.95,72,3,2,0,1,0,0,0,1
0.68,2009,1,0,29.95,84,3,1,1,1,0,0,0,1
0.66,2009,1,0,19.95,90,3,1,0,1,0,0,0,1
0.65,2009,1,0,24.95,73,4,4,1,1,0,0,0,1
0.65,2009,0,0,24.95,79,3,1,0,0,0,0,0,1
0.64,2009,1,0,29.95,83,4,1,1,1,0,0,0,1
0.61,2009,0,0,17.95,56,3,1,0,1,0,0,0,0
0.6,2009,1,0,44.95,90,4,4,1,1,0,0,0,1
0.59,2009,1,0,49.95,91,3,7,1,1,0,0,0,1
0.58,2009,1,0,17.95,93,5,1,0,0,1,0,0,1
0.57,2009,1,0,22.95,85,4,4,1,0,0,0,0,1
0.57,2009,0,0,17.95,82,4,1,1,0,0,0,0,1
0.56,2009,1,0,29.95,80,4,4,1,0,0,0,0,1
0.56,2009,1,0,24.95,52,5,1,0,0,1,0,0,0
0.55,2009,1,0,29.95,80,4,2,1,0,0,0,0,1
0.54,2009,1,0,26.95,58,3,1,0,1,0,0,0,1
0.53,2009,0,1,17.95,79,4,2,0,0,0,0,0,1
0.53,2009,1,0,29.95,79,3,1,0,0,0,0,0,1
0.52,2009,0,0,17.95,76,3,1,0,1,0,0,0,0
0.52,2009,1,0,44.95,88,4,1,0,0,0,0,0,1
0.5,2009,1,0,29.95,84,4,4,1,0,0,0,0,1
0.49,2009,1,0,24.95,74,3,4,1,1,0,0,0,1
0.49,2009,1,0,32.95,87,5,1,0,0,1,0,0,0
0.48,2009,1,0,32.95,81,3,6,0,0,0,0,0,1
0.48,2009,1,0,34.95,84,3,1,0,0,0,0,0,0
0.47,2009,0,0,39.95,84,4,1,1,0,0,1,0,1
0.46,2009,1,0,17.95,84,3,4,1,0,0,0,0,1
0.46,2009,0,0,17.95,83,3,1,1,0,0,0,0,1
0.46,2009,0,0,39.95,90,4,1,0,0,0,0,0,1
0.46,2009,1,0,16.95,65,4,1,1,1,0,0,0,1
0.45,2009,1,0,29.95,86,3,4,1,0,0,0,0,1
0.45,2009,1,0,24.95,81,5,1,0,0,1,0,0,0
0.45,2009,1,0,24.95,78,3,1,0,0,0,0,0,1
0.45,2009,1,0,16.95,85,4,1,1,0,0,0,0,1
0.44,2009,1,0,17.95,78,3,4,0,0,0,0,0,0
0.44,2009,1,0,27.95,75,4,2,1,0,0,0,0,0
0.43,2009,0,1,39.95,91,3,4,0,0,0,0,0,0
0.43,2009,0,0,17.95,79,4,1,1,1,0,0,0,1
0.42,2009,1,0,17.95,71,4,2,0,1,0,0,0,1
0.42,2009,1,0,17.95,72,5,1,0,0,1,0,0,0
0.42,2009,1,0,17.95,67,3,1,0,1,0,0,0,1
0.42,2009,1,0,32.95,74,3,1,0,0,0,0,0,0
0.41,2009,1,0,17.95,74,5,1,0,0,1,0,0,0
0.4,2009,1,0,44.95,88,3,7,1,1,0,0,0,1
0.4,2009,1,0,24.95,85,3,1,0,0,0,0,0,1
0.4,2009,1,0,22.95,75,4,1,0,1,0,0,0,1
0.39,2009,0,0,12.95,81,3,2,0,0,0,0,0,0
0.38,2009,1,0,17.95,54,3,1,0,1,0,0,0,1
0.38,2009,0,0,49.95,87,3,1,0,0,0,1,0,1
0.37,2009,1,0,26.95,70,3,4,0,1,0,0,0,1
0.37,2009,1,0,16.95,48,3,2,0,1,0,0,0,1
0.37,2009,1,0,22.95,63,5,1,0,0,1,0,0,0
0.37,2009,0,0,39.95,87,3,1,0,0,0,0,0,1
0.36,2009,1,0,17.95,55,4,4,1,1,0,0,0,1
0.36,2009,0,0,23.95,87,3,2,1,0,0,0,0,0
0.36,2009,1,0,17.95,70,3,2,0,1,0,0,0,0
0.36,2009,1,0,29.95,75,3,2,0,0,0,0,0,0
0.34,2009,1,0,24.95,86,3,4,0,0,0,0,0,0
0.33,2009,0,0,17.95,55,3,4,0,1,0,0,0,1
0.33,2009,0,0,44.95,86,3,2,0,0,0,1,0,1
0.33,2009,1,0,17.95,78,3,1,1,0,0,0,0,1
0.33,2009,1,0,29.95,79,3,1,0,1,0,0,0,1
0.33,2009,1,0,24.95,66,3,1,0,0,0,0,0,0
0.33,2009,1,0,16.95,77,4,1,1,0,0,0,0,1
0.32,2009,1,0,24.95,71,4,4,0,1,0,0,0,1
0.32,2009,0,0,17.95,78,3,1,1,1,0,0,0,1
0.32,2009,1,0,32.95,87,4,1,1,1,0,0,0,1
0.31,2009,0,0,29.95,73,3,1,0,1,0,0,0,0
0.3,2009,1,0,17.95,85,3,1,1,0,0,0,0,1
0.29,2009,1,0,27.95,78,3,7,1,0,0,0,0,0
0.29,2009,0,0,24.95,60,3,1,1,1,0,0,0,1
0.29,2009,1,0,17.95,77,4,1,1,0,0,0,0,1
0.29,2009,1,0,19.95,61,4,1,1,1,0,0,0,1
0.28,2009,1,0,24.95,74,3,4,1,0,0,0,0,1
0.28,2009,1,0,27.95,76,4,4,1,0,0,0,0,1
0.28,2009,1,0,24.95,82,3,2,0,0,0,0,0,0
0.28,2009,1,0,24.95,81,3,1,1,0,0,0,0,1
0.28,2009,0,0,39.95,64,3,1,0,0,0,0,0,0
0.28,2009,0,0,22.95,69,3,1,0,0,0,0,0,0
0.28,2009,1,0,24.95,60,3,1,0,1,0,0,0,1
0.28,2009,1,0,19.95,61,3,1,0,0,0,0,0,0
0.27,2009,1,0,29.95,86,3,4,1,0,0,0,0,1
0.27,2009,1,0,34.95,87,3,1,1,1,0,0,0,1
0.26,2009,1,0,27.95,71,4,2,1,0,0,0,0,1
0.25,2009,1,0,24.95,90,5,1,1,0,1,0,0,1
0.25,2009,1,0,17.95,81,5,1,1,0,1,0,0,0
0.25,2009,1,0,19.95,61,3,1,0,1,0,0,0,1
0.24,2009,1,0,27.95,50,3,4,0,1,0,0,0,1
0.24,2009,1,0,17.95,78,5,1,0,1,1,0,0,0
0.24,2009,1,0,32.95,76,3,1,0,0,0,0,0,1
0.24,2009,0,0,17.95,73,4,1,0,0,0,0,0,1
0.24,2009,0,0,19.95,64,4,1,0,0,0,0,0,1
0.23,2009,0,0,17.95,73,5,1,0,0,1,0,0,0
0.23,2009,1,0,29.95,76,3,1,0,0,0,0,0,0
0.23,2009,0,1,22.95,72,4,1,1,0,0,0,0,1
0.22,2009,1,0,19.95,77,5,1,0,0,1,0,0,0
0.22,2009,0,0,17.95,47,5,1,0,1,1,0,0,1
0.22,2009,0,0,24.95,70,3,1,0,0,0,0,0,1
0.22,2009,1,0,24.95,70,3,1,0,1,0,0,0,1
0.22,2009,0,0,27.95,69,4,1,0,0,0,0,0,1
0.21,2009,0,0,24.95,74,3,1,1,1,0,0,0,0
0.21,2009,1,0,39.95,79,3,1,0,0,0,0,0,1
0.21,2009,1,0,19.95,53,3,1,0,1,0,0,0,1
0.2,2009,0,0,16.95,62,3,4,0,1,0,0,0,1
0.2,2009,1,0,24.95,70,3,2,1,0,0,0,0,1
0.2,2009,0,0,32.95,86,4,2,1,0,0,0,0,1
0.2,2009,1,0,17.95,48,5,1,0,1,1,0,0,0
0.2,2009,1,0,16.95,83,5,1,0,0,1,0,0,0
0.19,2009,1,0,19.95,71,4,4,1,0,0,0,0,1
0.19,2009,0,0,17.95,82,3,1,0,1,0,0,0,0
0.19,2009,1,0,19.95,63,3,1,1,1,0,0,0,1
0.19,2009,0,1,24.95,71,3,1,1,0,0,0,0,1
0.19,2009,1,0,19.95,72,3,1,0,1,0,0,0,0
0.18,2009,0,0,17.95,55,5,1,0,0,1,0,0,1
0.18,2009,1,0,17.95,79,3,1,1,0,0,0,0,1
0.18,2009,1,0,29.95,66,3,1,0,0,0,0,0,0
0.17,2009,1,0,24.95,78,5,1,0,0,1,0,0,0
0.17,2009,0,0,17.95,79,3,1,0,0,0,0,0,1
0.17,2009,1,0,24.95,80,4,1,1,0,0,0,0,1
0.17,2009,0,0,12.95,62,4,1,0,1,0,0,0,1
0.16,2009,1,0,22.95,73,3,4,1,0,0,0,0,1
0.16,2009,1,0,22.95,75,3,4,0,1,0,0,0,1
0.16,2009,1,0,39.95,74,3,2,0,0,0,0,0,0
0.16,2009,0,0,17.95,51,3,2,0,1,0,0,0,1
0.16,2009,0,1,27.95,64,5,1,0,0,1,0,0,0
0.16,2009,1,0,14.95,61,3,1,0,1,0,0,0,1
0.16,2009,0,1,24.95,80,3,1,0,0,0,0,0,0
0.16,2009,0,0,22.95,54,3,1,0,1,0,0,0,1
0.16,2009,1,0,24.95,76,4,1,1,0,0,0,0,0
0.15,2009,0,0,19.95,61,4,4,0,1,0,0,0,1
0.15,2009,1,0,19.95,75,4,2,1,0,0,0,0,1
0.15,2009,0,0,16.95,43,4,2,0,1,0,0,0,1
0.15,2009,1,0,17.95,71,5,1,0,0,1,0,0,1
0.15,2009,0,0,16.95,65,4,1,0,1,0,0,0,1
0.15,2009,1,0,16.95,82,4,1,1,1,0,0,0,0
0.15,2009,1,0,34.95,62,4,1,0,0,0,0,0,0
0.15,2009,1,0,19.95,64,4,1,0,1,0,0,0,1
0.15,2009,0,0,19.95,69,4,1,1,0,0,0,0,0
0.15,2009,1,0,34.95,75,4,1,0,0,0,0,0,0
0.14,2009,1,0,16.95,43,3,2,0,1,0,0,0,1
0.14,2009,0,0,17.95,42,4,2,0,1,0,0,0,1
0.14,2009,1,0,19.95,65,5,1,0,1,1,0,0,1
0.14,2009,0,0,16.95,61,3,1,0,1,0,0,0,1
0.14,2009,1,0,17.95,58,3,1,0,0,0,0,0,0
0.13,2009,0,0,23.95,68,5,1,0,1,1,0,0,0
0.13,2009,1,0,17.95,55,5,1,0,1,1,0,0,1
0.13,2009,1,0,49.95,80,3,1,0,0,0,1,0,0
0.13,2009,1,0,29.95,59,3,1,0,1,0,0,0,1
0.13,2009,0,1,22.95,61,3,1,0,0,0,0,0,0
0.13,2009,1,0,14.95,25,4,1,0,0,0,0,0,0
0.13,2009,0,0,29.95,59,4,1,0,1,0,0,0,1
0.12,2009,0,0,17.95,43,3,2,0,1,0,0,0,1
0.12,2009,0,0,23.95,84,5,1,0,0,1,0,0,0
0.12,2009,0,0,17.95,65,3,1,0,1,0,0,0,1
0.12,2009,1,0,13.95,71,3,1,1,0,0,0,0,0
0.12,2009,1,0,32.95,61,3,1,0,1,0,0,0,1
0.12,2009,1,0,19.95,66,3,1,0,1,0,0,0,1
0.12,2009,0,0,22.95,66,3,1,0,0,0,0,0,1
0.12,2009,0,0,24.95,87,3,1,0,0,0,0,0,0
0.12,2009,1,0,12.95,70,4,1,1,0,0,0,0,0
0.12,2009,1,0,24.95,69,4,1,0,0,0,0,0,1
0.11,2009,1,0,24.95,66,3,7,1,1,0,0,0,1
0.11,2009,0,0,16.95,51,4,4,1,0,0,0,0,1
0.11,2009,0,0,17.95,66,4,4,0,1,0,0,0,0
0.11,2009,0,0,19.95,43,3,2,0,1,0,0,0,1
0.11,2009,0,0,19.95,69,3,2,0,1,0,0,0,1
0.11,2009,0,0,39.95,61,4,2,1,1,0,0,0,0
0.11,2009,1,0,24.95,54,4,2,0,1,0,0,0,1
0.11,2009,1,0,17.95,73,5,1,0,1,1,0,0,0
0.11,2009,1,0,24.95,86,5,1,0,0,1,0,0,0
0.11,2009,0,0,17.95,81,3,1,0,0,0,0,0,1
0.11,2009,1,0,24.95,64,3,1,0,0,0,0,0,1
0.11,2009,0,0,29.95,76,3,1,0,0,0,0,0,0
0.11,2009,0,0,14.95,48,4,1,0,1,0,0,0,1
0.11,2009,0,0,19.95,56,4,1,0,0,0,0,0,0
0.1,2009,0,0,24.95,65,3,4,0,1,0,0,0,1
0.1,2009,1,0,27.95,78,4,4,1,0,0,0,0,1
0.1,2009,1,0,29.95,57,3,2,1,0,0,0,0,1
0.1,2009,0,0,19.95,66,3,2,0,1,0,0,0,1
0.1,2009,1,0,19.95,72,3,2,1,0,0,0,0,1
0.1,2009,0,0,17.95,84,5,1,0,0,1,0,0,0
0.1,2009,1,0,14.95,75,5,1,0,0,1,0,0,0
0.1,2009,1,0,32.95,83,5,1,0,0,1,0,0,0
0.1,2009,1,0,17.95,80,3,1,1,1,0,0,0,0
0.1,2009,0,0,24.95,62,3,1,0,0,0,0,0,1
0.1,2009,0,0,24.95,73,3,1,0,0,0,0,0,1
0.1,2009,0,0,22.95,27,3,1,0,0,0,0,0,1
0.1,2009,0,0,14.95,51,3,1,0,0,0,0,0,1
0.1,2009,1,0,24.95,73,3,1,0,1,0,0,0,1
0.1,2009,1,0,24.95,73,3,1,0,1,0,0,0,1
0.1,2009,1,0,19.95,71,4,1,1,1,0,0,0,1
0.1,2009,0,0,14.95,53,4,1,0,0,0,0,0,0
0.09,2009,1,0,17.95,70,4,4,1,1,0,0,0,1
0.09,2009,0,0,13.95,64,5,1,0,0,1,0,0,1
0.09,2009,0,0,17.95,63,5,1,0,1,1,0,0,1
0.09,2009,0,0,17.95,51,3,1,0,0,0,0,0,0
0.09,2009,0,0,17.95,53,3,1,0,0,0,0,0,1
0.09,2009,1,0,17.95,68,3,1,0,0,0,0,0,0
0.09,2009,0,0,12.95,63,3,1,0,0,0,0,0,1
0.09,2009,1,0,27.95,61,4,1,0,1,0,0,0,1
0.09,2009,1,0,24.95,51,4,1,0,1,0,0,0,0
0.09,2009,0,0,16.95,25,4,1,0,1,0,0,0,0
0.09,2009,0,0,24.95,60,4,1,0,0,0,0,0,0
0.09,2009,0,0,24.95,73,4,1,0,0,0,0,0,1
0.09,2009,0,0,19.95,68,4,1,0,0,0,0,0,0
0.08,2009,1,0,24.95,70,3,4,1,1,0,0,0,1
0.08,2009,1,0,34.95,50,3,4,0,0,0,0,0,1
0.08,2009,0,0,17.95,59,3,2,0,0,0,0,0,0
0.08,2009,0,1,19.95,74,3,2,0,0,0,0,0,1
0.08,2009,1,0,17.95,61,5,1,0,1,1,0,0,0
0.08,2009,0,0,17.95,84,5,1,1,0,1,0,0,0
0.08,2009,1,0,19.95,72,3,1,1,1,0,0,0,1
0.08,2009,0,0,16.95,67,3,1,1,0,0,0,0,1
0.08,2009,0,0,17.95,72,3,1,0,0,0,0,0,0
0.08,2009,0,0,14.95,66,4,1,1,0,0,0,0,1
0.08,2009,0,0,19.95,62,4,1,1,0,0,0,0,1
0.08,2009,0,0,19.95,28,4,1,1,0,0,0,0,1
0.08,2009,1,0,17.95,50,4,1,0,0,0,0,0,1
0.07,2009,1,0,29.95,57,4,4,1,0,0,0,0,1
0.07,2009,0,0,22.95,63,4,2,0,1,0,0,0,1
0.07,2009,0,0,14.95,56,4,2,0,1,0,0,0,0
0.07,2009,0,0,24.95,45,5,1,0,1,1,0,0,0
0.07,2009,0,0,7.95,58,5,1,0,0,1,0,0,0
0.07,2009,0,0,17.95,36,3,1,0,0,0,0,0,1
0.07,2009,0,0,34.95,67,3,1,0,1,0,0,0,1
0.07,2009,0,0,29.95,68,4,1,0,1,0,0,0,1
0.07,2009,1,0,19.95,50,4,1,0,1,0,0,0,1
0.07,2009,0,0,17.95,38,4,1,0,0,0,0,0,0
0.07,2009,0,0,14.95,48,4,1,1,0,0,0,0,1
0.06,2009,1,0,19.95,74,3,8,0,1,0,0,0,1
0.06,2009,1,0,29.95,59,3,4,1,0,0,0,0,1
0.06,2009,0,0,22.95,50,3,2,0,1,0,0,0,1
0.06,2009,0,0,19.95,36,4,2,1,0,0,0,0,1
0.06,2009,1,0,24.95,63,4,2,1,0,0,0,0,1
0.06,2009,0,1,17.95,78,5,1,0,0,1,0,0,1
0.06,2009,0,0,17.95,82,5,1,0,0,1,0,0,0
0.06,2009,0,0,24.95,78,5,1,0,0,1,0,0,0
0.06,2009,0,0,22.95,72,5,1,1,0,1,0,0,0
0.06,2009,1,0,17.95,17,3,1,0,0,0,0,0,0
0.06,2009,0,0,14.95,67,3,1,0,0,0,0,0,0
0.06,2009,0,0,17.95,52,3,1,0,0,0,0,0,0
0.06,2009,0,0,17.95,56,3,1,0,0,0,0,0,1
0.05,2009,0,0,19.95,53,4,2,0,1,0,0,0,1
0.05,2009,0,0,24.95,58,5,1,0,0,1,0,0,0
0.05,2009,0,0,29.95,75,5,1,0,0,1,0,0,0
0.05,2009,0,0,17.95,71,5,1,0,0,1,0,0,0
0.05,2009,0,0,24.95,43,5,1,0,0,1,0,0,1
0.05,2009,1,0,29.95,66,5,1,0,0,1,0,0,0
0.05,2009,0,0,29.95,63,5,1,0,0,1,0,0,0
0.05,2009,1,0,19.95,49,3,1,0,1,0,0,0,1
0.05,2009,1,0,16.95,35,3,1,0,0,0,0,0,1
0.05,2009,0,0,19.95,50,3,1,0,0,0,0,0,1
